"Net generation for residential"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=fttb&geo=00fvvvvvvvvvo&sec=004&linechart=ELEC.GEN.COW-CT-8.A&columnchart=ELEC.GEN.COW-CT-8.A&map=ELEC.GEN.COW-CT-8.A&freq=A&start=2010&end=2016&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Fri Aug 18 2017 17:50:21 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","2010","2011","2012","2013","2014","2015","2016"
"Colorado : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-CO-8.A","--","--","--","--",177,210,265
"Colorado : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CO-8.A","--","--","--","--","--","--","--"
"Idaho",,"ELEC.GEN..A",,,,,,,
"Idaho : all fuels (utility-scale)",,"ELEC.GEN.ALL-ID-8.A",,,,,,,
"Idaho : coal","thousand megawatthours","ELEC.GEN.COW-ID-8.A","--","--","--","--","--","--","--"
"Idaho : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-ID-8.A","--","--","--","--","--","--","--"
"Idaho : petroleum coke","thousand megawatthours","ELEC.GEN.PC-ID-8.A","--","--","--","--","--","--","--"
"Idaho : natural gas","thousand megawatthours","ELEC.GEN.NG-ID-8.A","--","--","--","--","--","--","--"
"Idaho : other gases","thousand megawatthours","ELEC.GEN.OOG-ID-8.A","--","--","--","--","--","--","--"
"Idaho : nuclear","thousand megawatthours","ELEC.GEN.NUC-ID-8.A","--","--","--","--","--","--","--"
"Idaho : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-ID-8.A","--","--","--","--","--","--","--"
"Idaho : other renewables",,"ELEC.GEN.AOR-ID-8.A",,,,,,,
"Idaho : wind","thousand megawatthours","ELEC.GEN.WND-ID-8.A","--","--","--","--","--","--","--"
"Idaho : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ID-8.A","--","--","--","--","--","--","--"
"Idaho : geothermal","thousand megawatthours","ELEC.GEN.GEO-ID-8.A","--","--","--","--","--","--","--"
"Idaho : biomass","thousand megawatthours","ELEC.GEN.BIO-ID-8.A","--","--","--","--","--","--","--"
"Idaho : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-ID-8.A","--","--","--","--","--","--","--"
"Idaho : other","thousand megawatthours","ELEC.GEN.OTH-ID-8.A","--","--","--","--","--","--","--"
"Idaho : all solar",,"ELEC.GEN.TSN-ID-8.A",,,,,,,
"Idaho : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-ID-8.A","--","--","--","--",2,4,7
"Idaho : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ID-8.A","--","--","--","--","--","--","--"
"Montana",,"ELEC.GEN..A",,,,,,,
"Montana : all fuels (utility-scale)",,"ELEC.GEN.ALL-MT-8.A",,,,,,,
"Montana : coal","thousand megawatthours","ELEC.GEN.COW-MT-8.A","--","--","--","--","--","--","--"
"Montana : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MT-8.A","--","--","--","--","--","--","--"
"Montana : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MT-8.A","--","--","--","--","--","--","--"
"Montana : natural gas","thousand megawatthours","ELEC.GEN.NG-MT-8.A","--","--","--","--","--","--","--"
"Montana : other gases","thousand megawatthours","ELEC.GEN.OOG-MT-8.A","--","--","--","--","--","--","--"
"Montana : nuclear","thousand megawatthours","ELEC.GEN.NUC-MT-8.A","--","--","--","--","--","--","--"
"Montana : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MT-8.A","--","--","--","--","--","--","--"
"Montana : other renewables",,"ELEC.GEN.AOR-MT-8.A",,,,,,,
"Montana : wind","thousand megawatthours","ELEC.GEN.WND-MT-8.A","--","--","--","--","--","--","--"
"Montana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MT-8.A","--","--","--","--","--","--","--"
"Montana : geothermal","thousand megawatthours","ELEC.GEN.GEO-MT-8.A","--","--","--","--","--","--","--"
"Montana : biomass","thousand megawatthours","ELEC.GEN.BIO-MT-8.A","--","--","--","--","--","--","--"
"Montana : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MT-8.A","--","--","--","--","--","--","--"
"Montana : other","thousand megawatthours","ELEC.GEN.OTH-MT-8.A","--","--","--","--","--","--","--"
"Montana : all solar",,"ELEC.GEN.TSN-MT-8.A",,,,,,,
"Montana : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MT-8.A","--","--","--","--",9,6,7
"Montana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MT-8.A","--","--","--","--","--","--","--"
"Nevada",,"ELEC.GEN..A",,,,,,,
"Nevada : all fuels (utility-scale)",,"ELEC.GEN.ALL-NV-8.A",,,,,,,
"Nevada : coal","thousand megawatthours","ELEC.GEN.COW-NV-8.A","--","--","--","--","--","--","--"
"Nevada : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NV-8.A","--","--","--","--","--","--","--"
"Nevada : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NV-8.A","--","--","--","--","--","--","--"
"Nevada : natural gas","thousand megawatthours","ELEC.GEN.NG-NV-8.A","--","--","--","--","--","--","--"
"Nevada : other gases","thousand megawatthours","ELEC.GEN.OOG-NV-8.A","--","--","--","--","--","--","--"
"Nevada : nuclear","thousand megawatthours","ELEC.GEN.NUC-NV-8.A","--","--","--","--","--","--","--"
"Nevada : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NV-8.A","--","--","--","--","--","--","--"
"Nevada : other renewables",,"ELEC.GEN.AOR-NV-8.A",,,,,,,
"Nevada : wind","thousand megawatthours","ELEC.GEN.WND-NV-8.A","--","--","--","--","--","--","--"
"Nevada : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NV-8.A","--","--","--","--","--","--","--"
"Nevada : geothermal","thousand megawatthours","ELEC.GEN.GEO-NV-8.A","--","--","--","--","--","--","--"
"Nevada : biomass","thousand megawatthours","ELEC.GEN.BIO-NV-8.A","--","--","--","--","--","--","--"
"Nevada : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NV-8.A","--","--","--","--","--","--","--"
"Nevada : other","thousand megawatthours","ELEC.GEN.OTH-NV-8.A","--","--","--","--","--","--","--"
"Nevada : all solar",,"ELEC.GEN.TSN-NV-8.A",,,,,,,
"Nevada : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NV-8.A","--","--","--","--",32,99,253
"Nevada : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NV-8.A","--","--","--","--","--","--","--"
"New Mexico",,"ELEC.GEN..A",,,,,,,
"New Mexico : all fuels (utility-scale)",,"ELEC.GEN.ALL-NM-8.A",,,,,,,
"New Mexico : coal","thousand megawatthours","ELEC.GEN.COW-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : natural gas","thousand megawatthours","ELEC.GEN.NG-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : other gases","thousand megawatthours","ELEC.GEN.OOG-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : nuclear","thousand megawatthours","ELEC.GEN.NUC-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : other renewables",,"ELEC.GEN.AOR-NM-8.A",,,,,,,
"New Mexico : wind","thousand megawatthours","ELEC.GEN.WND-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : geothermal","thousand megawatthours","ELEC.GEN.GEO-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : biomass","thousand megawatthours","ELEC.GEN.BIO-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : other","thousand megawatthours","ELEC.GEN.OTH-NM-8.A","--","--","--","--","--","--","--"
"New Mexico : all solar",,"ELEC.GEN.TSN-NM-8.A",,,,,,,
"New Mexico : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NM-8.A","--","--","--","--",52,69,92
"New Mexico : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NM-8.A","--","--","--","--","--","--","--"
"Utah",,"ELEC.GEN..A",,,,,,,
"Utah : all fuels (utility-scale)",,"ELEC.GEN.ALL-UT-8.A",,,,,,,
"Utah : coal","thousand megawatthours","ELEC.GEN.COW-UT-8.A","--","--","--","--","--","--","--"
"Utah : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-UT-8.A","--","--","--","--","--","--","--"
"Utah : petroleum coke","thousand megawatthours","ELEC.GEN.PC-UT-8.A","--","--","--","--","--","--","--"
"Utah : natural gas","thousand megawatthours","ELEC.GEN.NG-UT-8.A","--","--","--","--","--","--","--"
"Utah : other gases","thousand megawatthours","ELEC.GEN.OOG-UT-8.A","--","--","--","--","--","--","--"
"Utah : nuclear","thousand megawatthours","ELEC.GEN.NUC-UT-8.A","--","--","--","--","--","--","--"
"Utah : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-UT-8.A","--","--","--","--","--","--","--"
"Utah : other renewables",,"ELEC.GEN.AOR-UT-8.A",,,,,,,
"Utah : wind","thousand megawatthours","ELEC.GEN.WND-UT-8.A","--","--","--","--","--","--","--"
"Utah : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-UT-8.A","--","--","--","--","--","--","--"
"Utah : geothermal","thousand megawatthours","ELEC.GEN.GEO-UT-8.A","--","--","--","--","--","--","--"
"Utah : biomass","thousand megawatthours","ELEC.GEN.BIO-UT-8.A","--","--","--","--","--","--","--"
"Utah : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-UT-8.A","--","--","--","--","--","--","--"
"Utah : other","thousand megawatthours","ELEC.GEN.OTH-UT-8.A","--","--","--","--","--","--","--"
"Utah : all solar",,"ELEC.GEN.TSN-UT-8.A",,,,,,,
"Utah : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-UT-8.A","--","--","--","--",16,36,101
"Utah : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-UT-8.A","--","--","--","--","--","--","--"
"Wyoming",,"ELEC.GEN..A",,,,,,,
"Wyoming : all fuels (utility-scale)",,"ELEC.GEN.ALL-WY-8.A",,,,,,,
"Wyoming : coal","thousand megawatthours","ELEC.GEN.COW-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : natural gas","thousand megawatthours","ELEC.GEN.NG-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : other gases","thousand megawatthours","ELEC.GEN.OOG-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : nuclear","thousand megawatthours","ELEC.GEN.NUC-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : other renewables",,"ELEC.GEN.AOR-WY-8.A",,,,,,,
"Wyoming : wind","thousand megawatthours","ELEC.GEN.WND-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : geothermal","thousand megawatthours","ELEC.GEN.GEO-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : biomass","thousand megawatthours","ELEC.GEN.BIO-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : other","thousand megawatthours","ELEC.GEN.OTH-WY-8.A","--","--","--","--","--","--","--"
"Wyoming : all solar",,"ELEC.GEN.TSN-WY-8.A",,,,,,,
"Wyoming : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WY-8.A","--","--","--","--",1,2,2
"Wyoming : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WY-8.A","--","--","--","--","--","--","--"
"Pacific Contiguous",,"ELEC.GEN..A",,,,,,,
"California",,"ELEC.GEN..A",,,,,,,
"California : all fuels (utility-scale)",,"ELEC.GEN.ALL-CA-8.A",,,,,,,
"California : coal","thousand megawatthours","ELEC.GEN.COW-CA-8.A","--","--","--","--","--","--","--"
"California : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-CA-8.A","--","--","--","--","--","--","--"
"California : petroleum coke","thousand megawatthours","ELEC.GEN.PC-CA-8.A","--","--","--","--","--","--","--"
"California : natural gas","thousand megawatthours","ELEC.GEN.NG-CA-8.A","--","--","--","--","--","--","--"
"California : other gases","thousand megawatthours","ELEC.GEN.OOG-CA-8.A","--","--","--","--","--","--","--"
"California : nuclear","thousand megawatthours","ELEC.GEN.NUC-CA-8.A","--","--","--","--","--","--","--"
"California : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-CA-8.A","--","--","--","--","--","--","--"
"California : other renewables",,"ELEC.GEN.AOR-CA-8.A",,,,,,,
"California : wind","thousand megawatthours","ELEC.GEN.WND-CA-8.A","--","--","--","--","--","--","--"
"California : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CA-8.A","--","--","--","--","--","--","--"
"California : geothermal","thousand megawatthours","ELEC.GEN.GEO-CA-8.A","--","--","--","--","--","--","--"
"California : biomass","thousand megawatthours","ELEC.GEN.BIO-CA-8.A","--","--","--","--","--","--","--"
"California : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-CA-8.A","--","--","--","--","--","--","--"
"California : other","thousand megawatthours","ELEC.GEN.OTH-CA-8.A","--","--","--","--","--","--","--"
"California : all solar",,"ELEC.GEN.TSN-CA-8.A",,,,,,,
"California : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-CA-8.A","--","--","--","--",2494,3528,5147
"California : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CA-8.A","--","--","--","--","--","--","--"
"Oregon",,"ELEC.GEN..A",,,,,,,
"Oregon : all fuels (utility-scale)",,"ELEC.GEN.ALL-OR-8.A",,,,,,,
"Oregon : coal","thousand megawatthours","ELEC.GEN.COW-OR-8.A","--","--","--","--","--","--","--"
"Oregon : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-OR-8.A","--","--","--","--","--","--","--"
"Oregon : petroleum coke","thousand megawatthours","ELEC.GEN.PC-OR-8.A","--","--","--","--","--","--","--"
"Oregon : natural gas","thousand megawatthours","ELEC.GEN.NG-OR-8.A","--","--","--","--","--","--","--"
"Oregon : other gases","thousand megawatthours","ELEC.GEN.OOG-OR-8.A","--","--","--","--","--","--","--"
"Oregon : nuclear","thousand megawatthours","ELEC.GEN.NUC-OR-8.A","--","--","--","--","--","--","--"
"Oregon : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-OR-8.A","--","--","--","--","--","--","--"
"Oregon : other renewables",,"ELEC.GEN.AOR-OR-8.A",,,,,,,
"Oregon : wind","thousand megawatthours","ELEC.GEN.WND-OR-8.A","--","--","--","--","--","--","--"
"Oregon : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OR-8.A","--","--","--","--","--","--","--"
"Oregon : geothermal","thousand megawatthours","ELEC.GEN.GEO-OR-8.A","--","--","--","--","--","--","--"
"Oregon : biomass","thousand megawatthours","ELEC.GEN.BIO-OR-8.A","--","--","--","--","--","--","--"
"Oregon : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-OR-8.A","--","--","--","--","--","--","--"
"Oregon : other","thousand megawatthours","ELEC.GEN.OTH-OR-8.A","--","--","--","--","--","--","--"
"Oregon : all solar",,"ELEC.GEN.TSN-OR-8.A",,,,,,,
"Oregon : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OR-8.A","--","--","--","--",36,47,59
"Oregon : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OR-8.A","--","--","--","--","--","--","--"
"Washington",,"ELEC.GEN..A",,,,,,,
"Washington : all fuels (utility-scale)",,"ELEC.GEN.ALL-WA-8.A",,,,,,,
"Washington : coal","thousand megawatthours","ELEC.GEN.COW-WA-8.A","--","--","--","--","--","--","--"
"Washington : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WA-8.A","--","--","--","--","--","--","--"
"Washington : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WA-8.A","--","--","--","--","--","--","--"
"Washington : natural gas","thousand megawatthours","ELEC.GEN.NG-WA-8.A","--","--","--","--","--","--","--"
"Washington : other gases","thousand megawatthours","ELEC.GEN.OOG-WA-8.A","--","--","--","--","--","--","--"
"Washington : nuclear","thousand megawatthours","ELEC.GEN.NUC-WA-8.A","--","--","--","--","--","--","--"
"Washington : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WA-8.A","--","--","--","--","--","--","--"
"Washington : other renewables",,"ELEC.GEN.AOR-WA-8.A",,,,,,,
"Washington : wind","thousand megawatthours","ELEC.GEN.WND-WA-8.A","--","--","--","--","--","--","--"
"Washington : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WA-8.A","--","--","--","--","--","--","--"
"Washington : geothermal","thousand megawatthours","ELEC.GEN.GEO-WA-8.A","--","--","--","--","--","--","--"
"Washington : biomass","thousand megawatthours","ELEC.GEN.BIO-WA-8.A","--","--","--","--","--","--","--"
"Washington : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WA-8.A","--","--","--","--","--","--","--"
"Washington : other","thousand megawatthours","ELEC.GEN.OTH-WA-8.A","--","--","--","--","--","--","--"
"Washington : all solar",,"ELEC.GEN.TSN-WA-8.A",,,,,,,
"Washington : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WA-8.A","--","--","--","--",28,46,75
"Washington : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WA-8.A","--","--","--","--","--","--","--"
"Pacific Noncontiguous",,"ELEC.GEN..A",,,,,,,
"Alaska",,"ELEC.GEN..A",,,,,,,
"Alaska : all fuels (utility-scale)",,"ELEC.GEN.ALL-AK-8.A",,,,,,,
"Alaska : coal","thousand megawatthours","ELEC.GEN.COW-AK-8.A","--","--","--","--","--","--","--"
"Alaska : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AK-8.A","--","--","--","--","--","--","--"
"Alaska : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AK-8.A","--","--","--","--","--","--","--"
"Alaska : natural gas","thousand megawatthours","ELEC.GEN.NG-AK-8.A","--","--","--","--","--","--","--"
"Alaska : other gases","thousand megawatthours","ELEC.GEN.OOG-AK-8.A","--","--","--","--","--","--","--"
"Alaska : nuclear","thousand megawatthours","ELEC.GEN.NUC-AK-8.A","--","--","--","--","--","--","--"
"Alaska : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AK-8.A","--","--","--","--","--","--","--"
"Alaska : other renewables",,"ELEC.GEN.AOR-AK-8.A",,,,,,,
"Alaska : wind","thousand megawatthours","ELEC.GEN.WND-AK-8.A","--","--","--","--","--","--","--"
"Alaska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AK-8.A","--","--","--","--","--","--","--"
"Alaska : geothermal","thousand megawatthours","ELEC.GEN.GEO-AK-8.A","--","--","--","--","--","--","--"
"Alaska : biomass","thousand megawatthours","ELEC.GEN.BIO-AK-8.A","--","--","--","--","--","--","--"
"Alaska : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AK-8.A","--","--","--","--","--","--","--"
"Alaska : other","thousand megawatthours","ELEC.GEN.OTH-AK-8.A","--","--","--","--","--","--","--"
"Alaska : all solar",,"ELEC.GEN.TSN-AK-8.A",,,,,,,
"Alaska : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AK-8.A","--","--","--","--","--","--","--"
"Alaska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AK-8.A","--","--","--","--","--","--","--"
"Hawaii",,"ELEC.GEN..A",,,,,,,
"Hawaii : all fuels (utility-scale)",,"ELEC.GEN.ALL-HI-8.A",,,,,,,
"Hawaii : coal","thousand megawatthours","ELEC.GEN.COW-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : petroleum coke","thousand megawatthours","ELEC.GEN.PC-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : natural gas","thousand megawatthours","ELEC.GEN.NG-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : other gases","thousand megawatthours","ELEC.GEN.OOG-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : nuclear","thousand megawatthours","ELEC.GEN.NUC-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : other renewables",,"ELEC.GEN.AOR-HI-8.A",,,,,,,
"Hawaii : wind","thousand megawatthours","ELEC.GEN.WND-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : geothermal","thousand megawatthours","ELEC.GEN.GEO-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : biomass","thousand megawatthours","ELEC.GEN.BIO-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : other","thousand megawatthours","ELEC.GEN.OTH-HI-8.A","--","--","--","--","--","--","--"
"Hawaii : all solar",,"ELEC.GEN.TSN-HI-8.A",,,,,,,
"Hawaii : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-HI-8.A","--","--","--","--",323,389,476
"Hawaii : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-HI-8.A","--","--","--","--","--","--","--" 
