"Net generation for commercial non-cogen"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=fttb&geo=00fvvvvvvvvvo&sec=1&linechart=ELEC.GEN.COW-CT-4.A&columnchart=ELEC.GEN.COW-CT-4.A&map=ELEC.GEN.COW-CT-4.A&freq=A&start=2010&end=2016&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Fri Aug 18 2017 17:49:19 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","2010","2011","2012","2013","2014","2015","2016"
"Maryland : wind","thousand megawatthours","ELEC.GEN.WND-MD-4.A","--","--","--","--","--","--","--"
"Maryland : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MD-4.A","--","--",1,4,4,7,7
"Maryland : geothermal","thousand megawatthours","ELEC.GEN.GEO-MD-4.A","--","--","--","--","--","--","--"
"Maryland : biomass","thousand megawatthours","ELEC.GEN.BIO-MD-4.A",23,38,16,12,9,3,9
"Maryland : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MD-4.A","--","--","--","--","--","--","--"
"Maryland : other","thousand megawatthours","ELEC.GEN.OTH-MD-4.A","--","--","--","--","--","--","--"
"Maryland : all solar",,"ELEC.GEN.TSN-MD-4.A",,,,,,,
"Maryland : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MD-4.A","--","--","--","--","--","--","--"
"Maryland : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MD-4.A","--","--",1,4,4,7,7
"North Carolina",,"ELEC.GEN..A",,,,,,,
"North Carolina : all fuels (utility-scale)",,"ELEC.GEN.ALL-NC-4.A",,,,,,,
"North Carolina : coal","thousand megawatthours","ELEC.GEN.COW-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NC-4.A",0,0,0,0,0,0,"NM"
"North Carolina : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : natural gas","thousand megawatthours","ELEC.GEN.NG-NC-4.A","--","--","--",0,0,0,0
"North Carolina : other gases","thousand megawatthours","ELEC.GEN.OOG-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : nuclear","thousand megawatthours","ELEC.GEN.NUC-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NC-4.A",12,10,11,15,14,11,"NM"
"North Carolina : other renewables",,"ELEC.GEN.AOR-NC-4.A",,,,,,,
"North Carolina : wind","thousand megawatthours","ELEC.GEN.WND-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NC-4.A","--","--",1,47,77,78,122
"North Carolina : geothermal","thousand megawatthours","ELEC.GEN.GEO-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : biomass","thousand megawatthours","ELEC.GEN.BIO-NC-4.A","--","--",3,70,80,75,66
"North Carolina : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : other","thousand megawatthours","ELEC.GEN.OTH-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : all solar",,"ELEC.GEN.TSN-NC-4.A",,,,,,,
"North Carolina : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NC-4.A","--","--","--","--","--","--","--"
"North Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NC-4.A","--","--",1,47,77,78,122
"South Carolina",,"ELEC.GEN..A",,,,,,,
"South Carolina : all fuels (utility-scale)",,"ELEC.GEN.ALL-SC-4.A",,,,,,,
"South Carolina : coal","thousand megawatthours","ELEC.GEN.COW-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-SC-4.A",0,0,0,0,0,0,"NM"
"South Carolina : petroleum coke","thousand megawatthours","ELEC.GEN.PC-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : natural gas","thousand megawatthours","ELEC.GEN.NG-SC-4.A","--","--",0,5,3,2,"NM"
"South Carolina : other gases","thousand megawatthours","ELEC.GEN.OOG-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : nuclear","thousand megawatthours","ELEC.GEN.NUC-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-SC-4.A",1,0,0,4,3,2,"NM"
"South Carolina : other renewables",,"ELEC.GEN.AOR-SC-4.A",,,,,,,
"South Carolina : wind","thousand megawatthours","ELEC.GEN.WND-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : geothermal","thousand megawatthours","ELEC.GEN.GEO-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : biomass","thousand megawatthours","ELEC.GEN.BIO-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : other","thousand megawatthours","ELEC.GEN.OTH-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : all solar",,"ELEC.GEN.TSN-SC-4.A",,,,,,,
"South Carolina : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-SC-4.A","--","--","--","--","--","--","--"
"South Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SC-4.A","--","--","--","--","--","--","--"
"Virginia",,"ELEC.GEN..A",,,,,,,
"Virginia : all fuels (utility-scale)",,"ELEC.GEN.ALL-VA-4.A",,,,,,,
"Virginia : coal","thousand megawatthours","ELEC.GEN.COW-VA-4.A","--","--","--","--","--","--","--"
"Virginia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-VA-4.A","--","--",0,0,0,0,"NM"
"Virginia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-VA-4.A","--","--","--","--","--","--","--"
"Virginia : natural gas","thousand megawatthours","ELEC.GEN.NG-VA-4.A","--","--","--","--","--","--","--"
"Virginia : other gases","thousand megawatthours","ELEC.GEN.OOG-VA-4.A","--","--","--","--","--","--","--"
"Virginia : nuclear","thousand megawatthours","ELEC.GEN.NUC-VA-4.A","--","--","--","--","--","--","--"
"Virginia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-VA-4.A","--","--","--","--","--","--","--"
"Virginia : other renewables",,"ELEC.GEN.AOR-VA-4.A",,,,,,,
"Virginia : wind","thousand megawatthours","ELEC.GEN.WND-VA-4.A","--","--","--","--","--","--","--"
"Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-VA-4.A","--","--","--","--","--","--","--"
"Virginia : geothermal","thousand megawatthours","ELEC.GEN.GEO-VA-4.A","--","--","--","--","--","--","--"
"Virginia : biomass","thousand megawatthours","ELEC.GEN.BIO-VA-4.A",92,83,13,95,97,94,83
"Virginia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-VA-4.A","--","--","--","--","--","--","--"
"Virginia : other","thousand megawatthours","ELEC.GEN.OTH-VA-4.A",72,80,0,80,81,79,75
"Virginia : all solar",,"ELEC.GEN.TSN-VA-4.A",,,,,,,
"Virginia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-VA-4.A","--","--","--","--","--","--","--"
"Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-VA-4.A","--","--","--","--","--","--","--"
"West Virginia",,"ELEC.GEN..A",,,,,,,
"West Virginia : all fuels (utility-scale)",,"ELEC.GEN.ALL-WV-4.A",,,,,,,
"West Virginia : coal","thousand megawatthours","ELEC.GEN.COW-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : natural gas","thousand megawatthours","ELEC.GEN.NG-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : other gases","thousand megawatthours","ELEC.GEN.OOG-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : nuclear","thousand megawatthours","ELEC.GEN.NUC-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : other renewables",,"ELEC.GEN.AOR-WV-4.A",,,,,,,
"West Virginia : wind","thousand megawatthours","ELEC.GEN.WND-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : geothermal","thousand megawatthours","ELEC.GEN.GEO-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : biomass","thousand megawatthours","ELEC.GEN.BIO-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : other","thousand megawatthours","ELEC.GEN.OTH-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : all solar",,"ELEC.GEN.TSN-WV-4.A",,,,,,,
"West Virginia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WV-4.A","--","--","--","--","--","--","--"
"West Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WV-4.A","--","--","--","--","--","--","--"
"East South Central",,"ELEC.GEN..A",,,,,,,
"Alabama",,"ELEC.GEN..A",,,,,,,
"Alabama : all fuels (utility-scale)",,"ELEC.GEN.ALL-AL-4.A",,,,,,,
"Alabama : coal","thousand megawatthours","ELEC.GEN.COW-AL-4.A","--","--","--","--","--","--","--"
"Alabama : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AL-4.A","--","--","--","--","--","--","--"
"Alabama : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AL-4.A","--","--","--","--","--","--","--"
"Alabama : natural gas","thousand megawatthours","ELEC.GEN.NG-AL-4.A","--","--","--","--","--","--","--"
"Alabama : other gases","thousand megawatthours","ELEC.GEN.OOG-AL-4.A","--","--","--","--","--","--","--"
"Alabama : nuclear","thousand megawatthours","ELEC.GEN.NUC-AL-4.A","--","--","--","--","--","--","--"
"Alabama : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AL-4.A","--","--","--","--","--","--","--"
"Alabama : other renewables",,"ELEC.GEN.AOR-AL-4.A",,,,,,,
"Alabama : wind","thousand megawatthours","ELEC.GEN.WND-AL-4.A","--","--","--","--","--","--","--"
"Alabama : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AL-4.A","--","--","--","--","--","--","--"
"Alabama : geothermal","thousand megawatthours","ELEC.GEN.GEO-AL-4.A","--","--","--","--","--","--","--"
"Alabama : biomass","thousand megawatthours","ELEC.GEN.BIO-AL-4.A","--","--","--","--","--","--","--"
"Alabama : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AL-4.A","--","--","--","--","--","--","--"
"Alabama : other","thousand megawatthours","ELEC.GEN.OTH-AL-4.A","--","--","--","--","--","--","--"
"Alabama : all solar",,"ELEC.GEN.TSN-AL-4.A",,,,,,,
"Alabama : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AL-4.A","--","--","--","--","--","--","--"
"Alabama : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AL-4.A","--","--","--","--","--","--","--"
"Kentucky",,"ELEC.GEN..A",,,,,,,
"Kentucky : all fuels (utility-scale)",,"ELEC.GEN.ALL-KY-4.A",,,,,,,
"Kentucky : coal","thousand megawatthours","ELEC.GEN.COW-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : petroleum coke","thousand megawatthours","ELEC.GEN.PC-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : natural gas","thousand megawatthours","ELEC.GEN.NG-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : other gases","thousand megawatthours","ELEC.GEN.OOG-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : nuclear","thousand megawatthours","ELEC.GEN.NUC-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : other renewables",,"ELEC.GEN.AOR-KY-4.A",,,,,,,
"Kentucky : wind","thousand megawatthours","ELEC.GEN.WND-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : geothermal","thousand megawatthours","ELEC.GEN.GEO-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : biomass","thousand megawatthours","ELEC.GEN.BIO-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : other","thousand megawatthours","ELEC.GEN.OTH-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : all solar",,"ELEC.GEN.TSN-KY-4.A",,,,,,,
"Kentucky : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-KY-4.A","--","--","--","--","--","--","--"
"Kentucky : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KY-4.A","--","--","--","--","--","--","--"
"Mississippi",,"ELEC.GEN..A",,,,,,,
"Mississippi : all fuels (utility-scale)",,"ELEC.GEN.ALL-MS-4.A",,,,,,,
"Mississippi : coal","thousand megawatthours","ELEC.GEN.COW-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : natural gas","thousand megawatthours","ELEC.GEN.NG-MS-4.A","--",0,0,0,"--","--","--"
"Mississippi : other gases","thousand megawatthours","ELEC.GEN.OOG-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : nuclear","thousand megawatthours","ELEC.GEN.NUC-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : other renewables",,"ELEC.GEN.AOR-MS-4.A",,,,,,,
"Mississippi : wind","thousand megawatthours","ELEC.GEN.WND-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : geothermal","thousand megawatthours","ELEC.GEN.GEO-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : biomass","thousand megawatthours","ELEC.GEN.BIO-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : other","thousand megawatthours","ELEC.GEN.OTH-MS-4.A","--",0,0,0,"--","--","--"
"Mississippi : all solar",,"ELEC.GEN.TSN-MS-4.A",,,,,,,
"Mississippi : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MS-4.A","--","--","--","--","--","--","--"
"Mississippi : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MS-4.A","--","--","--","--","--","--","--"
"Tennessee",,"ELEC.GEN..A",,,,,,,
"Tennessee : all fuels (utility-scale)",,"ELEC.GEN.ALL-TN-4.A",,,,,,,
"Tennessee : coal","thousand megawatthours","ELEC.GEN.COW-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : petroleum coke","thousand megawatthours","ELEC.GEN.PC-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : natural gas","thousand megawatthours","ELEC.GEN.NG-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : other gases","thousand megawatthours","ELEC.GEN.OOG-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : nuclear","thousand megawatthours","ELEC.GEN.NUC-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : other renewables",,"ELEC.GEN.AOR-TN-4.A",,,,,,,
"Tennessee : wind","thousand megawatthours","ELEC.GEN.WND-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TN-4.A","--","--","NM",2,3,3,"NM"
"Tennessee : geothermal","thousand megawatthours","ELEC.GEN.GEO-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : biomass","thousand megawatthours","ELEC.GEN.BIO-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : other","thousand megawatthours","ELEC.GEN.OTH-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : all solar",,"ELEC.GEN.TSN-TN-4.A",,,,,,,
"Tennessee : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-TN-4.A","--","--","--","--","--","--","--"
"Tennessee : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TN-4.A","--","--","NM",2,3,3,"NM"
"West South Central",,"ELEC.GEN..A",,,,,,,
"Arkansas",,"ELEC.GEN..A",,,,,,,
"Arkansas : all fuels (utility-scale)",,"ELEC.GEN.ALL-AR-4.A",,,,,,,
"Arkansas : coal","thousand megawatthours","ELEC.GEN.COW-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : natural gas","thousand megawatthours","ELEC.GEN.NG-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : other gases","thousand megawatthours","ELEC.GEN.OOG-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : nuclear","thousand megawatthours","ELEC.GEN.NUC-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : other renewables",,"ELEC.GEN.AOR-AR-4.A",,,,,,,
"Arkansas : wind","thousand megawatthours","ELEC.GEN.WND-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : geothermal","thousand megawatthours","ELEC.GEN.GEO-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : biomass","thousand megawatthours","ELEC.GEN.BIO-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : other","thousand megawatthours","ELEC.GEN.OTH-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : all solar",,"ELEC.GEN.TSN-AR-4.A",,,,,,,
"Arkansas : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AR-4.A","--","--","--","--","--","--","--"
"Arkansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AR-4.A","--","--","--","--","--","--","--"
"Louisiana",,"ELEC.GEN..A",,,,,,,
"Louisiana : all fuels (utility-scale)",,"ELEC.GEN.ALL-LA-4.A",,,,,,,
"Louisiana : coal","thousand megawatthours","ELEC.GEN.COW-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : petroleum coke","thousand megawatthours","ELEC.GEN.PC-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : natural gas","thousand megawatthours","ELEC.GEN.NG-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : other gases","thousand megawatthours","ELEC.GEN.OOG-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : nuclear","thousand megawatthours","ELEC.GEN.NUC-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : other renewables",,"ELEC.GEN.AOR-LA-4.A",,,,,,,
"Louisiana : wind","thousand megawatthours","ELEC.GEN.WND-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : geothermal","thousand megawatthours","ELEC.GEN.GEO-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : biomass","thousand megawatthours","ELEC.GEN.BIO-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : other","thousand megawatthours","ELEC.GEN.OTH-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : all solar",,"ELEC.GEN.TSN-LA-4.A",,,,,,,
"Louisiana : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-LA-4.A","--","--","--","--","--","--","--"
"Louisiana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-LA-4.A","--","--","--","--","--","--","--"
"Oklahoma",,"ELEC.GEN..A",,,,,,,
"Oklahoma : all fuels (utility-scale)",,"ELEC.GEN.ALL-OK-4.A",,,,,,,
"Oklahoma : coal","thousand megawatthours","ELEC.GEN.COW-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : petroleum coke","thousand megawatthours","ELEC.GEN.PC-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : natural gas","thousand megawatthours","ELEC.GEN.NG-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : other gases","thousand megawatthours","ELEC.GEN.OOG-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : nuclear","thousand megawatthours","ELEC.GEN.NUC-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : other renewables",,"ELEC.GEN.AOR-OK-4.A",,,,,,,
"Oklahoma : wind","thousand megawatthours","ELEC.GEN.WND-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : geothermal","thousand megawatthours","ELEC.GEN.GEO-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : biomass","thousand megawatthours","ELEC.GEN.BIO-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : other","thousand megawatthours","ELEC.GEN.OTH-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : all solar",,"ELEC.GEN.TSN-OK-4.A",,,,,,,
"Oklahoma : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OK-4.A","--","--","--","--","--","--","--"
"Oklahoma : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OK-4.A","--","--","--","--","--","--","--"
"Texas",,"ELEC.GEN..A",,,,,,,
"Texas : all fuels (utility-scale)",,"ELEC.GEN.ALL-TX-4.A",,,,,,,
"Texas : coal","thousand megawatthours","ELEC.GEN.COW-TX-4.A","--","--","--","--","--","--","--"
"Texas : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-TX-4.A",0,0,0,0,0,0,"NM"
"Texas : petroleum coke","thousand megawatthours","ELEC.GEN.PC-TX-4.A","--","--","--","--","--","--","--"
"Texas : natural gas","thousand megawatthours","ELEC.GEN.NG-TX-4.A",0,0,0,1,"NM",0,"NM"
"Texas : other gases","thousand megawatthours","ELEC.GEN.OOG-TX-4.A","--","--","--","--","--","--","--"
"Texas : nuclear","thousand megawatthours","ELEC.GEN.NUC-TX-4.A","--","--","--","--","--","--","--"
"Texas : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-TX-4.A","--","--","--","--","--","--","--"
"Texas : other renewables",,"ELEC.GEN.AOR-TX-4.A",,,,,,,
"Texas : wind","thousand megawatthours","ELEC.GEN.WND-TX-4.A","--","--","--","--",24,31,42
"Texas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TX-4.A","--","--",1,2,2,2,"NM"
"Texas : geothermal","thousand megawatthours","ELEC.GEN.GEO-TX-4.A","--","--","--","--","--","--","--"
"Texas : biomass","thousand megawatthours","ELEC.GEN.BIO-TX-4.A",39,38,35,34,37,33,36
"Texas : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-TX-4.A","--","--","--","--","--","--","--"
"Texas : other","thousand megawatthours","ELEC.GEN.OTH-TX-4.A","--","--","--","--","--","--","--"
"Texas : all solar",,"ELEC.GEN.TSN-TX-4.A",,,,,,,
"Texas : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-TX-4.A","--","--","--","--","--","--","--"
"Texas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TX-4.A","--","--",1,2,2,2,"NM"
"Mountain",,"ELEC.GEN..A",,,,,,,
"Arizona",,"ELEC.GEN..A",,,,,,,
"Arizona : all fuels (utility-scale)",,"ELEC.GEN.ALL-AZ-4.A",,,,,,,
"Arizona : coal","thousand megawatthours","ELEC.GEN.COW-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AZ-4.A",0,0,0,0,0,0,"NM"
"Arizona : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : natural gas","thousand megawatthours","ELEC.GEN.NG-AZ-4.A",0,0,0,0,0,0,"NM"
"Arizona : other gases","thousand megawatthours","ELEC.GEN.OOG-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : nuclear","thousand megawatthours","ELEC.GEN.NUC-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : other renewables",,"ELEC.GEN.AOR-AZ-4.A",,,,,,,
"Arizona : wind","thousand megawatthours","ELEC.GEN.WND-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AZ-4.A","--",2,4,20,24,22,21
"Arizona : geothermal","thousand megawatthours","ELEC.GEN.GEO-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : biomass","thousand megawatthours","ELEC.GEN.BIO-AZ-4.A","--","--","--",0,"--","--","--"
"Arizona : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : other","thousand megawatthours","ELEC.GEN.OTH-AZ-4.A","--","--","--","--","--","--","--"
"Arizona : all solar",,"ELEC.GEN.TSN-AZ-4.A",,,,,,,
"Arizona : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AZ-4.A","--","--","--","--","--","--","--"
