# File: GCAMFAOSTAT_PFertilizer.csv
# Title: FAO phosphate fertilizer production and consumption by country_year
# Units: tonnes P2O5
# Description:  Queried data are preprocessed for consistency with outputs of gcamfaostat
# Data source: FAOSTAT
# Date of CSV last update: 2026-07-23
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
97,Hungary,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,217015,250943,266177,322174,361721,429340,370861,404911,409596,430336,390178,398925,391855,410391,430972,335860,355010,332363,322114,316000,127000,24200,21000,24400,28600,55993,74700,73511,37600,48600,45000,63000,62000,67000,75000,61000,75000,87000,61113,40438,41094,50300,58941,76147,82422,80306,94676,118216,117154,114439,112126,115732,63897
97,Hungary,3103,Nutrient phosphate P2O5 (total),5510,Production,t,167219,174355,180816,189938,198509,206010,207900,196300,238800,224700,216000,233600,223500,233300,220400,192400,223100,244000,230400,217000,127300,40900,5415,15800,13200,26000,28500,26500,20000,25000,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19976,22813,14277
98,Croatia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,50000,47500,50000,41000,48200,56000,38000,43800,49000,38300,39876,63829,48844,76410,82036,77708,90606,44360,102253,98478,32820,28680,38649,29544,13241,34104,35647,34424,35210,34412,32415
98,Croatia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,118800,78991,87247,89958,86800,90000,96000,118000,99100,55000,50000,70009,69842,111741,123053,128343,119563,54632,68298,84977,70856,37007,27179,50694.95,50760.45,56317.35,56194.45,42172.05,37340.3,28468,14242
99,Iceland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,6453,7278,7190,7567,7261,7774,7974,8126,8517,8489,8128,8330,9000,8222,7487,6991,6778,6518,5889,5232,5903,6292,5276,6000,4998,6000,3500,4100,4200,4200,4000,5472,4736,3394,5004,4429,5418,5982,5459,4299,5617,6110,7033,6822,8886,3714,6842,2046,2045,1482,1668,1802,1558
99,Iceland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,India,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,541300,558200,581300,649700,471500,466800,640700,876500,1120000,1168400,1230600,1339700,1200900,1371600,1819700,2061300,2220800,1761200,2577600,2991700,3124500,3321213,2843774,2669300,2931700,2897533,2978978,3913600,4112200,4796250,4214600,4365119,4029134,4131912,4633145,5209967,5550200,5518072,6051820,7249010,8195773,8409634,6653400,5633500,6098900,6978800,6705400,6854100,6967900,7464800,8977900,7828500,7921500
100,India,3103,Nutrient phosphate P2O5 (total),5510,Production,t,228100,290300,330300,324500,331200,319700,484300,679800,792000,780600,858500,967100,1002060,1083678,1336900,1448682,1682376,1689600,2304841,1818548,2076902,2584268,2340236,1897623,2530408,2615708,2595592,3079504,3194124,3447700,3748618,3858100,3802117,3541900,3945642,4092561,3251948,2704779,2390806,3215435,4303880,4380901,3847045,3965700,4118900,4425800,4552700,4724400,4590500,4790700,4737200,4711700,5009500
101,Indonesia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,31980,26072,73278,93400,121000,122200,111400,111800,137900,151104,230994,320396,430100,387800,440900,481900,540800,547600,605600,588100,580900,577700,593000,539700,518000,385200,331900,280000,361800,324000,263100,284828,254669,526620,318134,327794,354076,358040,358040,507286,499220,579015,1353317,1009189,1270942,1436736,1326501,1634953,1527440,758105,665836,636235,582143
101,Indonesia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,55206,219757,257209,265598,366900,469400,463200,513774,554418,552200,551100,588800,500300,437000,542300,541000,325200,355000,282900,235200,299752,193300,237097,254669,526620,318134,345063,307735,349787,355103,543248,507010,490864,621815,617420.27,591648.38,579689.39,628594.77,713303.81,681259.86,611117.28,616195.17,522149.25,575938.83
102,Iran (Islamic Republic of),3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,29294,69300,75824,133341,141405,142500,145190,167100,133690,181390,310040,281980,398840,427282,432472,434581,373701,412349,492661,545600,587000,490000,487600,321100,368000,379000,374100,340028,330000,361200,412733,313648,342416,382961,423506,464051,572636,392759,384669,339435,404094,144967,89330,204037,248441,97966,97966,118568,109916,109916,109916,109916,109916
102,Iran (Islamic Republic of),3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,36700,62400,89070,82800,83260,108991,91439,67896,46000,30400,2600,6969,3882,0,0,0,6440,1800,49800,80500,161000,184500,108700,110000,82500,136100,93300,113600,100300,136180,151752,193524.52,198834.7,207645.35,229722.38,273572.7,0,121598.25,9264.74,5710.61,0,25374.42,15380.63,93075.21,24206.48,86304.13,0,0,0,0,0,0
103,Iraq,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,4000,5777,6720,7269,6052,7000,8000,8300,13000,25800,23300,13100,15000,31000,41000,54600,61100,65600,71600,75100,75000,39700,80000,111000,141000,108400,103900,111600,132100,132700,117200,135800,126700,68800,6918,62507,55000,59540,63640,46371,24380,24380,51909,67168,13436,11611,37671,65444,95928,73807,77280,77280,77280
103,Iraq,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,5000,166000,203000,299000,303000,316000,407000,331500,207000,30000,80000,90000,90000,90000,90000,90000,90000,90000,90000,132500,119600,30000,20000,24450,15900,18140,22240,0,0,0,2300,27140,4095,2138.4,2755.44,2755.44,2755.44,0,0,0,0
104,Ireland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,182500,178250,210200,193100,115900,134540,149400,174900,184100,155700,144700,141600,145200,151700,151300,133200,149600,142700,148500,145500,138500,138300,137000,137000,141000,141000,128000,113000,116000,115000,96000,97000,100419,97970,88570,85279,74292,60392,46367,67242,65949,62846,84768,81555,35584,36551,37075,41893,46387,42672,44259,46068,34240
104,Ireland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,114000,118000,136200,154800,90500,89100,78600,95200,49700,41600,44000,37300,13600,15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Israel,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,14490,15855,15870,15035,16855,19440,19009,19900,24240,20805,16996,16610,17900,18100,19500,18300,17300,18000,22000,21000,21000,20000,21500,22000,22000,22000,19000,23000,23000,15000,15000,10700,11600,11900,12700,11800,12200,11300,10100,6200,6200,5200,8700,7700,5900,5700,5800,5800,6100,6505,5628,5354,5824
105,Israel,3103,Nutrient phosphate P2O5 (total),5510,Production,t,16315,18750,17610,17210,19015,32790,35770,46785,29550,35835,41356,38405,58000,96300,119000,127800,120000,160000,147000,181000,200000,185000,210000,190000,190000,216000,222000,244000,250000,272300,300000,249100,283052.47,316488.9,350511.88,352616.92,427780.19,412328.77,451268.78,250692.92,404478.27,381879.21,378731.4,449324.76,386592.18,400880.33,404003.94,378524.36,398180.47,387138.16,347023.63,398512.94,461805.45
106,Italy,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,518418,574535,583214,472221,368469,489642,483016,650800,811893,831050,747975,705750,656552,682278,693987,692166,667384,785683,715459,607927,644660,661970,613000,592000,582000,542000,575000,501000,508000,514000,504000,369621,316143,316121,317931,285251,270991,280368,199180,171478,180254,199421,167000,171260,168715,169305,162260,164795,163786,175991,224973,100310,97634
106,Italy,3103,Nutrient phosphate P2O5 (total),5510,Production,t,509933,504043,500049,441600,409689,269790,382560,497830,392375,523772,446923,395074,475818,452516,427173,405535,359785,450247,518000,435000,325000,388740,166000,167000,282000,216000,198000,170000,153000,158000,116000,49000,115524,50000,50000,0,68731.6,79172,121709.4,82461,122429.8,135138.6,124708,164052.6,151538.6,144487.8,123876.4,93096.8,93096.8,169538,218523,247179,161680
107,Cote dIvoire,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,2500,3222,4029,4175,4471,5600,6300,9300,7100,8400,9900,8800,7300,6500,8500,7300,7000,6100,8000,11000,8200,8500,9000,14000,16000,16000,15000,25000,25000,14400,11100,22700,27283,32818,8450,10746,22312,15809,4740,6798,22537,9192,18637,36487,35336,42658,53844,43583,26568,63768,50042,48110,18100
107,Cote dIvoire,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,3400,4777,6440,7447,1500,800,1500,2000,3000,2700,2700,3300,2000,3100,2600,2700,900,1500,2500,1500,2500,2700,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Kazakhstan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,315000,231000,50000,25000,57900,35000,200,2100,4900,5500,10700,14100,13900,16900,13400,20500,14400,26100,14786,35530,20784,25626,32355,33111,31545,50330,38294,29425,88064,47700,39700
108,Kazakhstan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,400000,282000,70000,129000,125000,74000,10000,27200,5200,21095,78000,112476,120013,117532,93377,76616,117791,118000,7458,12093,13074,71585,87960,93170,92690,169303,140739,192804,195729,72079.65,67090.17
109,Jamaica,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3018,3481,3500,3600,6900,4500,1300,4300,2118,1922,2999,2910,3096,2048,5300,2000,2000,4800,4869,4100,3600,3800,4100,5400,5400,5000,5300,5952,5237,5046,5200,4905,4178,4916,6201,4655,1827,23,103,2245,2300,3509,3722,3009,2917,943,2497,1634,4464,2930,2665,2665,2121
109,Jamaica,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Japan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,655900,661400,729700,793000,692400,623300,737000,747000,775000,831000,690000,701000,721000,765000,770000,731000,753000,766000,726000,728000,690000,696000,699000,728000,703600,631400,610100,592500,561300,570400,583000,511000,482000,485700,470400,463400,468000,503700,338100,309900,398100,377700,353400,350000,358500,345200,335600,354600,338100,326400,322000,298700,273100
110,Japan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,665300,685300,728900,735800,769400,585300,625000,696000,707000,744000,648000,580000,625000,647000,641300,623300,577000,530700,490000,445000,429000,425000,393000,383000,336000,307000,278000,263000,248900,234100,215700,378200,312253,302141,316957,306082,289991,296828,236220,236254,255783,236640,229645,203316,193817,181407,196102,196020,194008,188895.45,183099.95,186794.27,170240.55
112,Jordan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,851,706,750,1250,2200,3100,3158,3500,3900,6200,7000,3347,6900,6500,6500,3180,1230,2806,9239,4500,6500,4500,4600,8000,8000,8000,11150,9075,4596,5000,4460,4800,10500,11000,3500,3500,3500,4000,5000,6000,6000,6000,6000,2152,671,1682,918,717,1617,727,463,1090,3347
112,Jordan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,1600,2800,6900,7700,7100,7300,10000,13300,14718,53544,138736,248860,234830,253460,278300,282900,277200,274160,235000,254600,278300,344800,335500,308660,279426,338857,336000,234000,277240,263120,231380,302680,302220,331410,342730,315360,294230,336270,364430,283360,275140,294350,270100,220000,301700,365100,311900,383400,383400,383400
113,Kyrgyzstan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,1700,1000,1000,1000,1000,1000,1064,1178,1400,0,205,1810,1684,2034,1652,2601,1747,1266,3204,1964,4093,5923,4967,444,2020,419,2195,4037,2770,8842,9455
113,Kyrgyzstan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Kenya,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,24400,25600,28388,28000,29400,20227,27262,21196,16497,10200,25900,40000,31000,41400,38757,44400,42900,50265,51900,48600,49700,54100,45800,52100,71000,40000,75800,69400,57100,84900,71245,62192,75461,90378,70165,93143,85245,99143,97673,94283,80341,105527,130712,155898,126875,97852,129610,160346,131272,150037,167235,152574,91238
114,Kenya,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Cambodia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1138,500,1100,1000,500,0,0,0,0,0,900,7500,3400,3200,600,0,0,0,0,0,2500,1500,1500,4500,4600,3000,2700,3000,4400,0,0,0,16638,14191,17040,26084,26756,25552,22998,30653,34896,38028,44012,40838,37153,32039,24590,41370,38065,53064,59863,67910,41133
115,Cambodia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Democratic Peoples Republic of Korea,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,87000,98000,105000,83000,124000,124800,127000,127000,127000,127000,127000,130000,130000,130000,132000,135000,137000,137000,147600,163200,158900,148500,130000,130000,20000,20000,20000,21000,26000,61000,52000,54000,20369,21057,30898,21253,327,19,336,88,119,182,232,2886,2639,1601,4578,7611,3636,11996,1626,11926,2
116,Democratic Peoples Republic of Korea,3103,Nutrient phosphate P2O5 (total),5510,Production,t,87000,98000,105000,81000,113000,115000,127000,127000,127000,127000,127000,130000,130000,130000,132000,135000,137000,137000,137000,137000,137000,137000,130000,130000,20000,20000,20000,20000,10000,32000,20000,20000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Republic of Korea,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,124354,158200,170945,196062,245554,236422,142145,210253,235617,215724,172500,137767,149000,171000,181200,197100,200100,213300,215100,241200,229600,231600,219100,226500,222000,227000,209000,223000,188000,178520,161730,153357,166900,163300,167200,162000,102300,129200,90000,141502,138432,135655,146006,142751,141529,138043,140980,140612,143624,144371,83489,84197,85716
117,Republic of Korea,3103,Nutrient phosphate P2O5 (total),5510,Production,t,139600,134900,159300,159300,166200,191300,214800,281800,389100,488614,494000,323700,447100,457500,487500,512000,494000,510300,503400,446800,515817,367500,421800,438000,447000,421000,409000,438000,421000,421547,421830,384869,352938,368684,377192,372918,368688,389661,350673,224140,284169,262656,245514,258299,277489,259248,258768,266424,270275,263778,260794,230178,246420
118,Kuwait,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1981,1261,0,861,605,673,741,783,1155,1754,2196,2238,1941,2598,2598,1481
118,Kuwait,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Latvia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,45000,2300,2300,4000,6000,8100,10700,10577,10217,13105,8205,9307,16619,14700,14500,15983,13955,11122,16150,16898,19807,24438,23370,24354,25447,25881,26294,26824,31241,32772,26068
119,Latvia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Lao Peoples Democratic Republic,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,73,100,100,100,100,0,0,0,15,37,0,0,77,29,0,600,0,100,100,100,300,842,219,1000,1000,3948,1300,2561,1450,3377,2421,5134,3542,828,1694,2749,3015,3081,2054,4287,4891,14668,13597,16661,23154,22863,17320,17320,19816,28667,28574,24418,14181
120,Lao Peoples Democratic Republic,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Lebanon,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,18000,11400,14900,23705,12400,5000,12000,8000,10000,23000,6000,8000,13700,13900,22700,11900,3500,6700,7000,10000,12000,15000,15900,14000,14000,15000,30000,32000,32000,32000,18400,19520,6398,10000,14000,18900,15600,15600,18100,15800,16100,16000,16000,9200,9900,6606,8782,7157,10662,6912,5900,5900,5900
121,Lebanon,3103,Nutrient phosphate P2O5 (total),5510,Production,t,38900,35200,42800,65000,127600,67500,30000,66000,62000,98000,103000,51000,9600,5000,13900,0,0,0,20000,15000,34000,40000,65000,64400,89000,81000,95000,115000,134000,85000,73400,79400,77000,73000,105000,106000,110000,125000,120000,75000,115000,116000,96000,80000,90000,100000,58000,78700,96200,79000,43800,43800,43800
122,Lesotho,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,349,1035,597,763,666,1200,1000,1700,4000,4000,4000,4000,4000,4000,4000,3100,3500,3500,4000,4000,4000,4000,4000,4000,2000,2000,2000,2000,2100,1885,2426,3405,786,512,550,983,616,836,232,257,127,50,80,148,104,73,314,1008,1874,257,470,355,251
122,Lesotho,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Liberia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,500,500,974,750,800,500,1200,954,1265,631,737,2400,400,1200,100,172,430,300,100,200,100,0,0,0,0,0,0,0,0,0,0,0,592,708,504,584,1064,658,561,780,1181,698,1306,1079,1065,1386,1701,2149,1918,1792,2093,1764,1393
123,Liberia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Libya,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,7487,9000,8500,6000,10200,19400,26600,29600,21600,36200,33566,43911,49080,53262,44314,39100,46270,62890,54200,47000,41000,47500,59000,71300,44500,55000,40400,40900,27000,34700,18000,47000,31356,11219,20523,19734,22513,18644,16389,24581,32689,49000,49300,30283,20856,12000,10688,18777,12610,15518,16878,10268,12915
124,Libya,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Lithuania,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,18000,17000,14000,30000,10000,18200,18400,20000,20000,20000,30000,31000,32000,32000,39000,39000,22000,33000,35000,36000,39000,41604,44475,46244,50884,53762,51361,52587,54513,55220,38124
126,Lithuania,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,50000,40000,69000,120000,146100,192800,230500,299600,298000,174800,343693,381895,392679,400141,411136,437012,405152,426874,420849,397279,365603,377052,378023.72,377638.64,372006.93,382569.84,348442.01,328899.9,341686.43,294076.87,97747.68
127,Marshall Islands,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Madagascar,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3500,2573,3217,1956,620,1501,825,888,1495,1000,2000,1400,3000,3500,1000,1400,2160,1466,3506,1043,2538,2330,1636,1574,2659,2688,4631,2996,2734,2268,2961,2838,1759,946,1885,4568,2068,2549,2371,1637,2040,1686,2260,2227,3994,2666,4312,3937,4642,5984,6842,5399,3150
129,Madagascar,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Malawi,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1390,2868,1912,2585,1242,633,3244,5337,5313,4969,6232,4854,5200,12552,16000,8239,8240,10748,17307,18000,13000,16000,14000,21000,7223,10317,14300,12600,11900,16600,11416,5396,18022,20662,23747,19676,24016,25369,12489,20614,17680,13969,20497,25543,11677,26746,14407,24073,19153,20109,32127,35118,19554
130,Malawi,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Malaysia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,50906,45435,52176,65961,54361,56755,67742,71000,90500,101100,118800,98600,110800,123000,131000,118400,154800,149000,150000,158300,153700,166200,160000,170000,170300,206000,230000,238000,233000,230800,199687,158800,176800,190000,191600,200400,231300,256000,177000,230000,209130,157075,165447,192955,186148,157968,168865,190889,172948,122917,154410,179573,157843
131,Malaysia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,26000,26000,24900,27000,35000,26600,30000,30000,24000,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Maldives,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,25,118,6,3,125,120,42,111,250,28,3,13,59,22,24,58,92,49
132,Maldives,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Mali,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,2500,4200,4059,3834,4091,400,4200,4300,3525,4191,4446,2814,3047,3674,15041,4999,3738,3837,3400,9100,6000,5500,13600,10000,6000,8000,8700,12000,15800,16100,13569,14000,18952,16883,16959,16568,19200,15482,6982,17918,28853,6103,0,12483,28278,44074,59869,35062,35062,47266,30288,13629,6739
133,Mali,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Malta,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,37,13,23,0,0,18,18,34,60,44,326,55,91,196,300,107,65,43,43,28,35,0,0,0,0,0,0,0,170,131,150,200,156,168,263,129,118,137,121,6,71,131,63,71,65,87,128,126,92,109,408,408,88
134,Malta,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Martinique,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3000,3500,3600,3900,4000,3507,5071,4404,3417,2636,3411,2727,555,75,1800,2100,3000,4000,4192,4500,5200,2700,2245,2000,1000,1000,600,1000,4400,600,1100,2900,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Mauritania,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,300,0,0,33,68,50,0,0,50,700,700,0,100,0,100,100,100,100,600,600,400,650,1125,625,0,0,0,200,0,0,0,0,437,534,377,437,796,492,409,552,823,455,846,699,690,911,1118,1412,1260,1178,1375,1159,915
136,Mauritania,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Mauritius,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3510,2921,4343,3319,3505,921,2300,2510,3025,2900,3000,2855,3082,3241,3413,3510,3687,4457,4202,4700,3765,3900,3600,4000,3200,5100,8000,7000,6000,5700,6100,4100,4011,4094,4022,5829,3392,2275,5965,2751,2316,2307,3509,3287,4124,3126,4303,4448,2435,2549,2220,3206,1150
137,Mauritius,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Mexico,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,111029,152728,158608,180122,237221,277440,235904,218032,258669,247800,255328,384167,408100,330500,382200,413100,396800,428400,394900,354300,373800,379900,298000,317000,375500,182000,309000,257000,295000,306000,315000,321300,320800,323500,375800,380700,360944,283000,180000,276800,303500,281000,300000,332200,406601,462606,502768,423364,506300,578027,375422,633256,372652
138,Mexico,3103,Nutrient phosphate P2O5 (total),5510,Production,t,173033,200032,209223,239486,253324,257018,251195,282053,226952,226583,201002,236432,250321,266493,242552,267700,240000,368440,374800,447500,383300,488400,383000,322100,373000,423000,434000,462800,479400,515900,434900,327200,115237,102137,144187,79555,56243,98168,108123,201572,548362,547763,493719,491100,470000,462100,539200,482500,505300,439400,427800,427800,152093.2
141,Mongolia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1500,1100,2400,3900,1700,2400,2600,2400,2700,3700,2500,3600,3900,3500,3300,3100,3400,3500,3200,3500,3700,4000,3500,500,0,0,0,1000,0,0,0,0,0,0,0,0,1,0,18,15,31,19,0,8,130,1778,1580,634,850,0,0,303,0
