# File: GCAMFAOSTAT_PFertilizer.csv
# Title: FAO phosphate fertilizer production and consumption by country_year
# Units: tonnes P2O5
# Description:  Queried data are preprocessed for consistency with outputs of gcamfaostat
# Data source: FAOSTAT
# Date of CSV last update: 2026-07-23
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
195,Senegal,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,2710,3710,5913,7820,16000,18300,16400,17031,13700,13000,7600,8000,9500,2000,5000,5700,5700,5900,7000,3160,3500,5100,6000,6000,10000,8000,9600,10800,11000,15400,11000,7000,9296,10525,11449,11643,3300,3392,4119,3766,2722,545,8560,10680,10120,15120,16034,38612,11958,7942,16803,7367,3565
195,Senegal,3103,Nutrient phosphate P2O5 (total),5510,Production,t,17314,18550,21975,20400,23300,20000,21000,20213,28400,28000,25000,25000,16100,15600,29500,37400,30000,35000,34000,27450,50040,46400,33000,38000,35200,39500,35400,55000,67500,45000,32400,32700,28800,26800,29000,29100,2300,13100,4400,0,0,4600,2000,0,0,10600,13284.8,58334.9,40519.56,7366.9,7366.9,7366.9,7366.9
196,Seychelles,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,0,1,4,10,0,0,9,11,5,5,20,12,3,34,12,22,12,35,16,16,21
196,Seychelles,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Sierra Leone,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1212,435,513,1128,495,1326,525,491,431,1086,678,1329,84,396,400,1400,1300,200,150,405,400,200,400,1000,1000,1000,1000,1000,100,30,50,100,999,140,126,131,93,221,146,276,286,228,533,669,29,0,775,2160,870,872,872,872,872
197,Sierra Leone,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Slovenia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,15549,15731,18000,17000,17500,17534,18785,19751,18375,16685,14949,15029,14292,13152,12987,12664,11887,7354,9801,9111,8891,8900,9141,9435,9161,9133,9132,8104,8402,7288,5489
198,Slovenia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,59,24,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Slovakia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,16472,16600,16800,20900,17800,20500,13114,19226,19227,17747,16229,18053,16850,20055,18396,14732,13153,15136,19167,20519,20519,22716,21588,24297,23208,25672,26091,27412,29857,23887
199,Slovakia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,18000,12000,36600,36700,16000,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Singapore,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,202,146,165,113,860,737,700,500,19,17,15,13,15,18,12,13,14,14,19,18,18,18,17,20,17,13,13,13,12
200,Singapore,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,South Africa,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,281000,305800,326900,337800,359200,359932,366361,389979,406910,438239,458294,547081,503900,387600,413300,362100,332700,274300,308700,280800,270500,258400,243400,301180,247000,240000,255900,225000,218000,227300,187000,235500,224879,200754,227907,159486,203780,192510,185021,181000,172000,186000,190000,268000,264000,263100,235000,268000,316809,325396,287104,348758,321449
202,South Africa,3103,Nutrient phosphate P2O5 (total),5510,Production,t,333500,334400,353300,348700,386200,392400,394300,403000,424800,444200,480000,510000,465500,420000,500000,445000,370000,330000,404000,375000,380000,339000,340000,351200,328200,373200,397700,378400,378800,391200,267900,249200,282700,286600,205300,174200,150500,199900,197300,186000,182000,190000,261100,194000,230900,174000,208200,196300,226800,186200,188600,188600,188600
203,Spain,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,432000,466000,472244,518568,512764,422215,556728,375807,460821,482353,476136,340320,422396,398389,436133,461738,493500,537300,542186,559437,534163,501655,423177,496390,520900,509900,581000,589000,655000,642963,568100,603800,605224,614385,588850,513454,452461,554382,271578,264211,336700,362700,376590,432904,398580,411763,414974,436452,425960,479846,486673,392033,242115
203,Spain,3103,Nutrient phosphate P2O5 (total),5510,Production,t,487000,554000,576000,615000,606464,456200,592200,478900,493100,478000,497300,371579,449234,409829,463934,480696,429085,451100,418954,368174,292990,270555,296271,365200,421900,413300,333000,486000,530000,459000,439900,433400,382414,374933,354090,331152,310174,362369,292088,104324,299467,262606,269712,257090,190587,213801,205989,211302,203567,222078,240683,310292.4,221730.52
206,Sudan (former),3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,116,74,63,145,0,100,0,0,203,64,300,550,495,700,1850,1400,200,900,1800,2400,15600,16300,15000,9000,19000,20000,18600,8400,11500,12100,7300,11500,2947,5600,8400,10300,2910,2910,11650,69150,69150,69150,,,,,,,,,,,
206,Sudan (former),3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
207,Suriname,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,110,314,300,539,698,100,656,200,200,200,200,300,300,1266,445,1958,1987,1758,158,195,200,200,100,100,100,100,100,100,800,0,0,0,119,266,598,278,570,721,5660,837,922,1380,1790,2061,1757,1113,1093,1398,609,581,1037,933,863
207,Suriname,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Tajikistan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,56000,25000,25000,25000,25000,6500,8500,0,0,0,16162,9807,11115,10680,10891,989,177,1557,1021,485,406,2412,3968,1304,1640,5949,3307,6223,7234,3656,2548
208,Tajikistan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Eswatini,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1697,2397,2274,3567,1100,1500,3994,3183,4764,4099,6583,6583,3686,5000,2000,1856,2578,3306,3495,3495,2936,2500,2500,2300,2300,2494,1704,1800,1900,1900,1900,2500,2849,2271,2627,1855,2458,2324,2177,2170,2100,2343,2413,3405,3345,3395,2997,3418,4048,4150,3658,4421,4085
209,Eswatini,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Sweden,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,146196,153556,150034,160831,132270,141000,143972,140893,137732,129225,123035,121739,114823,111901,101295,85509,78863,76363,69600,66400,57802,46092,46399,50000,54000,49000,49945,49000,47000,43000,39042,37000,38300,38100,38500,35300,31700,31400,33500,8100,22387,24296,23741,27072,27677,28602,30029,32955,32721,29409,38110,51958,41158
210,Sweden,3103,Nutrient phosphate P2O5 (total),5510,Production,t,137288,165116,181357,175545,164372,144879,141883,145271,123452,128524,132234,119309,130000,140141,139942,112748,98961,120222,122148,85900,108045,72000,30000,26000,20000,18000,16000,15000,18000,9000,24000,24000,24000,24000,24000,24000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Switzerland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,48800,48800,48300,55000,41100,41300,45900,42700,46000,48000,46900,41700,43700,42800,43900,41800,39000,40400,40000,39400,38300,37000,32000,32000,27000,27000,26000,25000,25000,18000,12247,14677,15882,15747,16372,15828,16953,16862,15674,11687,16011,16353,12490,14957,14127,14529,14371,13618,14197,12355,13274,9659,6021
211,Switzerland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,6500,6500,6500,5000,3900,3600,3900,3700,3200,3300,3000,2800,2700,2300,2300,2000,1700,1600,2700,2400,2500,3070,2070,2000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Syrian Arab Republic,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,12880,17028,14914,7471,13436,21638,24962,30990,37368,44865,44089,50061,53527,63728,86570,85588,95487,101200,109273,91594,112875,120000,139000,138800,127900,99000,124011,124597,105076,111861,121400,96811,91510,101520,112530,121897,109639,109023,131201,86428,35050,95021,28992,37544,0,0,0,3410,4495,5933,4937,3222,7933
212,Syrian Arab Republic,3103,Nutrient phosphate P2O5 (total),5510,Production,t,500,500,747,306,0,0,0,0,0,0,0,26316,53820,71000,87940,86477,79019,78200,30005,14883,21278,25000,1800,0,0,28000,91680,84200,96500,66100,112700,69000,85100,107617,103629,127818,118448,94228,99062,64808,80960,102580,32660,17480,17480,0,0,0,0,0,0,0,0
213,Turkmenistan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,65000,31000,13000,16000,20000,5000,5000,5000,0,0,0,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5500,6000,32000,18000,19700,33900,33084,26719,20256,28344
213,Turkmenistan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,35000,35000,1400,2000,0,5000,5000,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,32000,18000,10000,31200,13957,13630,12297,16191
214,"China, Taiwan Province of",3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150699,155982,150822,143914,157172,151065,133596,128101,133339,129571,130974,133077,127638,123248,127888,118124,116944,109562,114874,102242,101899
214,"China, Taiwan Province of",3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49327,42125,42125,37112,37952,85693,121723,73958,92586.96,82466.04,78184.36,61628.96,55552.92,42461.68,42772.93,49918.28,41898.56,39675.92,20411.94,36581.5,31404.2
215,United Republic of Tanzania,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,4000,3500,4266,5800,11655,11300,11020,9115,10400,4500,9400,8500,2854,5167,10600,11616,12457,12547,11107,12100,10900,11318,10000,6800,6900,7000,7000,8300,5917,6234,5974,884,5281,6390,9725,16825,11552,8992,9264,14951,27349,28943,40172,27803,27079,33178,54641,46566,57189,29839,39475,22837,84016
215,United Republic of Tanzania,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,10400,10200,14663,14100,7096,10595,8900,4500,9400,11000,1954,4106,6300,5691,5227,2191,692,3100,1480,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540.41,9120.62,15249.32
216,Thailand,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,23544,43339,55900,51381,70407,62223,80300,90000,104400,106908,101600,116265,97100,141000,124200,124999,137200,147200,200833,188823,318337,272300,325700,430000,374000,453000,436000,423000,455000,415000,383800,422132,421588,544496,455919,314587,400286,451978,349568,244686,435003,422320,466775,568400,532981,452408,428379,425026,275350,251794,276801,296844,670628
216,Thailand,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43000,85000,70000,75000,80000,80000,51440,57150,57150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469226.5,563463.94,350303.66
217,Togo,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,172,229,156,203,1163,1159,1108,362,583,727,974,748,918,1004,2300,3400,3900,3601,4000,5000,5000,3662,3673,2998,3619,7788,4693,5400,5300,4200,5437,5000,3695,5756,1818,25,0,0,0,1440,5192,2429,5460,8574,3158,1166,9172,381,10255,1795,1795,936,5781
217,Togo,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Tonga,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,84,57,49,40,37,58,59,46,50,72,77,64,22
219,Tonga,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Trinidad and Tobago,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,600,246,465,295,393,298,267,300,800,1000,1200,647,800,3300,600,1268,700,1621,212,200,200,600,800,600,1000,1000,1000,1000,400,300,686,340,800,800,300,300,300,300,100,200,100,200,300,400,500,500,500,400,497,585,828,860,1010
220,Trinidad and Tobago,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Oman,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,86,100,100,81,191,197,245,423,368,250,934,563,608,1391,1088,1547,1491,1500,2000,800,900,900,968,734,829,1006,1651,1287,1425,1293,1413,1477,1236,1809,1664,1945,1437,1523,1586,2264,2347,3523,3447,3189,3125,3491,2912,2088
221,Oman,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Tunisia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,19300,16500,17800,18020,22703,25697,26900,23300,27700,29000,33800,49080,40200,41500,42600,50100,53100,49000,49900,45900,44200,45100,48100,42700,39000,35000,41000,40020,44528,43000,45000,40000,41000,45000,45500,45500,45000,46000,37000,48000,49000,50000,51000,52500,49800,58400,54900,45600,55300,59500,25400,71300,72900
222,Tunisia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,188595,197985,195552,195611,201791,148141,173459,246424,251474,297800,408200,473800,447000,530095,488166,567395,701535,726010,746852,761764,663559,643300,705600,649000,719300,741700,788000,673300,782000,870600,884600,892400,973100,1014700,999300,906200,886800,852300,995900,859400,997200,397900,527700,665500,501000,312300,457800,403300,277300,286392,280002,267119,279437
223,Turkiye,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,175950,194650,236900,280000,227003,388577,532751,552649,693095,589075,619000,489335,565433,617635,554765,476900,520199,585411,490239,599715,624815,619640,658084,786900,444347,579612,577999,592400,700200,628600,628639,470258,474244,545948,590148,601606,605316,517749,328791,633258,605668,489990,531980,622557,570236,584569,792490,754750,521058,667367,763639,633575,603558
223,Turkiye,3103,Nutrient phosphate P2O5 (total),5510,Production,t,60730,105600,124800,97000,225149,340832,356103,220146,268833,254787,563987,468881,518029,621470,580127,603800,587400,616300,641600,479741,537726,385764,527205,557000,344721,392102,424900,501800,491100,396600,327334,316092,311200,455450,396963,406244,365672,399987,352625,461905,531078,404739,382702,435441,487712,516038,492866,522848,468740,497642,761628,739836,582016
225,United Arab Emirates,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,50,27,63,100,100,400,469,800,635,970,970,786,500,800,360,1000,1600,1600,1200,1300,1300,4700,3400,4000,3300,3700,5000,5000,5000,5000,6170,6170,6170,6170,3910,3760,3760,3760,3760,3760,3760,4220,3576,4151,4595,4070,3200,3724,4063,3684,3684
225,United Arab Emirates,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Uganda,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,2000,2500,2000,2400,1300,660,430,500,300,0,100,100,0,0,100,0,126,374,12,55,100,300,100,400,400,200,200,200,939,1320,1737,1000,2126,2976,3298,2018,2172,2171,5493,4152,2811,2587,3536,4105,3357,5912,2401,3962,6142,6326,4030,4030,5137
226,Uganda,3103,Nutrient phosphate P2O5 (total),5510,Production,t,5900,5061,5000,4100,4000,850,4000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Tuvalu,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,5,5,6,6,6,5,4,4,3,4,3,4,5,4,4,2,1
227,Tuvalu,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,USSR,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3133000,3376000,3516000,3632000,4160000,4728000,4903000,5104000,5360000,5480000,5590000,5879000,6114000,6462000,6640000,7615000,8354000,8564000,8556000,8175000,7815000,6595000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,USSR,3103,Nutrient phosphate P2O5 (total),5510,Production,t,3534000,3703000,4896000,4007000,4538000,5165000,5226000,5586000,5811000,5930000,6023000,6343000,6560000,6882000,7108000,7831000,8477000,8725000,9069000,8903000,8961000,7686000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,United Kingdom of Great Britain and Northern Ireland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,557800,522300,484700,499400,383700,391000,408000,416000,425000,460000,404000,445000,464000,474000,469000,434000,456000,435000,425000,414000,380000,365000,354000,384000,405000,390000,416000,408000,345000,317000,279000,279000,283000,282000,278000,259000,235000,224000,215000,129000,184000,192000,188000,194000,201000,196000,197000,195000,188000,186000,174000,171000,110000
229,United Kingdom of Great Britain and Northern Ireland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,539000,472900,467200,438000,455700,467100,445000,433000,420600,472000,326000,346000,324200,326100,335000,280000,285000,200000,230000,179000,134000,76000,96000,92000,66000,88000,111000,190000,119000,44000,43000,50000,45000,43000,59000,53000,53000,53000,52500,24000,26000,28000,25000,27000,25000,26000,0,0,0,0,0,0,0
230,Ukraine,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,532000,262000,140000,130000,97000,104000,76000,62000,62000,61000,33129,77638,85683,101620,128850,168810,173490,133630,157420,195180,221450,237050,241120,223210,287010,363430,410347,367153,432663,450786,323975
230,Ukraine,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,591000,324000,270000,294000,326500,299600,231100,211400,77100,42300,19600,26900,87100,110900,131300,127400,126900,25300,77300,97000,106500,53200,86700,44200,47600,8400,42500,42500,2.2,0,0
231,United States of America,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,4274299,4390438,4532886,4620557,4303293,4480885,4961317,4816783,4900590,4990674,4929003,4592307,3998966,4169155,4313708,3964238,3697850,3701733,3739037,3858822,3863050,3820176,3944951,4070489,4049097,4069945,4153134,4185703,3985521,3888560,3882645,4065028,3892276,4376713,4207523,4062917,4147376,3852723,2846292,3775158,3896449,3945618,4261954,4258869,3870504,3944392,3948544,4009798,4031752,3946338,4048614,3796003,3672282
231,United States of America,3103,Nutrient phosphate P2O5 (total),5510,Production,t,5369000,5601000,5795000,6232000,6568000,6531000,7070400,7480000,8556000,9083000,9500000,7092000,7296000,8719000,9676000,7784000,8984000,9276000,9579000,9590000,10137000,11137000,10683000,10223000,11055000,10500000,10900000,9005161,9000907,8470326,7252309,8156949,7595800,7024700,6930800,6750500,6942200,6954200,5919300,5816600,6297200,6122800,6456300,6859200,6557800,6346000,6698300,6509200,5266800,5363000,5061700,5061700,5061700
233,Burkina Faso,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,200,443,489,98,400,400,2200,3145,4086,3290,1918,4390,4599,5987,4175,4460,5950,4809,3858,7916,7545,6800,8000,8000,5889,6662,6288,9927,17832,18500,15103,463,0,13417,14494,22147,18000,13354,13460,12742,7726,15274,16735,23080,21379,22526,30394,25222,22854,13654,27746,16210,27283
233,Burkina Faso,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,162,256,300,300,300,300,300,300,900,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Uruguay,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,49000,63300,56300,57400,50900,32400,52100,42300,39600,65500,56200,39700,36000,21000,30000,40500,38336,42000,35700,42300,41200,46500,45000,52000,35000,40000,102500,80400,65500,53487,56260,56747,57880,83328,96114,119216,109111,113355,93193,97996,112920,155390,153073,254174,184134,122149,140823,142424,152901,123347,122636,126624,100504
234,Uruguay,3103,Nutrient phosphate P2O5 (total),5510,Production,t,26988,43400,36300,52187,62400,34524,17400,23900,20391,41248,30100,20200,17000,6000,10000,14000,20531,29000,15500,8600,12000,17000,17000,17000,10000,5000,9300,9300,9300,9500,15000,12000,12000,17888,15996,26179,22389,12780,8640,9000,19800,11000,25000,23000,16400,15500,20400,15200,18500,18500,0,0,0
235,Uzbekistan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,260000,256000,123000,124000,150000,122100,141400,137000,116200,126300,145000,126000,128000,105000,145000,145206,146289,186879,185657,184435,185690,198579,218293,220405,225826,225826,145870,137859,149721,135532,53680
235,Uzbekistan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,340000,271500,129000,168200,194300,122100,141400,170900,116700,124600,145400,117700,134500,128500,128500,149200,148400,153500,135460,117420,130380,124840,125077.93,148421,142990,119090,140375,119447,111591,139925,43909
236,Venezuela (Bolivarian Republic of),3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,14963,18353,30421,29293,40993,41822,46779,53628,59080,71381,77595,45762,51900,46300,84100,126800,163100,202800,219996,155000,119000,115600,84000,76000,57000,67000,64000,61300,51400,52000,53000,55000,50000,50500,51000,58000,55000,78260,82350,61280,73120,90170,122053,124781,120907,125700,100400,92200,95700,4651,21344,8677,8677
236,Venezuela (Bolivarian Republic of),3103,Nutrient phosphate P2O5 (total),5510,Production,t,8122,6159,19060,20350,21160,25206,17000,18000,14000,2200,23400,13800,38900,39500,53700,78983,66449,70012,65000,50000,57200,69500,46000,42000,91600,73000,69500,43600,72800,66500,50500,60000,36000,36000,37000,35900,36900,50000,54800,53200,40250,41457.44,41860.96,23695.53,28762.67,34632.54,71700,56100,70000,70000,13800,0,0
237,Viet Nam,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,99100,133200,72365,74700,128500,100200,51600,126000,130000,30000,27576,28152,37980,39400,47500,91000,70700,68300,109000,97700,105700,146900,183500,165300,241600,322000,380200,386800,399800,456400,506000,506000,511765,607008,635939,753373,842089,915054,738605,934934,741023,693954,690157,853071,872510,755723,824152,873004,750302,750302,750302,750302,645547
237,Viet Nam,3103,Nutrient phosphate P2O5 (total),5510,Production,t,65000,96000,42000,41000,95000,100000,56300,126000,130000,30000,32800,28152,34536,38440,23780,59800,55100,55900,59100,55000,66000,98500,98600,114500,144400,163000,178800,194200,241900,390500,192000,215000,236655.28,264419.04,350243.54,447304,454332.34,501690.26,484981.22,458064.78,447792.52,472484.4,467862.32,465474,513923.04,344080,462150,486228.75,498576.29,510734.1,524640.3,547673.1,539458.05
238,Ethiopia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,46000,75900,88800,96500,77600,88962,88087,80980,71733,69977,28240,45604,59300,64483,119149,122253,127990,162062,161107,220310,110200,156795,196585,187525,173487,11938,73692,188702,208200,194170
238,Ethiopia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Samoa,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,19,31,45,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,13,8,11,16,13,5,5,2,8,1,0,30,8,22,20,9,16,16
244,Samoa,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Yugoslav SFR,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,182348,174637,203000,193460,165000,197000,188000,205000,220000,220000,209000,268000,233700,264000,281400,261000,274000,268274,261408,231229,196100,139000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Yugoslav SFR,3103,Nutrient phosphate P2O5 (total),5510,Production,t,232900,230300,231129,268454,252459,237000,213000,229100,217600,269000,302000,343000,310000,349100,354000,338500,382200,365000,365164,319317,253000,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
