Region,Technology,Fuel,2005Vintage,PHEV,Emission,2005,2010
R5,TLSSCONV10,GSL,no,no,N2O,0,0.732
R5,TLSSDSL10,DSL,no,no,N2O,0,0
R5,TLSSHEV10,Other,no,no,N2O,0,0.043
R5,TMCNGC,CNG,no,no,N2O,0,0
R5,TMCNGC10,CNG,no,no,N2O,0,0.007
R5,TMCNGE,CNG,yes,no,N2O,0.003,0.002
R5,TMDSLC,DSL,no,no,N2O,0,0
R5,TMDSLC10,DSL,no,no,N2O,0,0.006
R5,TMDSLE,DSL,yes,no,N2O,0.017,0.014
R5,TMGSLC,GSL,no,no,N2O,0,0
R5,TMGSLC10,GSL,no,no,N2O,0,0.052
R5,TMGSLE,GSL,yes,no,N2O,0.152,0.102
R5,TMLPGC,Other,no,no,N2O,0,0
R5,TMLPGC10,Other,no,no,N2O,0,0.002
R5,TMLPGE,Other,yes,no,N2O,0.003,0.002
R6,TBCNGC,CNG,no,no,N2O,0,0
R6,TBCNGE,CNG,yes,no,N2O,0.003,0.002
R6,TBDSLC,DSL,no,no,N2O,0,0
R6,TBDSLC10,DSL,no,no,N2O,0,0
R6,TBDSLE,DSL,yes,no,N2O,0.001,0.001
R6,TBGSLE,GSL,yes,no,N2O,0.001,0.001
R6,TCDSLC,DSL,no,no,N2O,0,0
R6,TCDSLE,DSL,yes,no,N2O,0.007,0.006
R6,TCE85C,E85,no,no,N2O,0,0
R6,TCGSLC,GSL,no,no,N2O,0,0
R6,TCGSLC10,GSL,no,no,N2O,0,0.038
R6,TCGSLE,GSL,yes,no,N2O,0.19,0.126
R6,THLB20C,B20,no,no,N2O,0,0
R6,THLDSLC,DSL,no,no,N2O,0,0
R6,THLDSLC10,DSL,no,no,N2O,0,0.004
R6,THLDSLE,DSL,yes,no,N2O,0.019,0.014
R6,THLLPGE,Other,yes,no,N2O,0,0
R6,THSDSLC,DSL,no,no,N2O,0,0
R6,THSDSLC10,DSL,no,no,N2O,0,0.004
R6,THSDSLE,DSL,yes,no,N2O,0.022,0.018
R6,THSGSLE,GSL,yes,no,N2O,0.007,0.004
R6,THSLPGE,Other,yes,no,N2O,0.001,0.001
R6,TLCCNG10,CNG,no,no,N2O,0,0
R6,TLCCONV10,GSL,no,no,N2O,0,0.098
R6,TLCDSL10,DSL,no,no,N2O,0,0
R6,TLCHEV10,Other,no,no,N2O,0,0.012
R6,TLECGSL,GSL,yes,no,N2O,1.483,0.64
R6,TLECNGX,CNG,yes,no,N2O,0.002,0.001
R6,TLEELC,Other,yes,no,N2O,0,0
R6,TLEETHX,ETH,yes,no,N2O,0.009,0.003
R6,TLEFDSL,DSL,yes,no,N2O,0.001,0
R6,TLEFGSL,GSL,yes,no,N2O,1.185,0.511
R6,TLELPGX,Other,yes,no,N2O,0.037,0.016
R6,TLELSGSL,GSL,yes,no,N2O,0.376,0.152
R6,TLEMCGSL,GSL,yes,no,N2O,0.088,0.038
R6,TLEMGSL,GSL,yes,no,N2O,0.634,0.255
R6,TLEPDSL,DSL,yes,no,N2O,0.001,0.001
R6,TLEPGSL,GSL,yes,no,N2O,1.955,0.785
R6,TLESSGSL,GSL,yes,no,N2O,0.445,0.179
R6,TLFCONV10,GSL,no,no,N2O,0,0.16
R6,TLFDSL10,DSL,no,no,N2O,0,0
R6,TLLSCONV10,GSL,no,no,N2O,0,0.157
R6,TLMCCONV10,GSL,no,no,N2O,0,0.01
R6,TLMCONV10,GSL,no,no,N2O,0,0.062
R6,TLMP20G10,Other,no,20-mi,N2O,0,0
R6,TLPCNG10,CNG,no,no,N2O,0,0.001
R6,TLPCONV10,GSL,no,no,N2O,0,0.106
R6,TLPDSL10,DSL,no,no,N2O,0,0.003
R6,TLPETHX10,ETH,no,no,N2O,0,0
R6,TLSSCONV10,GSL,no,no,N2O,0,0.18
R6,TLSSDSL10,DSL,no,no,N2O,0,0
R6,TLSSHEV10,Other,no,no,N2O,0,0.011
R6,TMCNGC,CNG,no,no,N2O,0,0
R6,TMCNGC10,CNG,no,no,N2O,0,0.002
R6,TMCNGE,CNG,yes,no,N2O,0.001,0.001
R6,TMDSLC,DSL,no,no,N2O,0,0
R6,TMDSLC10,DSL,no,no,N2O,0,0.002
R6,TMDSLE,DSL,yes,no,N2O,0.006,0.005
R6,TMGSLC,GSL,no,no,N2O,0,0
R6,TMGSLC10,GSL,no,no,N2O,0,0.017
R6,TMGSLE,GSL,yes,no,N2O,0.051,0.034
R6,TMLPGC,Other,no,no,N2O,0,0
R6,TMLPGC10,Other,no,no,N2O,0,0.001
R6,TMLPGE,Other,yes,no,N2O,0.001,0.001
R7,TBCNGC,CNG,no,no,N2O,0,0
R7,TBCNGE,CNG,yes,no,N2O,0.005,0.004
R7,TBDSLC,DSL,no,no,N2O,0,0
R7,TBDSLC10,DSL,no,no,N2O,0,0
R7,TBDSLE,DSL,yes,no,N2O,0.002,0.001
R7,TBGSLE,GSL,yes,no,N2O,0.002,0.002
R7,TCDSLC,DSL,no,no,N2O,0,0
R7,TCDSLE,DSL,yes,no,N2O,0.008,0.006
R7,TCE85C,E85,no,no,N2O,0,0
R7,TCGSLC,GSL,no,no,N2O,0,0
R7,TCGSLC10,GSL,no,no,N2O,0,0.046
R7,TCGSLE,GSL,yes,no,N2O,0.18,0.12
R7,THLB20C,B20,no,no,N2O,0,0
R7,THLDSLC,DSL,no,no,N2O,0,0
R7,THLDSLC10,DSL,no,no,N2O,0,0.003
R7,THLDSLE,DSL,yes,no,N2O,0.012,0.009
R7,THSCNGE,CNG,yes,no,N2O,0.001,0
R7,THSDSLC,DSL,no,no,N2O,0,0
R7,THSDSLC10,DSL,no,no,N2O,0,0.004
R7,THSDSLE,DSL,yes,no,N2O,0.021,0.017
R7,THSGSLE,GSL,yes,no,N2O,0.004,0.002
R7,THSLPGE,Other,yes,no,N2O,0.001,0.001
R7,TLCCNG10,CNG,no,no,N2O,0,0.001
R7,TLCCONV10,GSL,no,no,N2O,0,0.197
R7,TLCDSL10,DSL,no,no,N2O,0,0
R7,TLCHEV10,Other,no,no,N2O,0,0.025
R7,TLECGSL,GSL,yes,no,N2O,2.543,1.097
R7,TLECNGX,CNG,yes,no,N2O,0.008,0.004
R7,TLEELC,Other,yes,no,N2O,0,0
R7,TLEETHX,ETH,yes,no,N2O,0.007,0.002
R7,TLEFDSL,DSL,yes,no,N2O,0.001,0.001
R7,TLEFGSL,GSL,yes,no,N2O,2.032,0.877
R7,TLELPGX,Other,yes,no,N2O,0.064,0.028
R7,TLELSGSL,GSL,yes,no,N2O,0.773,0.312
R7,TLEMCGSL,GSL,yes,no,N2O,0.151,0.065
R7,TLEMGSL,GSL,yes,no,N2O,0.975,0.391
R7,TLEPDSL,DSL,yes,no,N2O,0.002,0.002
R7,TLEPGSL,GSL,yes,no,N2O,3.193,1.282
R7,TLESSGSL,GSL,yes,no,N2O,0.913,0.366
R7,TLFCONV10,GSL,no,no,N2O,0,0.324
R7,TLFDSL10,DSL,no,no,N2O,0,0
R7,TLLSCONV10,GSL,no,no,N2O,0,0.316
R7,TLMCCONV10,GSL,no,no,N2O,0,0.02
R7,TLMCNG10,CNG,no,no,N2O,0,0
R7,TLMCONV10,GSL,no,no,N2O,0,0.126
R7,TLMP20G10,Other,no,20-mi,N2O,0,0
R7,TLPCNG10,CNG,no,no,N2O,0,0.002
R7,TLPCONV10,GSL,no,no,N2O,0,0.218
R7,TLPDSL10,DSL,no,no,N2O,0,0.006
R7,TLSSCONV10,GSL,no,no,N2O,0,0.363
R7,TLSSDSL10,DSL,no,no,N2O,0,0
R7,TLSSHEV10,Other,no,no,N2O,0,0.021
R7,TMB20C,B20,no,no,N2O,0,0
R7,TMCNGC,CNG,no,no,N2O,0,0
R7,TMCNGC10,CNG,no,no,N2O,0,0.003
R7,TMCNGE,CNG,yes,no,N2O,0.001,0.001
R7,TMDSLC,DSL,no,no,N2O,0,0
R7,TMDSLC10,DSL,no,no,N2O,0,0.003
R7,TMDSLE,DSL,yes,no,N2O,0.007,0.006
R7,TMGSLC,GSL,no,no,N2O,0,0
R7,TMGSLC10,GSL,no,no,N2O,0,0.021
R7,TMGSLE,GSL,yes,no,N2O,0.063,0.042
R7,TMLPGC,Other,no,no,N2O,0,0
R7,TMLPGC10,Other,no,no,N2O,0,0.001
R7,TMLPGE,Other,yes,no,N2O,0.001,0.001
R8,TBCNGC,CNG,no,no,N2O,0,0
R8,TBCNGE,CNG,yes,no,N2O,0.003,0.002
R8,TBDSLC,DSL,no,no,N2O,0,0
R8,TBDSLC10,DSL,no,no,N2O,0,0
R8,TBDSLE,DSL,yes,no,N2O,0.001,0.001
R8,TBGSLE,GSL,yes,no,N2O,0.001,0.001
R8,TCDSLC,DSL,no,no,N2O,0,0
R8,TCDSLC10,DSL,no,no,N2O,0,0.002
R8,TCDSLE,DSL,yes,no,N2O,0.009,0.007
R8,TCE85C,E85,no,no,N2O,0,0
R8,TCGSLC,GSL,no,no,N2O,0,0
R8,TCGSLC10,GSL,no,no,N2O,0,0.014
R8,TCGSLE,GSL,yes,no,N2O,0.377,0.251
R8,THLB20C,B20,no,no,N2O,0,0
R8,THLDSLC,DSL,no,no,N2O,0,0
R8,THLDSLC10,DSL,no,no,N2O,0,0.005
R8,THLDSLE,DSL,yes,no,N2O,0.024,0.018
R8,THLLPGE,Other,yes,no,N2O,0,0
R8,THSCNGC,CNG,no,no,N2O,0,0
R8,THSCNGC10,CNG,no,no,N2O,0,0
R8,THSCNGE,CNG,yes,no,N2O,0,0
R8,THSDSLC,DSL,no,no,N2O,0,0
R8,THSDSLC10,DSL,no,no,N2O,0,0.006
R8,THSDSLE,DSL,yes,no,N2O,0.031,0.025
R8,THSGSLE,GSL,yes,no,N2O,0.009,0.006
R8,THSLPGE,Other,yes,no,N2O,0.002,0.001
R8,TLCCNG10,CNG,no,no,N2O,0,0
R8,TLCCONV10,GSL,no,no,N2O,0,0.123
R8,TLCDSL10,DSL,no,no,N2O,0,0
R8,TLCHEV10,Other,no,no,N2O,0,0.016
R8,TLECGSL,GSL,yes,no,N2O,1.436,0.62
R8,TLECNGX,CNG,yes,no,N2O,0.011,0.005
R8,TLEELC,Other,yes,no,N2O,0,0
R8,TLEETHX,ETH,yes,no,N2O,0.01,0.004
R8,TLEFDSL,DSL,yes,no,N2O,0,0
R8,TLEFGSL,GSL,yes,no,N2O,1.148,0.495
R8,TLELPGX,Other,yes,no,N2O,0.02,0.009
R8,TLELSGSL,GSL,yes,no,N2O,0.499,0.201
R8,TLEMCGSL,GSL,yes,no,N2O,0.085,0.037
R8,TLEMGSL,GSL,yes,no,N2O,0.63,0.253
R8,TLEPDSL,DSL,yes,no,N2O,0.001,0.001
R8,TLEPGSL,GSL,yes,no,N2O,1.599,0.642
R8,TLESSGSL,GSL,yes,no,N2O,0.587,0.236
R8,TLFCONV10,GSL,no,no,N2O,0,0.202
R8,TLFDSL10,DSL,no,no,N2O,0,0
R8,TLLSCONV10,GSL,no,no,N2O,0,0.198
R8,TLMCCONV10,GSL,no,no,N2O,0,0.012
R8,TLMCNG10,CNG,no,no,N2O,0,0
R8,TLMCONV10,GSL,no,no,N2O,0,0.079
R8,TLMP20G10,Other,no,20-mi,N2O,0,0
R8,TLPCNG10,CNG,no,no,N2O,0,0.001
R8,TLPCONV10,GSL,no,no,N2O,0,0.131
R8,TLPDSL10,DSL,no,no,N2O,0,0.004
R8,TLSSCONV10,GSL,no,no,N2O,0,0.226
R8,TLSSDSL10,DSL,no,no,N2O,0,0
R8,TLSSHEV10,Other,no,no,N2O,0,0.014
R8,TMCNGC,CNG,no,no,N2O,0,0
R8,TMCNGC10,CNG,no,no,N2O,0,0.005
R8,TMCNGE,CNG,yes,no,N2O,0.002,0.002
R8,TMDSLC,DSL,no,no,N2O,0,0
R8,TMDSLC10,DSL,no,no,N2O,0,0.004
R8,TMDSLE,DSL,yes,no,N2O,0.012,0.01
R8,TMGSLC,GSL,no,no,N2O,0,0
R8,TMGSLC10,GSL,no,no,N2O,0,0.036
R8,TMGSLE,GSL,yes,no,N2O,0.106,0.071
R8,TMLPGC,Other,no,no,N2O,0,0
R8,TMLPGC10,Other,no,no,N2O,0,0.001
R8,TMLPGE,Other,yes,no,N2O,0.002,0.001
R9,TBCNGC,CNG,no,no,N2O,0,0
R9,TBCNGE,CNG,yes,no,N2O,0.009,0.007
R9,TBDSLC,DSL,no,no,N2O,0,0
R9,TBDSLC10,DSL,no,no,N2O,0,0.001
R9,TBDSLE,DSL,yes,no,N2O,0.003,0.003
R9,TBGSLE,GSL,yes,no,N2O,0.004,0.003
R9,TCDSLC,DSL,no,no,N2O,0,0
R9,TCDSLC10,DSL,no,no,N2O,0,0.001
R9,TCDSLE,DSL,yes,no,N2O,0.01,0.008
R9,TCE85C,E85,no,no,N2O,0,0
R9,TCGSLC,GSL,no,no,N2O,0,0
R9,TCGSLC10,GSL,no,no,N2O,0,0.036
R9,TCGSLE,GSL,yes,no,N2O,0.308,0.205
R9,THLB20C,B20,no,no,N2O,0,0
R9,THLDSLC,DSL,no,no,N2O,0,0
R9,THLDSLC10,DSL,no,no,N2O,0,0.002
R9,THLDSLE,DSL,yes,no,N2O,0.01,0.007
R9,THSCNGE,CNG,yes,no,N2O,0.001,0
R9,THSDSLC,DSL,no,no,N2O,0,0
R9,THSDSLC10,DSL,no,no,N2O,0,0.004
R9,THSDSLE,DSL,yes,no,N2O,0.024,0.019
R9,THSGSLE,GSL,yes,no,N2O,0.005,0.003
R9,THSLPGE,Other,yes,no,N2O,0.001,0.001
R9,TLCCNG10,CNG,no,no,N2O,0,0.001
R9,TLCCONV10,GSL,no,no,N2O,0,0.262
R9,TLCDSL10,DSL,no,no,N2O,0,0
R9,TLCHEV10,Other,no,no,N2O,0,0.036
R9,TLECGSL,GSL,yes,no,N2O,3.508,1.514
R9,TLECNGX,CNG,yes,no,N2O,0.022,0.009
R9,TLEELC,Other,yes,no,N2O,0,0
R9,TLEETHX,ETH,yes,no,N2O,0.007,0.002
R9,TLEFDSL,DSL,yes,no,N2O,0.001,0.001
R9,TLEFGSL,GSL,yes,no,N2O,2.804,1.21
R9,TLELPGX,Other,yes,no,N2O,0.028,0.012
R9,TLELSGSL,GSL,yes,no,N2O,1.201,0.482
R9,TLEMCGSL,GSL,yes,no,N2O,0.208,0.09
R9,TLEMGSL,GSL,yes,no,N2O,1.994,0.8
R9,TLEPDSL,DSL,yes,no,N2O,0.002,0.002
R9,TLEPGSL,GSL,yes,no,N2O,3.51,1.409
R9,TLESSGSL,GSL,yes,no,N2O,1.411,0.566
R9,TLFCONV10,GSL,no,no,N2O,0,0.432
R9,TLFDSL10,DSL,no,no,N2O,0,0
R9,TLLSCONV10,GSL,no,no,N2O,0,0.423
R9,TLMCCONV10,GSL,no,no,N2O,0,0.026
R9,TLMCNG10,CNG,no,no,N2O,0,0
R9,TLMCONV10,GSL,no,no,N2O,0,0.168
R9,TLMP20G10,Other,no,20-mi,N2O,0,0
R9,TLPCNG10,CNG,no,no,N2O,0,0.002
R9,TLPCONV10,GSL,no,no,N2O,0,0.273
R9,TLPDSL10,DSL,no,no,N2O,0,0.009
R9,TLSSCONV10,GSL,no,no,N2O,0,0.484
R9,TLSSDSL10,DSL,no,no,N2O,0,0
R9,TLSSHEV10,Other,no,no,N2O,0,0.03
R9,TMB20C,B20,no,no,N2O,0,0
R9,TMCNGC,CNG,no,no,N2O,0,0
R9,TMCNGC10,CNG,no,no,N2O,0,0.004
R9,TMCNGE,CNG,yes,no,N2O,0.002,0.001
R9,TMDSLC,DSL,no,no,N2O,0,0
R9,TMDSLC10,DSL,no,no,N2O,0,0.003
R9,TMDSLE,DSL,yes,no,N2O,0.009,0.007
R9,TMGSLC,GSL,no,no,N2O,0,0
R9,TMGSLC10,GSL,no,no,N2O,0,0.028
R9,TMGSLE,GSL,yes,no,N2O,0.083,0.056
R9,TMLPGC,Other,no,no,N2O,0,0
R9,TMLPGC10,Other,no,no,N2O,0,0.001
R9,TMLPGE,Other,yes,no,N2O,0.002,0.001
R1,TBCNGC,CNG,no,no,NH3,0,0
R1,TBCNGE,CNG,yes,no,NH3,0.001,0.001
R1,TBDSLC,DSL,no,no,NH3,0,0
R1,TBDSLC10,DSL,no,no,NH3,0,0.002
R1,TBDSLE,DSL,yes,no,NH3,0.009,0.007
R1,TBGSLE,GSL,yes,no,NH3,0.001,0.001
R1,TCDSLC,DSL,no,no,NH3,0,0
R1,TCDSLC10,DSL,no,no,NH3,0,0.015
R1,TCDSLE,DSL,yes,no,NH3,0.098,0.079
R1,TCE85C,E85,no,no,NH3,0,0
R1,TCGSLC,GSL,no,no,NH3,0,0
R1,TCGSLC10,GSL,no,no,NH3,0,0.02
R1,TCGSLE,GSL,yes,no,NH3,0.254,0.205
R1,THLB20C,B20,no,no,NH3,0,0
R1,THLDSLC,DSL,no,no,NH3,0,0
R1,THLDSLC10,DSL,no,no,NH3,0,0.029
R1,THLDSLE,DSL,yes,no,NH3,0.129,0.097
R1,THSCNGC10,CNG,no,no,NH3,0,0
R1,THSCNGE,CNG,yes,no,NH3,0,0
R1,THSDSLC,DSL,no,no,NH3,0,0
R1,THSDSLC10,DSL,no,no,NH3,0,0.055
R1,THSDSLE,DSL,yes,no,NH3,0.314,0.249
R1,THSGSLE,GSL,yes,no,NH3,0.004,0.003
R1,THSLPGE,Other,yes,no,NH3,0,0
R1,TLCCNG10,CNG,no,no,NH3,0,0.001
R1,TLCCONV10,GSL,no,no,NH3,0,0.22
R1,TLCDSL10,DSL,no,no,NH3,0,0
R1,TLCHEV10,Other,no,no,NH3,0,0.029
R1,TLECGSL,GSL,yes,no,NH3,2.878,1.488
R1,TLECNGX,CNG,yes,no,NH3,0.029,0.015
R1,TLEELC,Other,yes,no,NH3,0,0
R1,TLEETHX,ETH,yes,no,NH3,0.004,0.002
R1,TLEFDSL,DSL,yes,no,NH3,0.005,0.004
R1,TLEFGSL,GSL,yes,no,NH3,2.3,1.189
R1,TLELPGX,Other,yes,no,NH3,0.039,0.02
R1,TLELSGSL,GSL,yes,no,NH3,0.514,0.269
R1,TLEMCGSL,GSL,yes,no,NH3,0.171,0.088
R1,TLEMGSL,GSL,yes,no,NH3,1.024,0.535
R1,TLEPDSL,DSL,yes,no,NH3,0.007,0.005
R1,TLEPGSL,GSL,yes,no,NH3,1.256,0.656
R1,TLESSGSL,GSL,yes,no,NH3,0.603,0.315
R1,TLFCONV10,GSL,no,no,NH3,0,0.363
R1,TLFDSL10,DSL,no,no,NH3,0,0.001
R1,TLLSCONV10,GSL,no,no,NH3,0,0.196
R1,TLMCCONV10,GSL,no,no,NH3,0,0.022
R1,TLMCONV10,GSL,no,no,NH3,0,0.078
R1,TLMP20G10,Other,no,20-mi,NH3,0,0
R1,TLPCNG10,CNG,no,no,NH3,0,0
R1,TLPCONV10,GSL,no,no,NH3,0,0.167
R1,TLPDSL10,DSL,no,no,NH3,0,0.007
R1,TLSSCONV10,GSL,no,no,NH3,0,0.233
R1,TLSSDSL10,DSL,no,no,NH3,0,0
R1,TLSSHEV10,Other,no,no,NH3,0,0.004
R1,TMCNGC,CNG,no,no,NH3,0,0
R1,TMCNGC10,CNG,no,no,NH3,0,0.004
R1,TMCNGE,CNG,yes,no,NH3,0.002,0.001
R1,TMDSLC,DSL,no,no,NH3,0,0
R1,TMDSLC10,DSL,no,no,NH3,0,0.046
R1,TMDSLE,DSL,yes,no,NH3,0.124,0.1
R1,TMGSLC,GSL,no,no,NH3,0,0
R1,TMGSLC10,GSL,no,no,NH3,0,0.032
R1,TMGSLE,GSL,yes,no,NH3,0.08,0.064
R1,TMLPGC,Other,no,no,NH3,0,0
R1,TMLPGC10,Other,no,no,NH3,0,0.001
R1,TMLPGE,Other,yes,no,NH3,0.002,0.001
R2,TBCNGC,CNG,no,no,NH3,0,0
R2,TBCNGE,CNG,yes,no,NH3,0.006,0.004
R2,TBDSLC,DSL,no,no,NH3,0,0
R2,TBDSLC10,DSL,no,no,NH3,0,0.01
R2,TBDSLE,DSL,yes,no,NH3,0.04,0.03
R2,TBGSLE,GSL,yes,no,NH3,0.003,0.003
R2,TCDSLC,DSL,no,no,NH3,0,0
R2,TCDSLE,DSL,yes,no,NH3,0.067,0.053
R2,TCE85C,E85,no,no,NH3,0,0
R2,TCGSLC,GSL,no,no,NH3,0,0
R2,TCGSLC10,GSL,no,no,NH3,0,0.033
R2,TCGSLE,GSL,yes,no,NH3,0.108,0.087
R2,THLB20C,B20,no,no,NH3,0,0
R2,THLDSLC,DSL,no,no,NH3,0,0
R2,THLDSLC10,DSL,no,no,NH3,0,0.025
R2,THLDSLE,DSL,yes,no,NH3,0.11,0.083
R2,THSCNGC10,CNG,no,no,NH3,0,0
R2,THSCNGE,CNG,yes,no,NH3,0,0
R2,THSDSLC,DSL,no,no,NH3,0,0
R2,THSDSLC10,DSL,no,no,NH3,0,0.029
R2,THSDSLE,DSL,yes,no,NH3,0.166,0.131
R2,THSGSLE,GSL,yes,no,NH3,0.002,0.001
R2,TLCCNG10,CNG,no,no,NH3,0,0.001
R2,TLCCONV10,GSL,no,no,NH3,0,0.445
R2,TLCDSL10,DSL,no,no,NH3,0,0
R2,TLCHEV10,Other,no,no,NH3,0,0.058
R2,TLECGSL,GSL,yes,no,NH3,6.082,3.145
R2,TLECNGX,CNG,yes,no,NH3,0.071,0.036
R2,TLEELC,Other,yes,no,NH3,0,0
R2,TLEETHX,ETH,yes,no,NH3,0.033,0.016
R2,TLEFDSL,DSL,yes,no,NH3,0.01,0.008
R2,TLEFGSL,GSL,yes,no,NH3,4.86,2.513
R2,TLELPGX,Other,yes,no,NH3,0.047,0.024
R2,TLELSGSL,GSL,yes,no,NH3,1.265,0.662
R2,TLEMCGSL,GSL,yes,no,NH3,0.361,0.186
R2,TLEMGSL,GSL,yes,no,NH3,2.263,1.183
R2,TLEPDSL,DSL,yes,no,NH3,0.012,0.009
R2,TLEPGSL,GSL,yes,no,NH3,2.18,1.139
R2,TLESSGSL,GSL,yes,no,NH3,1.488,0.778
R2,TLFCONV10,GSL,no,no,NH3,0,0.731
R2,TLFDSL10,DSL,no,no,NH3,0,0.003
R2,TLLSCONV10,GSL,no,no,NH3,0,0.395
R2,TLMCCONV10,GSL,no,no,NH3,0,0.045
R2,TLMCNG10,CNG,no,no,NH3,0,0
R2,TLMCONV10,GSL,no,no,NH3,0,0.157
R2,TLMP20G10,Other,no,20-mi,NH3,0,0
R2,TLPCNG10,CNG,no,no,NH3,0,0.002
R2,TLPCONV10,GSL,no,no,NH3,0,0.266
R2,TLPDSL10,DSL,no,no,NH3,0,0.048
R2,TLSSCONV10,GSL,no,no,NH3,0,0.453
R2,TLSSDSL10,DSL,no,no,NH3,0,0
R2,TLSSHEV10,Other,no,no,NH3,0,0.028
R2,TMB20C,B20,no,no,NH3,0,0
R2,TMCNGC,CNG,no,no,NH3,0,0
R2,TMCNGC10,CNG,no,no,NH3,0,0.003
R2,TMCNGE,CNG,yes,no,NH3,0.001,0.001
R2,TMDSLC,DSL,no,no,NH3,0,0
R2,TMDSLC10,DSL,no,no,NH3,0,0.027
R2,TMDSLE,DSL,yes,no,NH3,0.071,0.057
R2,TMGSLC,GSL,no,no,NH3,0,0
R2,TMGSLC10,GSL,no,no,NH3,0,0.019
R2,TMGSLE,GSL,yes,no,NH3,0.046,0.037
R2,TMLPGC,Other,no,no,NH3,0,0
R2,TMLPGC10,Other,no,no,NH3,0,0.001
R2,TMLPGE,Other,yes,no,NH3,0.001,0.001
R3,TBCNGC,CNG,no,no,NH3,0,0
R3,TBCNGE,CNG,yes,no,NH3,0.004,0.003
R3,TBDSLC,DSL,no,no,NH3,0,0
R3,TBDSLC10,DSL,no,no,NH3,0,0.006
R3,TBDSLE,DSL,yes,no,NH3,0.025,0.019
R3,TBGSLE,GSL,yes,no,NH3,0.002,0.002
R3,TCDSLC,DSL,no,no,NH3,0,0
R3,TCDSLC10,DSL,no,no,NH3,0,0.011
R3,TCDSLE,DSL,yes,no,NH3,0.082,0.066
R3,TCE85C,E85,no,no,NH3,0,0
R3,TCGSLC,GSL,no,no,NH3,0,0
R3,TCGSLC10,GSL,no,no,NH3,0,0.018
R3,TCGSLE,GSL,yes,no,NH3,0.207,0.167
R3,THLB20C,B20,no,no,NH3,0,0
R3,THLDSLC,DSL,no,no,NH3,0,0
R3,THLDSLC10,DSL,no,no,NH3,0,0.07
R3,THLDSLE,DSL,yes,no,NH3,0.308,0.232
R3,THLLPGE,Other,yes,no,NH3,0,0
R3,THSCNGC10,CNG,no,no,NH3,0,0
R3,THSDSLC,DSL,no,no,NH3,0,0
R3,THSDSLC10,DSL,no,no,NH3,0,0.052
R3,THSDSLE,DSL,yes,no,NH3,0.276,0.219
R3,THSGSLE,GSL,yes,no,NH3,0.004,0.003
R3,THSLPGE,Other,yes,no,NH3,0.001,0.001
R3,TLCCNG10,CNG,no,no,NH3,0,0.002
R3,TLCCONV10,GSL,no,no,NH3,0,0.677
R3,TLCDSL10,DSL,no,no,NH3,0,0
R3,TLCETHX10,ETH,no,no,NH3,0,0
R3,TLCHEV10,Other,no,no,NH3,0,0.088
R3,TLECGSL,GSL,yes,no,NH3,9.123,4.717
R3,TLECNGX,CNG,yes,no,NH3,0.019,0.01
R3,TLEELC,Other,yes,no,NH3,0,0
R3,TLEETHX,ETH,yes,no,NH3,0.155,0.074
R3,TLEFDSL,DSL,yes,no,NH3,0.015,0.011
R3,TLEFGSL,GSL,yes,no,NH3,7.291,3.77
R3,TLELPGX,Other,yes,no,NH3,0.077,0.04
R3,TLELSGSL,GSL,yes,no,NH3,1.379,0.722
R3,TLEMCGSL,GSL,yes,no,NH3,0.541,0.28
R3,TLEMGSL,GSL,yes,no,NH3,3.169,1.656
R3,TLEPDSL,DSL,yes,no,NH3,0.025,0.019
R3,TLEPGSL,GSL,yes,no,NH3,4.578,2.392
R3,TLESSGSL,GSL,yes,no,NH3,1.621,0.847
R3,TLFCONV10,GSL,no,no,NH3,0,1.11
R3,TLFDSL10,DSL,no,no,NH3,0,0.005
R3,TLLSCONV10,GSL,no,no,NH3,0,0.601
R3,TLLSETHX10,ETH,no,no,NH3,0,0
R3,TLMCCONV10,GSL,no,no,NH3,0,0.068
R3,TLMCONV10,GSL,no,no,NH3,0,0.239
R3,TLMETHX10,ETH,no,no,NH3,0,0
R3,TLMP20G10,Other,no,20-mi,NH3,0,0
R3,TLPCNG10,CNG,no,no,NH3,0,0.003
R3,TLPCONV10,GSL,no,no,NH3,0,0.4
R3,TLPDSL10,DSL,no,no,NH3,0,0.074
R3,TLPETHX10,ETH,no,no,NH3,0,0
R3,TLSSCONV10,GSL,no,no,NH3,0,0.688
R3,TLSSDSL10,DSL,no,no,NH3,0,0
R3,TLSSETHX10,ETH,no,no,NH3,0,0
R3,TLSSHEV10,Other,no,no,NH3,0,0.042
R3,TMCNGC,CNG,no,no,NH3,0,0
R3,TMCNGC10,CNG,no,no,NH3,0,0.003
R3,TMCNGE,CNG,yes,no,NH3,0.001,0.001
R3,TMDSLC,DSL,no,no,NH3,0,0
R3,TMDSLC10,DSL,no,no,NH3,0,0.029
R3,TMDSLE,DSL,yes,no,NH3,0.079,0.063
R3,TMGSLC,GSL,no,no,NH3,0,0
R3,TMGSLC10,GSL,no,no,NH3,0,0.021
R3,TMGSLE,GSL,yes,no,NH3,0.051,0.04
R3,TMLPGC,Other,no,no,NH3,0,0
R3,TMLPGC10,Other,no,no,NH3,0,0.001
R3,TMLPGE,Other,yes,no,NH3,0.001,0.001
R4,TBCNGC,CNG,no,no,NH3,0,0
R4,TBCNGE,CNG,yes,no,NH3,0.002,0.001
R4,TBDSLC,DSL,no,no,NH3,0,0
R4,TBDSLC10,DSL,no,no,NH3,0,0.003
