Region,Technology,Fuel,2005Vintage,PHEV,Emission,2005,2010
R7,TLEPGSL,GSL,yes,no,NOX,134.551,55.215
R7,TLESSGSL,GSL,yes,no,NOX,38.455,15.78
R7,TLFCONV10,GSL,no,no,NOX,0,15.083
R7,TLFDSL10,DSL,no,no,NOX,0,0.35
R7,TLLSCONV10,GSL,no,no,NOX,0,13.62
R7,TLMCCONV10,GSL,no,no,NOX,0,0.918
R7,TLMCNG10,CNG,no,no,NOX,0,0
R7,TLMCONV10,GSL,no,no,NOX,0,5.418
R7,TLMP20G10,Other,no,20-mi,NOX,0,0
R7,TLPCNG10,CNG,no,no,NOX,0,0.073
R7,TLPCONV10,GSL,no,no,NOX,0,9.381
R7,TLPDSL10,DSL,no,no,NOX,0,8.205
R7,TLSSCONV10,GSL,no,no,NOX,0,15.628
R7,TLSSDSL10,DSL,no,no,NOX,0,0
R7,TLSSHEV10,Other,no,no,NOX,0,0.915
R7,TMB20C,B20,no,no,NOX,0,0
R7,TMCNGC,CNG,no,no,NOX,0,0
R7,TMCNGC10,CNG,no,no,NOX,0,0.211
R7,TMCNGE,CNG,yes,no,NOX,0.108,0.063
R7,TMDSLC,DSL,no,no,NOX,0,0
R7,TMDSLC10,DSL,no,no,NOX,0,7.35
R7,TMDSLE,DSL,yes,no,NOX,31.616,15.855
R7,TMGSLC,GSL,no,no,NOX,0,0
R7,TMGSLC10,GSL,no,no,NOX,0,1.489
R7,TMGSLE,GSL,yes,no,NOX,4.996,2.932
R7,TMLPGC,Other,no,no,NOX,0,0
R7,TMLPGC10,Other,no,no,NOX,0,0.045
R7,TMLPGE,Other,yes,no,NOX,0.103,0.06
R8,TBCNGC,CNG,no,no,NOX,0,0
R8,TBCNGE,CNG,yes,no,NOX,0.444,0.21
R8,TBDSLC,DSL,no,no,NOX,0,0
R8,TBDSLC10,DSL,no,no,NOX,0,0.983
R8,TBDSLE,DSL,yes,no,NOX,6.225,2.916
R8,TBGSLE,GSL,yes,no,NOX,0.093,0.063
R8,TCDSLC,DSL,no,no,NOX,0,0
R8,TCDSLC10,DSL,no,no,NOX,0,3.43
R8,TCDSLE,DSL,yes,no,NOX,26.319,13.735
R8,TCE85C,E85,no,no,NOX,0,0
R8,TCGSLC,GSL,no,no,NOX,0,0
R8,TCGSLC10,GSL,no,no,NOX,0,0.722
R8,TCGSLE,GSL,yes,no,NOX,20.034,12.686
R8,THLB20C,B20,no,no,NOX,0,0
R8,THLDSLC,DSL,no,no,NOX,0,0
R8,THLDSLC10,DSL,no,no,NOX,0,41.365
R8,THLDSLE,DSL,yes,no,NOX,265.419,137.279
R8,THLLPGE,Other,yes,no,NOX,0.015,0.008
R8,THSCNGC,CNG,no,no,NOX,0,0
R8,THSCNGC10,CNG,no,no,NOX,0,0.02
R8,THSCNGE,CNG,yes,no,NOX,0.004,0.002
R8,THSDSLC,DSL,no,no,NOX,0,0
R8,THSDSLC10,DSL,no,no,NOX,0,20.074
R8,THSDSLE,DSL,yes,no,NOX,189.442,90.212
R8,THSGSLE,GSL,yes,no,NOX,0.669,0.386
R8,THSLPGE,Other,yes,no,NOX,0.133,0.078
R8,TLCCNG10,CNG,no,no,NOX,0,0.015
R8,TLCCONV10,GSL,no,no,NOX,0,5.728
R8,TLCDSL10,DSL,no,no,NOX,0,0
R8,TLCHEV10,Other,no,no,NOX,0,0.755
R8,TLECGSL,GSL,yes,no,NOX,66.334,28.884
R8,TLECNGX,CNG,yes,no,NOX,0.506,0.22
R8,TLEELC,Other,yes,no,NOX,0,0
R8,TLEETHX,ETH,yes,no,NOX,0.471,0.186
R8,TLEFDSL,DSL,yes,no,NOX,0.862,0.41
R8,TLEFGSL,GSL,yes,no,NOX,53.01,23.082
R8,TLELPGX,Other,yes,no,NOX,0.942,0.41
R8,TLELSGSL,GSL,yes,no,NOX,21.019,8.653
R8,TLEMCGSL,GSL,yes,no,NOX,3.933,1.712
R8,TLEMGSL,GSL,yes,no,NOX,26.536,10.89
R8,TLEPDSL,DSL,yes,no,NOX,2.18,1.207
R8,TLEPGSL,GSL,yes,no,NOX,67.384,27.652
R8,TLESSGSL,GSL,yes,no,NOX,24.75,10.156
R8,TLFCONV10,GSL,no,no,NOX,0,9.411
R8,TLFDSL10,DSL,no,no,NOX,0,0.238
R8,TLLSCONV10,GSL,no,no,NOX,0,8.515
R8,TLMCCONV10,GSL,no,no,NOX,0,0.574
R8,TLMCNG10,CNG,no,no,NOX,0,0
R8,TLMCONV10,GSL,no,no,NOX,0,3.387
R8,TLMP20G10,Other,no,20-mi,NOX,0,0
R8,TLPCNG10,CNG,no,no,NOX,0,0.048
R8,TLPCONV10,GSL,no,no,NOX,0,5.648
R8,TLPDSL10,DSL,no,no,NOX,0,5.69
R8,TLSSCONV10,GSL,no,no,NOX,0,9.741
R8,TLSSDSL10,DSL,no,no,NOX,0,0
R8,TLSSHEV10,Other,no,no,NOX,0,0.602
R8,TMCNGC,CNG,no,no,NOX,0,0
R8,TMCNGC10,CNG,no,no,NOX,0,0.357
R8,TMCNGE,CNG,yes,no,NOX,0.182,0.107
R8,TMDSLC,DSL,no,no,NOX,0,0
R8,TMDSLC10,DSL,no,no,NOX,0,12.412
R8,TMDSLE,DSL,yes,no,NOX,53.392,26.775
R8,TMGSLC,GSL,no,no,NOX,0,0
R8,TMGSLC10,GSL,no,no,NOX,0,2.514
R8,TMGSLE,GSL,yes,no,NOX,8.438,4.951
R8,TMLPGC,Other,no,no,NOX,0,0
R8,TMLPGC10,Other,no,no,NOX,0,0.076
R8,TMLPGE,Other,yes,no,NOX,0.173,0.102
R9,TBCNGC,CNG,no,no,NOX,0,0
R9,TBCNGE,CNG,yes,no,NOX,1.32,0.622
R9,TBDSLC,DSL,no,no,NOX,0,0
R9,TBDSLC10,DSL,no,no,NOX,0,2.919
R9,TBDSLE,DSL,yes,no,NOX,18.493,8.661
R9,TBGSLE,GSL,yes,no,NOX,0.276,0.188
R9,TCDSLC,DSL,no,no,NOX,0,0
R9,TCDSLC10,DSL,no,no,NOX,0,1.097
R9,TCDSLE,DSL,yes,no,NOX,27.784,14.5
R9,TCE85C,E85,no,no,NOX,0,0
R9,TCGSLC,GSL,no,no,NOX,0,0
R9,TCGSLC10,GSL,no,no,NOX,0,1.824
R9,TCGSLE,GSL,yes,no,NOX,16.36,10.359
R9,THLB20C,B20,no,no,NOX,0,0
R9,THLDSLC,DSL,no,no,NOX,0,0
R9,THLDSLC10,DSL,no,no,NOX,0,17.03
R9,THLDSLE,DSL,yes,no,NOX,109.276,56.52
R9,THSCNGE,CNG,yes,no,NOX,0.048,0.017
R9,THSDSLC,DSL,no,no,NOX,0,0
R9,THSDSLC10,DSL,no,no,NOX,0,15.271
R9,THSDSLE,DSL,yes,no,NOX,144.016,68.58
R9,THSGSLE,GSL,yes,no,NOX,0.355,0.208
R9,THSLPGE,Other,yes,no,NOX,0.061,0.036
R9,TLCCNG10,CNG,no,no,NOX,0,0.034
R9,TLCCONV10,GSL,no,no,NOX,0,12.233
R9,TLCDSL10,DSL,no,no,NOX,0,0
R9,TLCHEV10,Other,no,no,NOX,0,1.656
R9,TLECGSL,GSL,yes,no,NOX,162.028,70.552
R9,TLECNGX,CNG,yes,no,NOX,0.998,0.435
R9,TLEELC,Other,yes,no,NOX,0,0
R9,TLEETHX,ETH,yes,no,NOX,0.301,0.119
R9,TLEFDSL,DSL,yes,no,NOX,2.106,1.001
R9,TLEFGSL,GSL,yes,no,NOX,129.483,56.38
R9,TLELPGX,Other,yes,no,NOX,1.281,0.558
R9,TLELSGSL,GSL,yes,no,NOX,50.59,20.783
R9,TLEMCGSL,GSL,yes,no,NOX,9.606,4.183
R9,TLEMGSL,GSL,yes,no,NOX,84.018,34.478
R9,TLEPDSL,DSL,yes,no,NOX,4.784,2.648
R9,TLEPGSL,GSL,yes,no,NOX,147.898,60.692
R9,TLESSGSL,GSL,yes,no,NOX,59.447,24.395
R9,TLFCONV10,GSL,no,no,NOX,0,20.143
R9,TLFDSL10,DSL,no,no,NOX,0,0.532
R9,TLLSCONV10,GSL,no,no,NOX,0,18.244
R9,TLMCCONV10,GSL,no,no,NOX,0,1.23
R9,TLMCNG10,CNG,no,no,NOX,0,0
R9,TLMCONV10,GSL,no,no,NOX,0,7.258
R9,TLMP20G10,Other,no,20-mi,NOX,0,0
R9,TLPCNG10,CNG,no,no,NOX,0,0.092
R9,TLPCONV10,GSL,no,no,NOX,0,11.758
R9,TLPDSL10,DSL,no,no,NOX,0,13.118
R9,TLSSCONV10,GSL,no,no,NOX,0,20.849
R9,TLSSDSL10,DSL,no,no,NOX,0,0
R9,TLSSHEV10,Other,no,no,NOX,0,1.31
R9,TMB20C,B20,no,no,NOX,0,0
R9,TMCNGC,CNG,no,no,NOX,0,0
R9,TMCNGC10,CNG,no,no,NOX,0,0.278
R9,TMCNGE,CNG,yes,no,NOX,0.142,0.083
R9,TMDSLC,DSL,no,no,NOX,0,0
R9,TMDSLC10,DSL,no,no,NOX,0,9.674
R9,TMDSLE,DSL,yes,no,NOX,41.612,20.867
R9,TMGSLC,GSL,no,no,NOX,0,0
R9,TMGSLC10,GSL,no,no,NOX,0,1.959
R9,TMGSLE,GSL,yes,no,NOX,6.576,3.859
R9,TMLPGC,Other,no,no,NOX,0,0
R9,TMLPGC10,Other,no,no,NOX,0,0.059
R9,TMLPGE,Other,yes,no,NOX,0.135,0.079
R1,TBCNGC,CNG,no,no,OC,0,0
R1,TBCNGE,CNG,yes,no,OC,0.001,0.001
R1,TBDSLC,DSL,no,no,OC,0,0
R1,TBDSLC10,DSL,no,no,OC,0,0.015
R1,TBDSLE,DSL,yes,no,OC,0.084,0.043
R1,TBGSLE,GSL,yes,no,OC,0.001,0
R1,TCDSLC,DSL,no,no,OC,0,0
R1,TCDSLC10,DSL,no,no,OC,0,0.058
R1,TCDSLE,DSL,yes,no,OC,0.673,0.318
R1,TCE85C,E85,no,no,OC,0,0
R1,TCGSLC,GSL,no,no,OC,0,0
R1,TCGSLC10,GSL,no,no,OC,0,0.005
R1,TCGSLE,GSL,yes,no,OC,0.113,0.056
R1,THLB20C,B20,no,no,OC,0,0
R1,THLDSLC,DSL,no,no,OC,0,0
R1,THLDSLC10,DSL,no,no,OC,0,0.13
R1,THLDSLE,DSL,yes,no,OC,0.82,0.432
R1,THSCNGC10,CNG,no,no,OC,0,0
R1,THSCNGE,CNG,yes,no,OC,0,0
R1,THSDSLC,DSL,no,no,OC,0,0
R1,THSDSLC10,DSL,no,no,OC,0,0.345
R1,THSDSLE,DSL,yes,no,OC,2.806,1.559
R1,THSGSLE,GSL,yes,no,OC,0.003,0.002
R1,THSLPGE,Other,yes,no,OC,0,0
R1,TLCCNG10,CNG,no,no,OC,0,0
R1,TLCCONV10,GSL,no,no,OC,0,0.033
R1,TLCDSL10,DSL,no,no,OC,0,0
R1,TLCHEV10,Other,no,no,OC,0,0.004
R1,TLECGSL,GSL,yes,no,OC,0.518,0.226
R1,TLECNGX,CNG,yes,no,OC,0.005,0.002
R1,TLEELC,Other,yes,no,OC,0,0
R1,TLEETHX,ETH,yes,no,OC,0.001,0
R1,TLEFDSL,DSL,yes,no,OC,0.004,0.002
R1,TLEFGSL,GSL,yes,no,OC,0.414,0.181
R1,TLELPGX,Other,yes,no,OC,0.007,0.003
R1,TLELSGSL,GSL,yes,no,OC,0.105,0.052
R1,TLEMCGSL,GSL,yes,no,OC,0.031,0.013
R1,TLEMGSL,GSL,yes,no,OC,0.209,0.103
R1,TLEPDSL,DSL,yes,no,OC,0.016,0.008
R1,TLEPGSL,GSL,yes,no,OC,0.256,0.127
R1,TLESSGSL,GSL,yes,no,OC,0.123,0.061
R1,TLFCONV10,GSL,no,no,OC,0,0.055
R1,TLFDSL10,DSL,no,no,OC,0,0.001
R1,TLLSCONV10,GSL,no,no,OC,0,0.038
R1,TLMCCONV10,GSL,no,no,OC,0,0.003
R1,TLMCONV10,GSL,no,no,OC,0,0.015
R1,TLMP20G10,Other,no,20-mi,OC,0,0
R1,TLPCNG10,CNG,no,no,OC,0,0
R1,TLPCONV10,GSL,no,no,OC,0,0.032
R1,TLPDSL10,DSL,no,no,OC,0,0.01
R1,TLSSCONV10,GSL,no,no,OC,0,0.045
R1,TLSSDSL10,DSL,no,no,OC,0,0
R1,TLSSHEV10,Other,no,no,OC,0,0.001
R1,TMCNGC,CNG,no,no,OC,0,0
R1,TMCNGC10,CNG,no,no,OC,0,0.002
R1,TMCNGE,CNG,yes,no,OC,0.001,0.001
R1,TMDSLC,DSL,no,no,OC,0,0
R1,TMDSLC10,DSL,no,no,OC,0,0.31
R1,TMDSLE,DSL,yes,no,OC,1.296,0.667
R1,TMGSLC,GSL,no,no,OC,0,0
R1,TMGSLC10,GSL,no,no,OC,0,0.016
R1,TMGSLE,GSL,yes,no,OC,0.057,0.031
R1,TMLPGC,Other,no,no,OC,0,0
R1,TMLPGC10,Other,no,no,OC,0,0
R1,TMLPGE,Other,yes,no,OC,0.001,0.001
R2,TBCNGC,CNG,no,no,OC,0,0
R2,TBCNGE,CNG,yes,no,OC,0.007,0.003
R2,TBDSLC,DSL,no,no,OC,0,0
R2,TBDSLC10,DSL,no,no,OC,0,0.065
R2,TBDSLE,DSL,yes,no,OC,0.378,0.194
R2,TBGSLE,GSL,yes,no,OC,0.002,0.002
R2,TCDSLC,DSL,no,no,OC,0,0
R2,TCDSLE,DSL,yes,no,OC,0.464,0.215
R2,TCE85C,E85,no,no,OC,0,0
R2,TCGSLC,GSL,no,no,OC,0,0
R2,TCGSLC10,GSL,no,no,OC,0,0.009
R2,TCGSLE,GSL,yes,no,OC,0.048,0.024
R2,THLB20C,B20,no,no,OC,0,0
R2,THLDSLC,DSL,no,no,OC,0,0
R2,THLDSLC10,DSL,no,no,OC,0,0.111
R2,THLDSLE,DSL,yes,no,OC,0.702,0.37
R2,THSCNGC10,CNG,no,no,OC,0,0
R2,THSCNGE,CNG,yes,no,OC,0,0
R2,THSDSLC,DSL,no,no,OC,0,0
R2,THSDSLC10,DSL,no,no,OC,0,0.182
R2,THSDSLE,DSL,yes,no,OC,1.481,0.823
R2,THSGSLE,GSL,yes,no,OC,0.001,0.001
R2,TLCCNG10,CNG,no,no,OC,0,0
R2,TLCCONV10,GSL,no,no,OC,0,0.068
R2,TLCDSL10,DSL,no,no,OC,0,0
R2,TLCHEV10,Other,no,no,OC,0,0.009
R2,TLECGSL,GSL,yes,no,OC,1.094,0.478
R2,TLECNGX,CNG,yes,no,OC,0.013,0.006
R2,TLEELC,Other,yes,no,OC,0,0
R2,TLEETHX,ETH,yes,no,OC,0.006,0.002
R2,TLEFDSL,DSL,yes,no,OC,0.008,0.004
R2,TLEFGSL,GSL,yes,no,OC,0.874,0.382
R2,TLELPGX,Other,yes,no,OC,0.008,0.004
R2,TLELSGSL,GSL,yes,no,OC,0.258,0.128
R2,TLEMCGSL,GSL,yes,no,OC,0.065,0.028
R2,TLEMGSL,GSL,yes,no,OC,0.462,0.228
R2,TLEPDSL,DSL,yes,no,OC,0.027,0.014
R2,TLEPGSL,GSL,yes,no,OC,0.445,0.22
R2,TLESSGSL,GSL,yes,no,OC,0.304,0.15
R2,TLFCONV10,GSL,no,no,OC,0,0.111
R2,TLFDSL10,DSL,no,no,OC,0,0.002
R2,TLLSCONV10,GSL,no,no,OC,0,0.076
R2,TLMCCONV10,GSL,no,no,OC,0,0.007
R2,TLMCNG10,CNG,no,no,OC,0,0
R2,TLMCONV10,GSL,no,no,OC,0,0.03
R2,TLMP20G10,Other,no,20-mi,OC,0,0
R2,TLPCNG10,CNG,no,no,OC,0,0
R2,TLPCONV10,GSL,no,no,OC,0,0.051
R2,TLPDSL10,DSL,no,no,OC,0,0.074
R2,TLSSCONV10,GSL,no,no,OC,0,0.087
R2,TLSSDSL10,DSL,no,no,OC,0,0
R2,TLSSHEV10,Other,no,no,OC,0,0.005
R2,TMB20C,B20,no,no,OC,0,0
R2,TMCNGC,CNG,no,no,OC,0,0
R2,TMCNGC10,CNG,no,no,OC,0,0.001
R2,TMCNGE,CNG,yes,no,OC,0.001,0
R2,TMDSLC,DSL,no,no,OC,0,0
R2,TMDSLC10,DSL,no,no,OC,0,0.178
R2,TMDSLE,DSL,yes,no,OC,0.744,0.383
R2,TMGSLC,GSL,no,no,OC,0,0
R2,TMGSLC10,GSL,no,no,OC,0,0.009
R2,TMGSLE,GSL,yes,no,OC,0.033,0.018
R2,TMLPGC,Other,no,no,OC,0,0
R2,TMLPGC10,Other,no,no,OC,0,0
R2,TMLPGE,Other,yes,no,OC,0.001,0
R3,TBCNGC,CNG,no,no,OC,0,0
R3,TBCNGE,CNG,yes,no,OC,0.004,0.002
R3,TBDSLC,DSL,no,no,OC,0,0
R3,TBDSLC10,DSL,no,no,OC,0,0.041
R3,TBDSLE,DSL,yes,no,OC,0.24,0.123
R3,TBGSLE,GSL,yes,no,OC,0.002,0.001
R3,TCDSLC,DSL,no,no,OC,0,0
R3,TCDSLC10,DSL,no,no,OC,0,0.044
R3,TCDSLE,DSL,yes,no,OC,0.563,0.266
R3,TCE85C,E85,no,no,OC,0,0
R3,TCGSLC,GSL,no,no,OC,0,0
R3,TCGSLC10,GSL,no,no,OC,0,0.005
R3,TCGSLE,GSL,yes,no,OC,0.092,0.046
R3,THLB20C,B20,no,no,OC,0,0
R3,THLDSLC,DSL,no,no,OC,0,0
R3,THLDSLC10,DSL,no,no,OC,0,0.312
R3,THLDSLE,DSL,yes,no,OC,1.962,1.034
R3,THLLPGE,Other,yes,no,OC,0,0
R3,THSCNGC10,CNG,no,no,OC,0,0
R3,THSDSLC,DSL,no,no,OC,0,0
R3,THSDSLC10,DSL,no,no,OC,0,0.327
R3,THSDSLE,DSL,yes,no,OC,2.468,1.371
R3,THSGSLE,GSL,yes,no,OC,0.003,0.001
R3,THSLPGE,Other,yes,no,OC,0.001,0
R3,TLCCNG10,CNG,no,no,OC,0,0
R3,TLCCONV10,GSL,no,no,OC,0,0.103
R3,TLCDSL10,DSL,no,no,OC,0,0
R3,TLCETHX10,ETH,no,no,OC,0,0
R3,TLCHEV10,Other,no,no,OC,0,0.013
R3,TLECGSL,GSL,yes,no,OC,1.641,0.717
R3,TLECNGX,CNG,yes,no,OC,0.003,0.001
R3,TLEELC,Other,yes,no,OC,0,0
R3,TLEETHX,ETH,yes,no,OC,0.028,0.01
R3,TLEFDSL,DSL,yes,no,OC,0.012,0.006
R3,TLEFGSL,GSL,yes,no,OC,1.311,0.573
R3,TLELPGX,Other,yes,no,OC,0.014,0.006
R3,TLELSGSL,GSL,yes,no,OC,0.281,0.139
R3,TLEMCGSL,GSL,yes,no,OC,0.097,0.042
R3,TLEMGSL,GSL,yes,no,OC,0.646,0.319
R3,TLEPDSL,DSL,yes,no,OC,0.058,0.03
R3,TLEPGSL,GSL,yes,no,OC,0.934,0.462
R3,TLESSGSL,GSL,yes,no,OC,0.331,0.163
R3,TLFCONV10,GSL,no,no,OC,0,0.169
R3,TLFDSL10,DSL,no,no,OC,0,0.003
R3,TLLSCONV10,GSL,no,no,OC,0,0.116
R3,TLLSETHX10,ETH,no,no,OC,0,0
R3,TLMCCONV10,GSL,no,no,OC,0,0.01
R3,TLMCONV10,GSL,no,no,OC,0,0.046
R3,TLMETHX10,ETH,no,no,OC,0,0
R3,TLMP20G10,Other,no,20-mi,OC,0,0
R3,TLPCNG10,CNG,no,no,OC,0,0.001
R3,TLPCONV10,GSL,no,no,OC,0,0.077
R3,TLPDSL10,DSL,no,no,OC,0,0.116
R3,TLPETHX10,ETH,no,no,OC,0,0
R3,TLSSCONV10,GSL,no,no,OC,0,0.133
R3,TLSSDSL10,DSL,no,no,OC,0,0
R3,TLSSETHX10,ETH,no,no,OC,0,0
R3,TLSSHEV10,Other,no,no,OC,0,0.008
R3,TMCNGC,CNG,no,no,OC,0,0
R3,TMCNGC10,CNG,no,no,OC,0,0.001
R3,TMCNGE,CNG,yes,no,OC,0.001,0
R3,TMDSLC,DSL,no,no,OC,0,0
R3,TMDSLC10,DSL,no,no,OC,0,0.196
R3,TMDSLE,DSL,yes,no,OC,0.823,0.424
R3,TMGSLC,GSL,no,no,OC,0,0
R3,TMGSLC10,GSL,no,no,OC,0,0.01
R3,TMGSLE,GSL,yes,no,OC,0.036,0.019
R3,TMLPGC,Other,no,no,OC,0,0
R3,TMLPGC10,Other,no,no,OC,0,0
R3,TMLPGE,Other,yes,no,OC,0.001,0
R4,TBCNGC,CNG,no,no,OC,0,0
R4,TBCNGE,CNG,yes,no,OC,0.002,0.001
R4,TBDSLC,DSL,no,no,OC,0,0
R4,TBDSLC10,DSL,no,no,OC,0,0.018
R4,TBDSLE,DSL,yes,no,OC,0.104,0.053
R4,TBGSLE,GSL,yes,no,OC,0.001,0
R4,TCDSLC,DSL,no,no,OC,0,0
R4,TCDSLC10,DSL,no,no,OC,0,0.036
R4,TCDSLE,DSL,yes,no,OC,0.544,0.257
R4,TCE85C,E85,no,no,OC,0,0
R4,TCGSLC,GSL,no,no,OC,0,0
R4,TCGSLC10,GSL,no,no,OC,0,0.005
R4,TCGSLE,GSL,yes,no,OC,0.086,0.043
R4,THLB20C,B20,no,no,OC,0,0
R4,THLDSLC,DSL,no,no,OC,0,0
R4,THLDSLC10,DSL,no,no,OC,0,0.56
R4,THLDSLE,DSL,yes,no,OC,3.523,1.858
R4,THSCNGC10,CNG,no,no,OC,0,0
R4,THSDSLC,DSL,no,no,OC,0,0
R4,THSDSLC10,DSL,no,no,OC,0,0.324
R4,THSDSLE,DSL,yes,no,OC,2.357,1.31
R4,THSGSLE,GSL,yes,no,OC,0.005,0.002
R4,THSLPGE,Other,yes,no,OC,0,0
R4,TLCCNG10,CNG,no,no,OC,0,0
R4,TLCCONV10,GSL,no,no,OC,0,0.049
R4,TLCDSL10,DSL,no,no,OC,0,0
R4,TLCHEV10,Other,no,no,OC,0,0.006
R4,TLECGSL,GSL,yes,no,OC,0.752,0.328
R4,TLECNGX,CNG,yes,no,OC,0,0
R4,TLEELC,Other,yes,no,OC,0,0
R4,TLEETHX,ETH,yes,no,OC,0.017,0.006
R4,TLEFDSL,DSL,yes,no,OC,0.006,0.003
R4,TLEFGSL,GSL,yes,no,OC,0.601,0.262
R4,TLELPGX,Other,yes,no,OC,0.005,0.002
R4,TLELSGSL,GSL,yes,no,OC,0.115,0.057
R4,TLEMCGSL,GSL,yes,no,OC,0.045,0.019
R4,TLEMGSL,GSL,yes,no,OC,0.251,0.124
R4,TLEPDSL,DSL,yes,no,OC,0.031,0.016
R4,TLEPGSL,GSL,yes,no,OC,0.499,0.247
R4,TLESSGSL,GSL,yes,no,OC,0.136,0.067
R4,TLFCONV10,GSL,no,no,OC,0,0.081
R4,TLFDSL10,DSL,no,no,OC,0,0.001
R4,TLLSCONV10,GSL,no,no,OC,0,0.05
R4,TLLSETHX10,ETH,no,no,OC,0,0.005
R4,TLMCCONV10,GSL,no,no,OC,0,0.005
R4,TLMCONV10,GSL,no,no,OC,0,0.022
R4,TLMETHX10,ETH,no,no,OC,0,0
R4,TLMP20G10,Other,no,20-mi,OC,0,0
R4,TLPCNG10,CNG,no,no,OC,0,0
R4,TLPCONV10,GSL,no,no,OC,0,0.037
R4,TLPDSL10,DSL,no,no,OC,0,0.056
R4,TLPETHX10,ETH,no,no,OC,0,0
R4,TLSSCONV10,GSL,no,no,OC,0,0.063
R4,TLSSDSL10,DSL,no,no,OC,0,0
R4,TLSSHEV10,Other,no,no,OC,0,0.004
R4,TMCNGC,CNG,no,no,OC,0,0
R4,TMCNGC10,CNG,no,no,OC,0,0.001
R4,TMCNGE,CNG,yes,no,OC,0.001,0
R4,TMDSLC,DSL,no,no,OC,0,0
R4,TMDSLC10,DSL,no,no,OC,0,0.176
R4,TMDSLE,DSL,yes,no,OC,0.739,0.38
R4,TMGSLC,GSL,no,no,OC,0,0
R4,TMGSLC10,GSL,no,no,OC,0,0.009
R4,TMGSLE,GSL,yes,no,OC,0.032,0.017
R4,TMLPGC,Other,no,no,OC,0,0
R4,TMLPGC10,Other,no,no,OC,0,0
R4,TMLPGE,Other,yes,no,OC,0.001,0
R5,TBCNGC,CNG,no,no,OC,0,0
R5,TBCNGE,CNG,yes,no,OC,0.005,0.002
R5,TBDSLC,DSL,no,no,OC,0,0
R5,TBDSLC10,DSL,no,no,OC,0,0.045
R5,TBDSLE,DSL,yes,no,OC,0.261,0.134
R5,TBGSLE,GSL,yes,no,OC,0.002,0.001
R5,TCDSLC,DSL,no,no,OC,0,0
R5,TCDSLC10,DSL,no,no,OC,0,0.012
R5,TCDSLE,DSL,yes,no,OC,1.148,0.542
R5,TCE85C,E85,no,no,OC,0,0
R5,TCGSLC,GSL,no,no,OC,0,0
R5,TCGSLC10,GSL,no,no,OC,0,0.017
R5,TCGSLE,GSL,yes,no,OC,0.149,0.074
R5,THLB20C,B20,no,no,OC,0,0
R5,THLDSLC,DSL,no,no,OC,0,0
R5,THLDSLC10,DSL,no,no,OC,0,0.323
R5,THLDSLE,DSL,yes,no,OC,2.031,1.071
R5,THSCNGC10,CNG,no,no,OC,0,0
R5,THSCNGE,CNG,yes,no,OC,0,0
R5,THSDSLC,DSL,no,no,OC,0,0
R5,THSDSLC10,DSL,no,no,OC,0,0.483
R5,THSDSLE,DSL,yes,no,OC,3.912,2.173
R5,THSGSLE,GSL,yes,no,OC,0.003,0.002
R5,THSLPGE,Other,yes,no,OC,0,0
R5,TLCCNG10,CNG,no,no,OC,0,0.001
R5,TLCCONV10,GSL,no,no,OC,0,0.167
R5,TLCDSL10,DSL,no,no,OC,0,0
R5,TLCHEV10,Other,no,no,OC,0,0.021
R5,TLECGSL,GSL,yes,no,OC,2.051,0.896
R5,TLECNGX,CNG,yes,no,OC,0.008,0.003
R5,TLEELC,Other,yes,no,OC,0,0
R5,TLEETHX,ETH,yes,no,OC,0.022,0.008
R5,TLEFDSL,DSL,yes,no,OC,0.016,0.008
R5,TLEFGSL,GSL,yes,no,OC,1.639,0.716
R5,TLELPGX,Other,yes,no,OC,0.026,0.011
R5,TLELSGSL,GSL,yes,no,OC,0.398,0.197
R5,TLEMCGSL,GSL,yes,no,OC,0.122,0.053
R5,TLEMGSL,GSL,yes,no,OC,0.683,0.337
R5,TLEPDSL,DSL,yes,no,OC,0.073,0.039
R5,TLEPGSL,GSL,yes,no,OC,1.19,0.588
R5,TLESSGSL,GSL,yes,no,OC,0.468,0.231
R5,TLFCONV10,GSL,no,no,OC,0,0.274
R5,TLFDSL10,DSL,no,no,OC,0,0.004
R5,TLLSCONV10,GSL,no,no,OC,0,0.188
R5,TLMCCONV10,GSL,no,no,OC,0,0.017
R5,TLMCONV10,GSL,no,no,OC,0,0.075
R5,TLMP20G10,Other,no,20-mi,OC,0,0
R5,TLPCNG10,CNG,no,no,OC,0,0.001
R5,TLPCONV10,GSL,no,no,OC,0,0.13
R5,TLPDSL10,DSL,no,no,OC,0,0.168
R5,TLSSCONV10,GSL,no,no,OC,0,0.216
R5,TLSSDSL10,DSL,no,no,OC,0,0
R5,TLSSHEV10,Other,no,no,OC,0,0.013
R5,TMCNGC,CNG,no,no,OC,0,0
R5,TMCNGC10,CNG,no,no,OC,0,0.003
R5,TMCNGE,CNG,yes,no,OC,0.002,0.001
R5,TMDSLC,DSL,no,no,OC,0,0
R5,TMDSLC10,DSL,no,no,OC,0,0.408
R5,TMDSLE,DSL,yes,no,OC,1.711,0.881
R5,TMGSLC,GSL,no,no,OC,0,0
R5,TMGSLC10,GSL,no,no,OC,0,0.021
R5,TMGSLE,GSL,yes,no,OC,0.075,0.04
R5,TMLPGC,Other,no,no,OC,0,0
R5,TMLPGC10,Other,no,no,OC,0,0.001
R5,TMLPGE,Other,yes,no,OC,0.002,0.001
