# File: FUBC_crops.csv
# Title: Mapping from GTAP/FAO crop types to country-specific Fertilizer Use By Country (FUBC) crop commodity classes
# Units: none
# Source: Ludemann et al. (2022) https://doi.org/10.5061/dryad.2rbnzs7qh
# Column types: ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
# ----------
GTAP_crop,Argentina,Australia,Austria,Bangladesh,Belarus,Belgium,Bolivia,Brazil,Bulgaria,Burkina Faso,Canada,Chile,China,Croatia,Cyprus,Czech Republic,Denmark,Egypt,Estonia,Finland,France,Germany,Greece,Hungary,India,Indonesia,Iran,Ireland,Israel,Italy,Japan,Latvia,Lithuania,Malaysia,Mali,Mexico,Morocco,Myanmar,Netherlands,New Zealand,Nigeria,Norway,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russia,Senegal,Slovakia,Slovenia,South Africa,Spain,Sweden,Tanzania,Thailand,Turkey,Ukraine,United Kingdom,United States,Uruguay,Vietnam
SourCherries,Fruits,Fruit Primary,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits and vegetables,Fruits & Treenuts,Fruits & Treenuts,"Fruits (apples, citrus, oranges)",Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruit Primary,Fruits & Treenuts,orchards,Fruits & Treenuts,Fruits & Tree-nuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits and vegetables,Fruit Primary,Fruits,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits and treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,,Fruits (Pineapple+Mangoe+Longan+Rambutan+Durian+Mangosteen+Lychee+Tangerine+Longkong+Lime) & Treenuts,Fruits & Treenuts,Perennial crops,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary
Soybeans,Soybeans,Soybeans,Other crops,Other Oil Crops,Other Oil Crops,Other crops,Soybeans,Soybeans,Other crops,,Soybeans,,Soybeans,Other crops,Other crops,Other crops,Other crops,Soybeans,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Soybeans,Soybeans,Soybeans,Other crops,,Other crops,Soybeans,Other crops,Other crops,Residual,,Soybeans,Oth Oilseeds,Soybeans,Other crops,Grain and other crops,Soybean,Other crops,Soybeans,Soybeans,Soybeans,,Other crops,Other crops,Other crops,Soybeans,,Other crops,Other crops,Soybeans,Other crops,Other crops,Beans,Soybeans,Soybeans,Soya beans,Other crops,Soybeans,Soybeans,Soybeans
spicesnes,Residual,Residual,Other crops,Residual,Residual,Other crops,,Residual,Other crops,,Residual,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Residual,Residual,Other crops,Residual,,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,,Perennial crops,Other crops,Residual,Residual,Residual
Spinach,Vegetables,Residual,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Fruits and vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables Primary,Vegetables,open field vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Fruits and vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables (including root & tuber veg),Residual,Vegetables,Vegetables6,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,,Vegetables (Garlic+Shallot+Onion+Potato+Tomato+Baby corn+Pepper),Vegetables,"Vegetables grown in open-field, including for seed",Vegetables,Vegetables,Vegetables,Vegetables Primary
Srgm4FrgSlg,Residual,Residual,Other crops,Residual,Residual,Other crops,Forages,Residual,Other crops,,Tame Hay,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Grassland (Dairy),Residual,Other crops,Residual,Cultivated Pastures,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,Grassland,"Fodder crops, including for seed",Other crops,Residual,Grassland,Residual
StnFrtNESFrh,Fruits,Fruit Primary,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits and vegetables,Fruits & Treenuts,Fruits & Treenuts,"Fruits (apples, citrus, oranges)",Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruit Primary,Fruits & Treenuts,orchards,Fruits & Treenuts,Fruits & Tree-nuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits and vegetables,Fruit Primary,Fruits,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits and treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,,Fruits (Pineapple+Mangoe+Longan+Rambutan+Durian+Mangosteen+Lychee+Tangerine+Longkong+Lime) & Treenuts,Fruits & Treenuts,Perennial crops,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary
Strawberries,Fruits,Fruit Primary,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits and vegetables,Fruits & Treenuts,Fruits & Treenuts,"Fruits (apples, citrus, oranges)",Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruit Primary,Fruits & Treenuts,orchards,Fruits & Treenuts,Fruits & Tree-nuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits and vegetables,Fruit Primary,Fruits,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits and treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,,Fruits (Pineapple+Mangoe+Longan+Rambutan+Durian+Mangosteen+Lychee+Tangerine+Longkong+Lime) & Treenuts,Fruits & Treenuts,Perennial crops,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary
StringBeans,Vegetables,Residual,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Fruits and vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables Primary,Vegetables,open field vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Fruits and vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables (including root & tuber veg),Residual,Vegetables,Vegetables6,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,,Vegetables (Garlic+Shallot+Onion+Potato+Tomato+Baby corn+Pepper),Vegetables,"Vegetables grown in open-field, including for seed",Vegetables,Vegetables,Vegetables,Vegetables Primary
SugarBeets,Residual,Residual,Sugar beet,Residual,Sugar Beet,Sugar beet,Sugar Beet,Sugar Beet,Sugar beet,,"Sugar, Total (Beet)",Sugar Beet,Sugar Beet,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Sugar beet and sugar cane,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Residual,Residual,Sugar beet and sugar cane,Sugar beet,,Sugar beet,Sugar Beet,Sugar beet,Sugar beet,Residual,,Sugar cane and Sugar beet,Sugar beet and Sugar cane,Sugar Beet,Sugar beet,Residual,Residual,Sugar beet,Sugar beet,,,,Sugar beet,Sugar beet,Sugar beet,Sugar beet,,Sugar beet,Sugar beet,Sugar Beet,Sugar beet,Sugar beet,,,Sugar Beet,Sugar beet,Sugar beet,Sugar Beet,Residual,Residual
SugarCane,Sugarcane,Sugar cane,Other crops,Sugar cane,Residual,Other crops,Sugar Cane,Sugar Cane,Other crops,Sugar cane,Residual,,Sugar Cane,Other crops,Other crops,Other crops,Other crops,Sugar beet and sugar cane,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Sugar Cane,Sugar cane,Sugar beet and sugar cane,Other crops,,Other crops,Sugar Cane,Other crops,Other crops,Sugar cane,Sugar cane,Sugar cane and Sugar beet,Sugar beet and Sugar cane,Sugar Cane,Other crops,Grain and other crops,Residual,Other crops,Sugar cane,Sugar Cane,Sugar Cane,Sugar Cane,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Sugar Cane,Other crops,Other crops,Sugar cane,Sugar Cane,Sugar Cane,Sunflower seeds,Other crops,Sugar Cane,Sugar Cane,Sugar cane
SugarCrpNES,Residual,Residual,Other crops,Residual,Residual,Other crops,,Residual,Other crops,,Residual,,,Other crops,Other crops,Other crops,Other crops,Sugar beet and sugar cane,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Sugar beet and sugar cane,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Sugar cane and Sugar beet,Sugar beet and Sugar cane,,Other crops,Residual,Residual,Other crops,Residual,,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,,Other industrial crops,Other crops,Residual,Residual,Residual
Swedes4Fddr,Residual,Residual,Other crops,Residual,Residual,Other crops,,Residual,Other crops,,Tame Hay,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Grassland (Dairy),Residual,Other crops,Residual,Cultivated Pastures,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,Grassland,"Fodder crops, including for seed",Other crops,Residual,Grassland,Residual
SweetPotato,Roots & Tubers,Residual,Other crops,"Roots and Tubers, Total",Roots & Tubers (potato),Other crops,Roots & Tubers,Roots & Tubers,Other crops,,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,Other crops,"Roots and Tubers, Total",Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Roots & Tubers,"Roots and Tubers, Total","Roots and Tubers, Total",Other crops,,Other crops,Roots & Tubers,Other crops,Other crops,"Roots and Tubers, Total",,"Roots and Tubers, Total",Roots/Tubers,Roots & Tubers (Potato),Other crops,Residual,Residual,Other crops,Residual,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,"Roots and Tubers, Total",,Other crops,Other crops,Roots & Tubers,Other crops,Other crops,,,Roots & Tubers,Edible roots and tubers with high starch and inulin content,Other crops,Roots & Tubers,Roots & Tubers,"Roots and Tubers, Total"
TaroCocoYam,Roots & Tubers,Residual,Other crops,"Roots and Tubers, Total",Roots & Tubers (potato),Other crops,Roots & Tubers,Roots & Tubers,Other crops,,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,Other crops,"Roots and Tubers, Total",Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Roots & Tubers,"Roots and Tubers, Total","Roots and Tubers, Total",Other crops,,Other crops,Roots & Tubers,Other crops,Other crops,"Roots and Tubers, Total",,"Roots and Tubers, Total",Roots/Tubers,Roots & Tubers (Potato),Other crops,Residual,Residual,Other crops,Residual,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,"Roots and Tubers, Total",,Other crops,Other crops,Roots & Tubers,Other crops,Other crops,,,Roots & Tubers,Edible roots and tubers with high starch and inulin content,Other crops,Roots & Tubers,Roots & Tubers,"Roots and Tubers, Total"
TbccLeaves,Tobacco,Residual,Other crops,Residual,Residual,Other crops,,Tobacco,Other crops,,Residual,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Residual,Residual,Other crops,Residual,,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,Tobacco - fire-cured,,,Other industrial crops,Other crops,Residual,Residual,Residual
Tea,Residual,Residual,Other crops,Residual,Residual,Other crops,Tea,Tea,Other crops,,Residual,,Tea,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Tea,Residual,Residual,Other crops,,Other crops,Tea,Other crops,Other crops,Residual,,Residual,Residual,Tea,Other crops,Residual,Residual,Other crops,Residual,,Tea,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Tea,Other crops,Other crops,Tea,,Tea,Perennial crops,Other crops,Tea,Residual,Residual
TngMndClmnt,Citrus,Fruit Primary,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits and vegetables,Fruits & Treenuts,Fruits & Treenuts,"Fruits (apples, citrus, oranges)",Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruit Primary,Fruits & Treenuts,orchards,Fruits & Treenuts,Fruits & Tree-nuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,Fruits and vegetables,Fruit Primary,Fruits,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits and treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary,,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,,Fruits (Pineapple+Mangoe+Longan+Rambutan+Durian+Mangosteen+Lychee+Tangerine+Longkong+Lime) & Treenuts,Fruits & Treenuts,Perennial crops,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruit Primary
Tomatoes,Vegetables,Residual,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Fruits and vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables Primary,Vegetables,open field vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Fruits and vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables (including root & tuber veg),Residual,Vegetables,Vegetables6,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Tomato - Industrial,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,,Vegetables (Garlic+Shallot+Onion+Potato+Tomato+Baby corn+Pepper),Vegetables,"Vegetables grown in open-field, including for seed",Vegetables,Vegetables,Vegetables,Vegetables Primary
Triticale,Other cereals,Other cereals,Other cereals,Other cereals,Other Cereals,Other cereals,Other Cereals,Other Cereals,Other cereals,,Other Cereals,Other Cereals,,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other cereals,Other Cereals,Residual,Other cereals,Other cereals,,Other cereals,Other Cereals,Other cereals,Other cereals,Residual,,Other cereals,Oth Cereals,Other Cereals,Other cereals,Grain and other crops,Residual,Other cereals,Other cereals,Other Cereals,Other Cereals,,Other cereals,Other cereals,Other cereals,Other cereals,,Other cereals,Other cereals,Other Cereals,Other cereals,Other cereals,Other cereals & oil seeds,,Other Cereals,Other cereal and leguminous crops,Other cereals,Other Cereals,Residual,Residual
TungNuts,Other oilseeds,Other Oil Crops,Other oil crops,Other Oil Crops,Other Oil Crops,Other oil crops,Other Oil Crops,Other Oil Crops,Other oil crops,,Other Oil Crops,,,Other oil crops,Other oil crops,Other oil crops,Other oil crops,Other Oil Crops,Other oil crops,Other oil crops,Other oil crops,Other oil crops,Other oil crops,Other oil crops,Other Oil Crops,Other Oil Crops,Other Oil Crops,Other oil crops,,Other oil crops,Residual,Other oil crops,Other oil crops,Residual,,Other Oil Crops,Oth Oilseeds,Other Oil Crops,Other oil crops,Grain and other crops,Residual,Other oil crops,Other oil crops,Other Oil Crops,Other Oil Crops,,Other oil crops,Other oil crops,Other oil crops,Other Oil Crops,,Other oil crops,Other oil crops,Other Oil Crops,Other oil crops,Other oil crops,Other cereals & oil seeds,,Other Oil Crops,Other industrial crops,Other oil crops,Other Oil Crops,Other Cereals,Other Oil Crops
Turnips4Fddr,Residual,Residual,Other crops,Residual,Residual,Other crops,,Residual,Other crops,,Tame Hay,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Grassland (Dairy),Residual,Other crops,Residual,Cultivated Pastures,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,Grassland,"Fodder crops, including for seed",Other crops,Residual,Grassland,Residual
Vanilla,Residual,Residual,Other crops,Residual,Residual,Other crops,,Residual,Other crops,,Residual,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Residual,Residual,Other crops,Residual,,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,,Perennial crops,Other crops,Residual,Residual,Residual
Vetches,Residual,Residual,"Pulses (peas, beans)",Residual,Pulses,"Pulses (peas, beans)",Pulses,Pulses,"Pulses (peas, beans)",,Pulses,,,"Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)",Residual,"Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)",Pulses,Residual,Residual,"Pulses (peas, beans)",,"Pulses (peas, beans)",Residual,"Pulses (peas, beans)","Pulses (peas, beans)",Residual,Pulses,Residual,Residual,Pulses,"Pulses (peas, beans)",Residual,Residual,"Pulses (peas, beans)",Pulses,,,,"Pulses (peas, beans)","Pulses (peas, beans)","Pulses (peas, beans)",Residual,,"Pulses (peas, beans)","Pulses (peas, beans)",Pulses,"Pulses (peas, beans)","Pulses (peas, beans)",Beans,,Pulses,Other cereal and leguminous crops,"Pulses (peas, beans)",Pulses,Residual,Residual
Vgt_RootFddr,Residual,Residual,Other crops,Residual,Residual,Other crops,,Residual,Other crops,,Tame Hay,,,Other crops,Other crops,Other crops,Other crops,Residual,Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Residual,Residual,Residual,Other crops,,Other crops,Residual,Other crops,Other crops,Residual,,Residual,Residual,,Other crops,Grassland (Dairy),Residual,Other crops,Residual,Cultivated Pastures,,,Other crops,Other crops,Other crops,Residual,,Other crops,Other crops,Residual,Other crops,Other crops,,,Grassland,"Fodder crops, including for seed",Other crops,Residual,Grassland,Residual
VgtbFrshNES,Vegetables,Residual,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Fruits and vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables Primary,Vegetables,open field vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Fruits and vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables (including root & tuber veg),Residual,Vegetables,Vegetables6,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,,Vegetables (Garlic+Shallot+Onion+Potato+Tomato+Baby corn+Pepper),Vegetables,"Vegetables grown in open-field, including for seed",Vegetables,Vegetables,Vegetables,Vegetables Primary
Walnuts,Residual,Residual,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,,Fruits & Treenuts,Fruits & Treenuts,,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Residual,Fruits & Treenuts,orchards,Fruits & Treenuts,Fruits & Tree-nuts,Fruits & Treenuts,Fruits & Treenuts,Residual,,Residual,Residual,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,Fruits & Treenuts,Fruits and treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual,,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,,,Fruits & Treenuts,Perennial crops,Fruits & Treenuts,Fruits & Treenuts,Fruits & Treenuts,Residual
Watermelons,Vegetables,Residual,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Fruits and vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Vegetables Primary,Vegetables,irrigated field crops,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,Fruits and vegetables,Vegetables Primary,Vegetables,Vegetables,Vegetables,Vegetables (including root & tuber veg),Residual,Vegetables,Vegetables6,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables Primary,,Vegetables,Vegetables,Vegetables,Vegetables,Vegetables,,Vegetables (Garlic+Shallot+Onion+Potato+Tomato+Baby corn+Pepper),Vegetables,"Food melons, including for seed",Vegetables,Vegetables,Vegetables,Vegetables Primary
Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Wheat,Residual,Wheat,Wheat,non irrigated winter crops (mainly wheat),Wheat,Wheat,Wheat,Wheat,Residual,Wheat,Wheat,Wheat,Wheat,Wheat,Grain and other crops,Residual,Wheat,Wheat,Wheat,,,Wheat,Wheat,Wheat,Wheat,,Wheat,Wheat,Wheat,Wheat,Wheat,Other cereals & oil seeds,,Wheat,Wheat,Wheat,Wheat,Wheat,Residual
Yams,Roots & Tubers,Residual,Other crops,"Roots and Tubers, Total",Roots & Tubers (potato),Other crops,Roots & Tubers,Roots & Tubers,Other crops,,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,Other crops,"Roots and Tubers, Total",Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Roots & Tubers,"Roots and Tubers, Total","Roots and Tubers, Total",Other crops,,Other crops,Roots & Tubers,Other crops,Other crops,"Roots and Tubers, Total",,"Roots and Tubers, Total",Roots/Tubers,Roots & Tubers (Potato),Other crops,Residual,Yam,Other crops,Residual,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,"Roots and Tubers, Total",,Other crops,Other crops,Roots & Tubers,Other crops,Other crops,,,Roots & Tubers,Edible roots and tubers with high starch and inulin content,Other crops,Roots & Tubers,Roots & Tubers,"Roots and Tubers, Total"
YautiaCcYam,Roots & Tubers,Residual,Other crops,"Roots and Tubers, Total",Roots & Tubers (potato),Other crops,Roots & Tubers,Roots & Tubers,Other crops,,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,Other crops,"Roots and Tubers, Total",Other crops,Other crops,Other crops,Other crops,Other crops,Other crops,Roots & Tubers,"Roots and Tubers, Total","Roots and Tubers, Total",Other crops,,Other crops,Roots & Tubers,Other crops,Other crops,"Roots and Tubers, Total",,"Roots and Tubers, Total",Roots/Tubers,Roots & Tubers (Potato),Other crops,Residual,Cocoyam / Taro,Other crops,Residual,Roots & Tubers,Roots & Tubers,Roots & Tubers,Other crops,Other crops,Other crops,"Roots and Tubers, Total",,Other crops,Other crops,Roots & Tubers,Other crops,Other crops,,,Roots & Tubers,Edible roots and tubers with high starch and inulin content,Other crops,Roots & Tubers,Roots & Tubers,"Roots and Tubers, Total"
