# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
Nebraska,comm,electricity,cooling,air conditioning,2015,0.0436721,0.0011883
Nebraska,comm,electricity,heating,electric furnace,2015,0.0338809,9.219e-4
Nebraska,comm,electricity,heating,electric heat pump,2015,0.0092649,2.521e-4
Nebraska,comm,electricity,hot water,electric heat pump water heater,2015,7.89e-5,2.1e-6
Nebraska,comm,electricity,hot water,electric resistance water heater,2015,0.0041046,1.117e-4
Nebraska,comm,electricity,lighting,lighting,2015,0.0845329,0.0023002
Nebraska,comm,electricity,office,office equipment,2015,0.0879462,0.0023931
Nebraska,comm,electricity,other,electricity,2015,0.5238953,0.0142555
Nebraska,comm,electricity,refrigeration,refrigeration,2015,0.1192615,0.0032452
Nebraska,comm,electricity,ventilation,ventilation,2015,0.0779255,0.0021204
Nebraska,comm,gas,cooking,gas range,2015,0.0470208,0.0014139
Nebraska,comm,gas,cooling,gas cooling,2015,8.458e-4,2.54e-5
Nebraska,comm,gas,heating,gas furnace,2015,0.4787543,0.0143962
Nebraska,comm,gas,hot water,gas water heater,2015,0.0809523,0.0024342
Nebraska,comm,gas,other,gas,2015,0.3924268,0.0118003
Nebraska,comm,refined liquids,heating,fuel furnace,2015,0.3283552,8.869e-4
Nebraska,comm,refined liquids,hot water,fuel water heater,2015,0.0025688,6.9e-6
Nebraska,comm,refined liquids,other,refined liquids,2015,0.6690761,0.0018073
Nebraska,resid,biomass,heating,wood furnace,2015,1,0.0049379
Nebraska,resid,electricity,clothes dryers,clothes dryer,2015,0.0455569,0.0014832
Nebraska,resid,electricity,clothes washers,clothes washer,2015,0.0073356,2.388e-4
Nebraska,resid,electricity,computers,electricity,2015,0.0235629,7.672e-4
Nebraska,resid,electricity,cooking,electric oven,2015,0.0126093,4.105e-4
Nebraska,resid,electricity,cooling,air conditioning,2015,0.0629416,0.0020492
Nebraska,resid,electricity,dishwashers,dishwasher,2015,0.0055292,1.8e-4
Nebraska,resid,electricity,freezers,freezer,2015,0.0203701,6.632e-4
Nebraska,resid,electricity,furnace fans,electricity,2015,0.0259821,8.459e-4
Nebraska,resid,electricity,heating,electric furnace,2015,0.1668979,0.0054338
Nebraska,resid,electricity,heating,electric heat pump,2015,0.0308684,0.001005
Nebraska,resid,electricity,hot water,electric resistance water heater,2015,0.1093,0.0035586
Nebraska,resid,electricity,lighting,lighting,2015,0.0890787,0.0029002
Nebraska,resid,electricity,other,electricity,2015,0.3386786,0.0110267
Nebraska,resid,electricity,refrigerators,refrigerator,2015,0.0612889,0.0019954
Nebraska,resid,gas,clothes dryers,clothes dryer,2015,0.0035561,1.242e-4
Nebraska,resid,gas,cooking,gas oven,2015,0.0105904,3.699e-4
Nebraska,resid,gas,cooling,air conditioning,2015,0.0049327,1.723e-4
Nebraska,resid,gas,heating,gas furnace,2015,0.7572898,0.026454
Nebraska,resid,gas,hot water,gas water heater,2015,0.2084835,0.0072829
Nebraska,resid,gas,other,gas,2015,0.0151474,5.291e-4
Nebraska,resid,refined liquids,cooking,lpg oven,2015,0.0135876,1.189e-4
Nebraska,resid,refined liquids,heating,fuel furnace,2015,0.8859563,0.0077514
Nebraska,resid,refined liquids,hot water,fuel water heater,2015,0.0831784,7.277e-4
Nebraska,resid,refined liquids,other,refined liquids,2015,0.0172777,1.512e-4
Nevada,comm,electricity,cooking,electric range,2015,0.0176785,8.332e-4
Nevada,comm,electricity,cooling,air conditioning,2015,0.0565007,0.002663
Nevada,comm,electricity,heating,electric furnace,2015,0.0121956,5.748e-4
Nevada,comm,electricity,heating,electric heat pump,2015,0.0048693,2.295e-4
Nevada,comm,electricity,hot water,electric heat pump water heater,2015,8.5e-6,4e-7
Nevada,comm,electricity,hot water,electric resistance water heater,2015,0.0022518,1.061e-4
Nevada,comm,electricity,lighting,lighting,2015,0.080483,0.0037934
Nevada,comm,electricity,office,office equipment,2015,0.107239,0.0050545
Nevada,comm,electricity,other,electricity,2015,0.5727637,0.0269958
Nevada,comm,electricity,refrigeration,refrigeration,2015,0.0715051,0.0033702
Nevada,comm,electricity,ventilation,ventilation,2015,0.0745048,0.0035116
Nevada,comm,gas,cooking,gas range,2015,0.058041,0.0021543
Nevada,comm,gas,cooling,gas cooling,2015,0.0021355,7.93e-5
Nevada,comm,gas,heating,gas furnace,2015,0.4825728,0.0179116
Nevada,comm,gas,hot water,gas water heater,2015,0.1998126,0.0074164
Nevada,comm,gas,other,gas,2015,0.2574382,0.0095553
Nevada,comm,refined liquids,heating,fuel furnace,2015,0.0271332,1.194e-4
Nevada,comm,refined liquids,hot water,fuel water heater,2015,0,0
Nevada,comm,refined liquids,other,refined liquids,2015,0.9728668,0.0042827
Nevada,resid,biomass,heating,wood furnace,2015,1,0.0034547
Nevada,resid,electricity,clothes dryers,clothes dryer,2015,0.0441451,0.0016006
Nevada,resid,electricity,clothes washers,clothes washer,2015,0.0082056,2.975e-4
Nevada,resid,electricity,computers,electricity,2015,0.0295695,0.0010721
Nevada,resid,electricity,cooking,electric oven,2015,0.0118185,4.285e-4
Nevada,resid,electricity,cooling,air conditioning,2015,0.12873,0.0046674
Nevada,resid,electricity,dishwashers,dishwasher,2015,0.0060873,2.207e-4
Nevada,resid,electricity,freezers,freezer,2015,0.0183661,6.659e-4
Nevada,resid,electricity,furnace fans,electricity,2015,0.020506,7.435e-4
Nevada,resid,electricity,heating,electric furnace,2015,0.0726833,0.0026353
Nevada,resid,electricity,heating,electric heat pump,2015,0.018584,6.738e-4
Nevada,resid,electricity,hot water,electric resistance water heater,2015,0.0719948,0.0026103
Nevada,resid,electricity,lighting,lighting,2015,0.1054481,0.0038232
Nevada,resid,electricity,other,electricity,2015,0.3908999,0.0141729
Nevada,resid,electricity,refrigerators,refrigerator,2015,0.0729615,0.0026454
Nevada,resid,gas,clothes dryers,clothes dryer,2015,0.0071109,3.587e-4
Nevada,resid,gas,cooking,gas oven,2015,0.0178039,8.98e-4
Nevada,resid,gas,cooling,air conditioning,2015,0.0178028,8.979e-4
Nevada,resid,gas,heating,gas furnace,2015,0.6078535,0.0306582
Nevada,resid,gas,hot water,gas water heater,2015,0.2904927,0.0146515
Nevada,resid,gas,other,gas,2015,0.0589362,0.0029726
Nevada,resid,refined liquids,cooking,lpg oven,2015,0.0310159,1.085e-4
Nevada,resid,refined liquids,heating,fuel furnace,2015,0.5680852,0.0019882
Nevada,resid,refined liquids,hot water,fuel water heater,2015,0.2331322,8.159e-4
Nevada,resid,refined liquids,other,refined liquids,2015,0.1677667,5.872e-4
New Hampshire,comm,electricity,cooking,electric range,2015,0.0120756,2.348e-4
New Hampshire,comm,electricity,cooling,air conditioning,2015,0.048894,9.507e-4
New Hampshire,comm,electricity,heating,electric furnace,2015,0.0156825,3.049e-4
New Hampshire,comm,electricity,heating,electric heat pump,2015,0.0069388,1.349e-4
New Hampshire,comm,electricity,hot water,electric heat pump water heater,2015,4.2e-5,8e-7
New Hampshire,comm,electricity,hot water,electric resistance water heater,2015,0.0053416,1.039e-4
New Hampshire,comm,electricity,lighting,lighting,2015,0.088669799999999993,0.0017242
New Hampshire,comm,electricity,office,office equipment,2015,0.110951,0.0021574
New Hampshire,comm,electricity,other,electricity,2015,0.4952979,0.009631
New Hampshire,comm,electricity,refrigeration,refrigeration,2015,0.1403147,0.0027284
New Hampshire,comm,electricity,ventilation,ventilation,2015,0.0757921,0.0014738
New Hampshire,comm,gas,cooking,gas range,2015,0.0422426,7.534e-4
New Hampshire,comm,gas,cooling,gas cooling,2015,0.0018806,3.35e-5
New Hampshire,comm,gas,heating,gas furnace,2015,0.2909385,0.0051887
New Hampshire,comm,gas,hot water,gas water heater,2015,0.0440144,7.85e-4
New Hampshire,comm,gas,other,gas,2015,0.620924,0.0110737
New Hampshire,comm,refined liquids,heating,fuel furnace,2015,0.9839995,0.0080632
New Hampshire,comm,refined liquids,hot water,fuel water heater,2015,0.0160005,1.311e-4
New Hampshire,comm,refined liquids,other,refined liquids,2015,0,0
New Hampshire,resid,biomass,heating,wood furnace,2015,1,0.0051366
New Hampshire,resid,electricity,clothes dryers,clothes dryer,2015,0.0473456,7.107e-4
New Hampshire,resid,electricity,clothes washers,clothes washer,2015,0.0088934,1.335e-4
New Hampshire,resid,electricity,computers,electricity,2015,0.0325419,4.885e-4
New Hampshire,resid,electricity,cooking,electric oven,2015,0.0158503,2.379e-4
New Hampshire,resid,electricity,cooling,air conditioning,2015,0.0577003,8.662e-4
New Hampshire,resid,electricity,dishwashers,dishwasher,2015,0.0060162,9.03e-5
New Hampshire,resid,electricity,freezers,freezer,2015,0.0150479,2.259e-4
New Hampshire,resid,electricity,furnace fans,electricity,2015,0.0302728,4.544e-4
New Hampshire,resid,electricity,heating,electric furnace,2015,0.06947,0.0010428
New Hampshire,resid,electricity,heating,electric heat pump,2015,0.0028202,4.23e-5
New Hampshire,resid,electricity,hot water,electric resistance water heater,2015,0.1150288,0.0017267
New Hampshire,resid,electricity,lighting,lighting,2015,0.1220162,0.0018316
New Hampshire,resid,electricity,other,electricity,2015,0.4013041,0.0060241
New Hampshire,resid,electricity,refrigerators,refrigerator,2015,0.0756922,0.0011362
New Hampshire,resid,gas,clothes dryers,clothes dryer,2015,0.0055299,1.105e-4
New Hampshire,resid,gas,cooking,gas oven,2015,0.0187156,3.739e-4
New Hampshire,resid,gas,cooling,air conditioning,2015,5.707e-4,1.14e-5
New Hampshire,resid,gas,heating,gas furnace,2015,0.7603502,0.0151894
New Hampshire,resid,gas,hot water,gas water heater,2015,0.1953955,0.0039034
New Hampshire,resid,gas,other,gas,2015,0.019438,3.883e-4
New Hampshire,resid,refined liquids,cooking,lpg oven,2015,0.0111704,2.742e-4
New Hampshire,resid,refined liquids,heating,fuel furnace,2015,0.8494985,0.020855
New Hampshire,resid,refined liquids,hot water,fuel water heater,2015,0.1163579,0.0028566
New Hampshire,resid,refined liquids,other,refined liquids,2015,0.0229733,5.64e-4
New Jersey,comm,electricity,cooking,electric range,2015,0.0121044,0.0016734
New Jersey,comm,electricity,cooling,air conditioning,2015,0.0923867,0.0127723
New Jersey,comm,electricity,heating,electric furnace,2015,0.0200534,0.0027723
New Jersey,comm,electricity,heating,electric heat pump,2015,0.0060007,8.296e-4
New Jersey,comm,electricity,hot water,electric heat pump water heater,2015,8.38e-5,1.16e-5
New Jersey,comm,electricity,hot water,electric resistance water heater,2015,0.0044544,6.158e-4
New Jersey,comm,electricity,lighting,lighting,2015,0.1302127,0.0180017
New Jersey,comm,electricity,office,office equipment,2015,0.1379385,0.0190698
New Jersey,comm,electricity,other,electricity,2015,0.3461042,0.0478484
New Jersey,comm,electricity,refrigeration,refrigeration,2015,0.128986,0.0178321
New Jersey,comm,electricity,ventilation,ventilation,2015,0.1216751,0.0168214
New Jersey,comm,gas,cooking,gas range,2015,0.0918274,0.0117155
New Jersey,comm,gas,cooling,gas cooling,2015,0.0145145,0.0018518
New Jersey,comm,gas,heating,gas furnace,2015,0.5779083,0.0737306
New Jersey,comm,gas,hot water,gas water heater,2015,0.2094414,0.0267209
New Jersey,comm,gas,other,gas,2015,0.1063084,0.013563
New Jersey,comm,refined liquids,heating,fuel furnace,2015,0.958295,0.0177676
New Jersey,comm,refined liquids,hot water,fuel water heater,2015,0.041705,7.732e-4
New Jersey,comm,refined liquids,other,refined liquids,2015,0,0
New Jersey,resid,biomass,heating,wood furnace,2015,1,0.018538
New Jersey,resid,electricity,clothes dryers,clothes dryer,2015,0.0386461,0.0046226
New Jersey,resid,electricity,clothes washers,clothes washer,2015,0.0077538,9.275e-4
New Jersey,resid,electricity,computers,electricity,2015,0.0313376,0.0037484
New Jersey,resid,electricity,cooking,electric oven,2015,0.0098155,0.0011741
New Jersey,resid,electricity,cooling,air conditioning,2015,0.1180514,0.0141207
New Jersey,resid,electricity,dishwashers,dishwasher,2015,0.0054485,6.517e-4
New Jersey,resid,electricity,freezers,freezer,2015,0.0157523,0.0018842
New Jersey,resid,electricity,furnace fans,electricity,2015,0.0236858,0.0028332
New Jersey,resid,electricity,heating,electric furnace,2015,0.1156959,0.0138389
New Jersey,resid,electricity,heating,electric heat pump,2015,0.0401672,0.0048046
New Jersey,resid,electricity,hot water,electric resistance water heater,2015,0.1233494,0.0147544
New Jersey,resid,electricity,lighting,lighting,2015,0.1006427,0.0120383
New Jersey,resid,electricity,other,electricity,2015,0.3027811,0.036217
New Jersey,resid,electricity,refrigerators,refrigerator,2015,0.0668728,0.007999
New Jersey,resid,gas,clothes dryers,clothes dryer,2015,0.006796,0.0012658
New Jersey,resid,gas,cooking,gas oven,2015,0.0256413,0.0047758
New Jersey,resid,gas,cooling,air conditioning,2015,0.0097796,0.0018215
New Jersey,resid,gas,heating,gas furnace,2015,0.7373481,0.1373356
New Jersey,resid,gas,hot water,gas water heater,2015,0.182837,0.0340545
New Jersey,resid,gas,other,gas,2015,0.037598,0.0070029
New Jersey,resid,refined liquids,cooking,lpg oven,2015,0.0091124,4.872e-4
New Jersey,resid,refined liquids,heating,fuel furnace,2015,0.8162729,0.043639
New Jersey,resid,refined liquids,hot water,fuel water heater,2015,0.1264136,0.0067582
New Jersey,resid,refined liquids,other,refined liquids,2015,0.0482011,0.0025769
New Mexico,comm,electricity,cooking,electric range,2015,0.0163913,5.181e-4
New Mexico,comm,electricity,cooling,air conditioning,2015,0.0984818,0.0031129
New Mexico,comm,electricity,heating,electric furnace,2015,0.0078344,2.476e-4
New Mexico,comm,electricity,heating,electric heat pump,2015,0.0031887,1.008e-4
New Mexico,comm,electricity,hot water,electric heat pump water heater,2015,1.37e-5,4e-7
New Mexico,comm,electricity,hot water,electric resistance water heater,2015,0.0027751,8.77e-5
New Mexico,comm,electricity,lighting,lighting,2015,0.0848671,0.0026826
New Mexico,comm,electricity,office,office equipment,2015,0.0989017,0.0031262
New Mexico,comm,electricity,other,electricity,2015,0.5146546,0.0162678
New Mexico,comm,electricity,refrigeration,refrigeration,2015,0.091678,0.0028979
New Mexico,comm,electricity,ventilation,ventilation,2015,0.0812137,0.0025671
New Mexico,comm,gas,cooking,gas range,2015,0.0869636,0.0011954000000000001
New Mexico,comm,gas,cooling,gas cooling,2015,0.0084087,1.156e-4
New Mexico,comm,gas,heating,gas furnace,2015,0.4923759,0.0067681
New Mexico,comm,gas,hot water,gas water heater,2015,0.2090934,0.0028742
New Mexico,comm,gas,other,gas,2015,0.2031584,0.0027926
New Mexico,comm,refined liquids,heating,fuel furnace,2015,0.0062473,2.8e-6
New Mexico,comm,refined liquids,hot water,fuel water heater,2015,1.78e-5,0
New Mexico,comm,refined liquids,other,refined liquids,2015,0.9937349,4.377e-4
New Mexico,resid,biomass,heating,wood furnace,2015,1,0.0022049
New Mexico,resid,electricity,clothes dryers,clothes dryer,2015,0.040777,0.0012941
New Mexico,resid,electricity,clothes washers,clothes washer,2015,0.0071179,2.259e-4
New Mexico,resid,electricity,computers,electricity,2015,0.0248761,7.894e-4
New Mexico,resid,electricity,cooking,electric oven,2015,0.0094229,2.99e-4
New Mexico,resid,electricity,cooling,air conditioning,2015,0.2350449,0.0074591
New Mexico,resid,electricity,dishwashers,dishwasher,2015,0.0051905,1.647e-4
New Mexico,resid,electricity,freezers,freezer,2015,0.0155477,4.934e-4
New Mexico,resid,electricity,furnace fans,electricity,2015,0.0257444,8.17e-4
New Mexico,resid,electricity,heating,electric furnace,2015,0.0537358,0.0017053
New Mexico,resid,electricity,heating,electric heat pump,2015,0.0109837,3.486e-4
New Mexico,resid,electricity,hot water,electric resistance water heater,2015,0.0781904,0.0024814
New Mexico,resid,electricity,lighting,lighting,2015,0.0896159,0.0028439
New Mexico,resid,electricity,other,electricity,2015,0.3420287,0.0108542
New Mexico,resid,electricity,refrigerators,refrigerator,2015,0.061724,0.0019588
New Mexico,resid,gas,clothes dryers,clothes dryer,2015,0.0072619,1.287e-4
New Mexico,resid,gas,cooking,gas oven,2015,0.0198255,3.514e-4
New Mexico,resid,gas,cooling,air conditioning,2015,0.0194664,3.451e-4
New Mexico,resid,gas,heating,gas furnace,2015,0.6077321,0.0107734
New Mexico,resid,gas,hot water,gas water heater,2015,0.2773294,0.0049163
New Mexico,resid,gas,other,gas,2015,0.0683848,0.0012123
New Mexico,resid,refined liquids,cooking,lpg oven,2015,0.0432676,8.82e-5
New Mexico,resid,refined liquids,heating,fuel furnace,2015,0.5101297,0.0010402
New Mexico,resid,refined liquids,hot water,fuel water heater,2015,0.2548718,5.197e-4
New Mexico,resid,refined liquids,other,refined liquids,2015,0.1917309,3.91e-4
New York,comm,electricity,cooking,electric range,2015,0.0110954,0.0031629
New York,comm,electricity,cooling,air conditioning,2015,0.0831501,0.023703
New York,comm,electricity,heating,electric furnace,2015,0.0200111,0.0057044
New York,comm,electricity,heating,electric heat pump,2015,0.0047448,0.0013526
New York,comm,electricity,hot water,electric heat pump water heater,2015,8.82e-5,2.52e-5
New York,comm,electricity,hot water,electric resistance water heater,2015,0.0038762,0.001105
New York,comm,electricity,lighting,lighting,2015,0.1272695,0.0362799
New York,comm,electricity,office,office equipment,2015,0.147077,0.0419263
New York,comm,electricity,other,electricity,2015,0.3379772,0.0963449
New York,comm,electricity,refrigeration,refrigeration,2015,0.1271772,0.0362535
New York,comm,electricity,ventilation,ventilation,2015,0.1375333,0.0392057
New York,comm,gas,cooking,gas range,2015,0.0715808,0.022018
New York,comm,gas,cooling,gas cooling,2015,0.0118769,0.0036533
New York,comm,gas,heating,gas furnace,2015,0.6027557,0.1854056
New York,comm,gas,hot water,gas water heater,2015,0.2014328,0.06196
New York,comm,gas,other,gas,2015,0.1123537,0.0345596
New York,comm,refined liquids,heating,fuel furnace,2015,0.9772099,0.0506684
New York,comm,refined liquids,hot water,fuel water heater,2015,0.0227901,0.0011817
New York,comm,refined liquids,other,refined liquids,2015,0,0
New York,resid,biomass,heating,wood furnace,2015,1,0.0546253
New York,resid,electricity,clothes dryers,clothes dryer,2015,0.0373879,0.0072259
New York,resid,electricity,clothes washers,clothes washer,2015,0.0081839,0.0015817
New York,resid,electricity,computers,electricity,2015,0.0405909,0.007845
New York,resid,electricity,cooking,electric oven,2015,0.0112019,0.002165
New York,resid,electricity,cooling,air conditioning,2015,0.1091185,0.0210892
New York,resid,electricity,dishwashers,dishwasher,2015,0.0057623,0.0011137
New York,resid,electricity,freezers,freezer,2015,0.0178269,0.0034454
New York,resid,electricity,furnace fans,electricity,2015,0.0304695,0.0058888
New York,resid,electricity,heating,electric furnace,2015,0.0847059,0.016371
New York,resid,electricity,heating,electric heat pump,2015,0.0218194,0.004217
New York,resid,electricity,hot water,electric resistance water heater,2015,0.1155138,0.0223252
New York,resid,electricity,lighting,lighting,2015,0.1243154,0.0240263
New York,resid,electricity,other,electricity,2015,0.3076727,0.0594635
New York,resid,electricity,refrigerators,refrigerator,2015,0.085431000000000007,0.0165112
New York,resid,gas,clothes dryers,clothes dryer,2015,0.0071129,0.0033494
New York,resid,gas,cooking,gas oven,2015,0.0259421,0.0122159
New York,resid,gas,cooling,air conditioning,2015,0.0020338,9.577e-4
New York,resid,gas,heating,gas furnace,2015,0.7594551,0.3576199
New York,resid,gas,hot water,gas water heater,2015,0.176215,0.0829779
New York,resid,gas,other,gas,2015,0.0292411,0.0137693
New York,resid,refined liquids,cooking,lpg oven,2015,0.0094091,0.0013393
New York,resid,refined liquids,heating,fuel furnace,2015,0.8170557,0.1162984
New York,resid,refined liquids,hot water,fuel water heater,2015,0.1329647,0.018926
New York,resid,refined liquids,other,refined liquids,2015,0.0405705,0.0057747
North Carolina,comm,electricity,cooking,electric range,2015,0.0150099,0.0029596
North Carolina,comm,electricity,cooling,air conditioning,2015,0.1403563,0.027675
North Carolina,comm,electricity,heating,electric furnace,2015,0.0126647,0.0024972
North Carolina,comm,electricity,heating,electric heat pump,2015,0.0079248,0.0015626
North Carolina,comm,electricity,hot water,electric heat pump water heater,2015,7.06e-5,1.39e-5
North Carolina,comm,electricity,hot water,electric resistance water heater,2015,0.0068264,0.001346
North Carolina,comm,electricity,lighting,lighting,2015,0.1149164,0.0226589
North Carolina,comm,electricity,office,office equipment,2015,0.1088065,0.0214541
North Carolina,comm,electricity,other,electricity,2015,0.3666733,0.0722995
North Carolina,comm,electricity,refrigeration,refrigeration,2015,0.1430853,0.0282131
North Carolina,comm,electricity,ventilation,ventilation,2015,0.0836658,0.016497
North Carolina,comm,gas,cooking,gas range,2015,0.1753621,0.0099404
North Carolina,comm,gas,cooling,gas cooling,2015,0.0253966,0.0014396
North Carolina,comm,gas,heating,gas furnace,2015,0.4753915,0.0269476
North Carolina,comm,gas,hot water,gas water heater,2015,0.2424838,0.0137452
North Carolina,comm,gas,other,gas,2015,0.0813661,0.0046122
North Carolina,comm,refined liquids,heating,fuel furnace,2015,0.2411023,0.0014249
North Carolina,comm,refined liquids,hot water,fuel water heater,2015,0.056167,3.319e-4
North Carolina,comm,refined liquids,other,refined liquids,2015,0.7027307,0.0041532
North Carolina,resid,biomass,heating,wood furnace,2015,1,0.0184296
North Carolina,resid,electricity,clothes dryers,clothes dryer,2015,0.036322,0.0075558
North Carolina,resid,electricity,clothes washers,clothes washer,2015,0.0058071,0.001208
North Carolina,resid,electricity,computers,electricity,2015,0.0196034,0.004078
North Carolina,resid,electricity,cooking,electric oven,2015,0.0094609,0.0019681
North Carolina,resid,electricity,cooling,air conditioning,2015,0.1652435,0.0343745
North Carolina,resid,electricity,dishwashers,dishwasher,2015,0.0040532,8.432e-4
North Carolina,resid,electricity,freezers,freezer,2015,0.0089635,0.0018646
North Carolina,resid,electricity,furnace fans,electricity,2015,0.0147099,0.00306
North Carolina,resid,electricity,heating,electric furnace,2015,0.1183045,0.0246101
North Carolina,resid,electricity,heating,electric heat pump,2015,0.0656456,0.0136558
North Carolina,resid,electricity,hot water,electric resistance water heater,2015,0.1516321,0.031543
North Carolina,resid,electricity,lighting,lighting,2015,0.0684951,0.0142486
North Carolina,resid,electricity,other,electricity,2015,0.2840226,0.0590834
North Carolina,resid,electricity,refrigerators,refrigerator,2015,0.0477365,0.0099303
North Carolina,resid,gas,clothes dryers,clothes dryer,2015,0.0048352,3.36e-4
North Carolina,resid,gas,cooking,gas oven,2015,0.0237802,0.0016527
North Carolina,resid,gas,cooling,air conditioning,2015,0.0577043,0.0040103
North Carolina,resid,gas,heating,gas furnace,2015,0.6005685,0.0417383
North Carolina,resid,gas,hot water,gas water heater,2015,0.2238082,0.0155542
North Carolina,resid,gas,other,gas,2015,0.0893035,0.0062064
North Carolina,resid,refined liquids,cooking,lpg oven,2015,0.0307157,6.294e-4
North Carolina,resid,refined liquids,heating,fuel furnace,2015,0.635369,0.0130198
North Carolina,resid,refined liquids,hot water,fuel water heater,2015,0.1455909,0.0029834
North Carolina,resid,refined liquids,other,refined liquids,2015,0.1883243,0.0038591
North Dakota,comm,electricity,cooking,electric range,2015,0.0156942,1.706e-4
North Dakota,comm,electricity,cooling,air conditioning,2015,0.0439417,4.777e-4
North Dakota,comm,electricity,heating,electric furnace,2015,0.0332211,3.611e-4
North Dakota,comm,electricity,heating,electric heat pump,2015,0.0089246,9.7e-5
North Dakota,comm,electricity,hot water,electric heat pump water heater,2015,7.73e-5,8e-7
North Dakota,comm,electricity,hot water,electric resistance water heater,2015,0.004125,4.48e-5
North Dakota,comm,electricity,lighting,lighting,2015,0.0857228,9.319e-4
North Dakota,comm,electricity,office,office equipment,2015,0.0895388,9.734e-4
North Dakota,comm,electricity,other,electricity,2015,0.5236322,0.0056924
North Dakota,comm,electricity,refrigeration,refrigeration,2015,0.1168864,0.0012707
North Dakota,comm,electricity,ventilation,ventilation,2015,0.078236,8.505e-4
North Dakota,comm,gas,cooking,gas range,2015,0.047032,5.616e-4
North Dakota,comm,gas,cooling,gas cooling,2015,8.923e-4,1.07e-5
North Dakota,comm,gas,heating,gas furnace,2015,0.4831588,0.0057697
North Dakota,comm,gas,hot water,gas water heater,2015,0.0818003,9.768e-4
North Dakota,comm,gas,other,gas,2015,0.3871166,0.0046228
North Dakota,comm,refined liquids,heating,fuel furnace,2015,0.3316297,3.643e-4
North Dakota,comm,refined liquids,hot water,fuel water heater,2015,0.0024708,2.7e-6
North Dakota,comm,refined liquids,other,refined liquids,2015,0.6658995,7.314e-4
North Dakota,resid,biomass,heating,wood furnace,2015,1,0.0019548
North Dakota,resid,electricity,clothes dryers,clothes dryer,2015,0.0459095,5.808e-4
North Dakota,resid,electricity,clothes washers,clothes washer,2015,0.007441,9.41e-5
North Dakota,resid,electricity,computers,electricity,2015,0.0239199,3.026e-4
North Dakota,resid,electricity,cooking,electric oven,2015,0.0126946,1.606e-4
North Dakota,resid,electricity,cooling,air conditioning,2015,0.0624322,7.899e-4
North Dakota,resid,electricity,dishwashers,dishwasher,2015,0.0055689,7.05e-5
North Dakota,resid,electricity,freezers,freezer,2015,0.0204879,2.592e-4
North Dakota,resid,electricity,furnace fans,electricity,2015,0.0264246,3.343e-4
North Dakota,resid,electricity,heating,electric furnace,2015,0.1621652,0.0020517
North Dakota,resid,electricity,heating,electric heat pump,2015,0.0300228,3.798e-4
North Dakota,resid,electricity,hot water,electric resistance water heater,2015,0.109972,0.0013913
North Dakota,resid,electricity,lighting,lighting,2015,0.0906763,0.0011472
North Dakota,resid,electricity,other,electricity,2015,0.3399995,0.0043016
North Dakota,resid,electricity,refrigerators,refrigerator,2015,0.062285600000000003,7.88e-4
North Dakota,resid,gas,clothes dryers,clothes dryer,2015,0.0037881,5.33e-5
North Dakota,resid,gas,cooking,gas oven,2015,0.0108079,1.52e-4
North Dakota,resid,gas,cooling,air conditioning,2015,0.0044932,6.32e-5
North Dakota,resid,gas,heating,gas furnace,2015,0.7609648,0.0107052
North Dakota,resid,gas,hot water,gas water heater,2015,0.2048566,0.0028819
North Dakota,resid,gas,other,gas,2015,0.0150894,2.123e-4
North Dakota,resid,refined liquids,cooking,lpg oven,2015,0.013363,4.67e-5
North Dakota,resid,refined liquids,heating,fuel furnace,2015,0.8847086,0.0030894
North Dakota,resid,refined liquids,hot water,fuel water heater,2015,0.0825149,2.881e-4
North Dakota,resid,refined liquids,other,refined liquids,2015,0.0194136,6.78e-5
Ohio,comm,electricity,cooking,electric range,2015,0.0173596,0.0034047
Ohio,comm,electricity,cooling,air conditioning,2015,0.0801587,0.0157213
Ohio,comm,electricity,heating,electric furnace,2015,0.0269617,0.0052879
Ohio,comm,electricity,heating,electric heat pump,2015,0.0066093,0.0012963
Ohio,comm,electricity,hot water,electric heat pump water heater,2015,4.24e-5,8.3e-6
Ohio,comm,electricity,hot water,electric resistance water heater,2015,0.0045049,8.835e-4
Ohio,comm,electricity,lighting,lighting,2015,0.1167812,0.022904
Ohio,comm,electricity,office,office equipment,2015,0.11688,0.0229234
Ohio,comm,electricity,other,electricity,2015,0.4124452,0.0808918
Ohio,comm,electricity,refrigeration,refrigeration,2015,0.1172329,0.0229926
Ohio,comm,electricity,ventilation,ventilation,2015,0.1010242,0.0198136
Ohio,comm,gas,cooking,gas range,2015,0.0763232,0.0117679
Ohio,comm,gas,cooling,gas cooling,2015,0.0077629,0.0011969
Ohio,comm,gas,heating,gas furnace,2015,0.5667463,0.087384
Ohio,comm,gas,hot water,gas water heater,2015,0.1571539,0.0242308
Ohio,comm,gas,other,gas,2015,0.1920137,0.0296057
Ohio,comm,refined liquids,heating,fuel furnace,2015,0.5123044,0.0091848
Ohio,comm,refined liquids,hot water,fuel water heater,2015,0.0227768,4.084e-4
Ohio,comm,refined liquids,other,refined liquids,2015,0.4649188,0.0083353
Ohio,resid,biomass,heating,wood furnace,2015,1,0.0166791
