# File: Rt_Nfert_bilateral_trade.csv
# Title: Nitrogenous fertilizer bilateral trade data (~2021)
# Source: Chatham House (2025) - https://resourcetrade.earth/
# Units: Value (1000 USD) Weight (1000 kg)
# Column types: icccicccciinnnnnnnnnnn
# ----------
Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m_)
188,CRI,Costa Rica,Latin America and the Caribbean,558,NIC,Nicaragua,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2021,126.11506,380.35,,,,,,,537.5341,,
188,CRI,Costa Rica,Latin America and the Caribbean,558,NIC,Nicaragua,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,54.29496,11.2259,,,,,,,15.865135,,
188,CRI,Costa Rica,Latin America and the Caribbean,558,NIC,Nicaragua,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,74.02335,298,,,,,,,421.152,,
188,CRI,Costa Rica,Latin America and the Caribbean,591,PAN,Panama,Latin America and the Caribbean,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2021,620.6621,1372.9579,,,,,,,1940.3489,,
188,CRI,Costa Rica,Latin America and the Caribbean,591,PAN,Panama,Latin America and the Caribbean,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2021,23.404282,76.533646,,,,,,,108.16208,,
188,CRI,Costa Rica,Latin America and the Caribbean,591,PAN,Panama,Latin America and the Caribbean,"Ammonium sulphate, in packs > 10 kg",310221,2021,26.584,63,,,,,,,89.03549,,
188,CRI,Costa Rica,Latin America and the Caribbean,591,PAN,Panama,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2021,202.43983,522.75,,,,,,,738.7826,,
188,CRI,Costa Rica,Latin America and the Caribbean,591,PAN,Panama,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,907.07983,1537.7191,,,,,,,2173.1997,,
188,CRI,Costa Rica,Latin America and the Caribbean,591,PAN,Panama,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,517.605,873.03,,,,,,,1233.82,,
188,CRI,Costa Rica,Latin America and the Caribbean,604,PER,Peru,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,0.00755,0.00128,,,,,,,0.001808975,,
188,CRI,Costa Rica,Latin America and the Caribbean,724,ESP,Spain,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2021,,,,,,0.306933,,,,,
188,CRI,Costa Rica,Latin America and the Caribbean,842,USA,United States,Northern America,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2021,14.270695,5.488492,,,,,,,7.7566757,,
191,HRV,Croatia,Europe,8,ALB,Albania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,88.261,242,,,,,,,342.00934,,
191,HRV,Croatia,Europe,8,ALB,Albania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1006.35,4626,,,,,,,6537.749,,
191,HRV,Croatia,Europe,12,DZA,Algeria,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,962.9889,4400,,,,,,,6218.3516,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,267.95822,750.38635,,,,,,,1060.4923,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,4.93502,24.144,,,,,,,34.12179,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,94.559265,455,,,,,,,643.0341,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,30.527,144,,,,,,,203.50969,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,17085.605,66704.28,,,,,,,94270.61,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,2224.8477,5973.6836,,,,,,,8442.379,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,4723.3564,23573.445,,,,,,,33315.45,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,1.9109898,6.1771173,,,,,,,8.729884,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,0.025075458,0.10598204,,,,,,,0.14978036,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,37.47,120,,,,,,,169.59142,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,30.08,54.05,,,,,,,76.386795,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,3735.4238,13341.118,,,,,,,18854.492,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,837.7672,2349.8752,,,,,,,3320.9888,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,209.40282,1150.2,,,,,,,1625.5336,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,516.2429,2808.4595,,,,,,,3969.0884,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,380.83688,1362.5112,,,,,,,1925.5851,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,274.61813,770.27026,,,,,,,1088.5935,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,46.851,98,,,,,,,138.49965,,
191,HRV,Croatia,Europe,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,75.80087,205.0145,,,,,,,289.73914,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,81.869,242,,,,,,,342.00934,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,804.8445,5249.9995,,,,,,,7419.6235,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,16.571224,126.01502,,,,,,,178.09221,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,,,,,0.098,,0.0057,,,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,896.828,2642.0366,,,,,,,3733.8894,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,467.6486,3150,,,,,,,4451.7744,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,1249.231,5696.258,,,,,,,8050.303,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,407.84027,1650.3975,,,,,,,2332.4436,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,19.555,72,,,,,,,101.754845,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,265.33203,1028.2971,,,,,,,1453.253,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,417.1894,1812.5858,,,,,,,2561.6582,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,2574.9355,15999.243,,,,,,,22611.12,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,626.7793,3990.2207,,,,,,,5639.2266,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,1467.9843,7413.635,,,,,,,10477.406,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,2201.1094,8652.371,,,,,,,12228.065,,
191,HRV,Croatia,Europe,372,IRL,Ireland,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,3697.503,23820.61,,,,,,,33664.758,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,7.141258,24.75,,,,,,,34.97823,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,7140.2314,42330.266,,,,,,,59823.746,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,1000.48926,6038,,,,,,,8533.274,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,216.78616,999.5792,,,,,,,1412.6671,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,134.068,458,,,,,,,647.27386,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,43.359684,187.70923,,,,,,,265.2823,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,20973.504,89686.53,,,,,,,126750.55,,
191,HRV,Croatia,Europe,404,KEN,Kenya,Sub-Saharan Africa,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,2271.259,10844.309,,,,,,,15325.847,,
191,HRV,Croatia,Europe,404,KEN,Kenya,Sub-Saharan Africa,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,1360.0442,6000,,,,,,,8479.57,,
191,HRV,Croatia,Europe,404,KEN,Kenya,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2017,850.411,4000,,,,,,,5653.047,,
191,HRV,Croatia,Europe,428,LVA,Latvia,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,9.919775,24,,,,,,,33.91828,,
191,HRV,Croatia,Europe,454,MWI,Malawi,Sub-Saharan Africa,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,372.26666,1000,,,,,,,1413.2617,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,260.8614,655.87494,,,,,,,926.923,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,11.251161,51.76097,,,,,,,73.1518,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,56.39694,199.51865,,,,,,,281.97208,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,28.521637,85.80311,,,,,,,121.26225,,
191,HRV,Croatia,Europe,504,MAR,Morocco,Northern Africa and Western Asia,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,35.65156,99.99999,,,,,,,141.32617,,
191,HRV,Croatia,Europe,504,MAR,Morocco,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,4150.8613,15263,,,,,,,21570.615,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,3125.5896,8968.78,,,,,,,12675.234,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,1356.2039,3418.78,,,,,,,4831.6313,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,375.40472,1764.06,,,,,,,2493.0786,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,0.006778,0.012,,,,,,,0.016959142,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,0.005648,0.012,,,,,,,0.025107238,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,2062.865,16419.299,,,,,,,23204.768,,
191,HRV,Croatia,Europe,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1988.8689,9097.589,,,,,,,12857.274,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,257.84995,723.25006,,,,,,,1022.14166,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,423.45544,2851.84,,,,,,,4030.3965,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,1618.4988,9350.646,,,,,,,13214.911,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,70.06912,271.9483,,,,,,,384.33414,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,63.20951,241.32062,,,,,,,341.0492,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,8328.923,35411.383,,,,,,,50045.555,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,1689.0536,9649.681,,,,,,,13637.524,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,59.40604,262.57227,,,,,,,371.08334,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,34.669945,146.12,,,,,,,206.5058,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,11277.204,43641.43,,,,,,,61676.766,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,62.5551,176,,,,,,,248.73407,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,2121.533,8696.34,,,,,,,12290.205,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,1069.058,4844.3,,,,,,,6846.2637,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1833.0732,6495.581,,,,,,,9179.956,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,33.776268,93.71736,,,,,,,132.44716,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,9042.27,44998.035,,,,,,,63594.004,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,28.558859,142.64417,,,,,,,201.59355,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,107.873886,469.22864,,,,,,,663.1429,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,1.223,2.553,,,,,,,3.6080573,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,37.555893,153.8841,,,,,,,217.4785,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,62.103386,85.13287,,,,,,,178.12094,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,5.026759,23.579998,,,,,,,33.32471,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,4901.855,19178.951,,,,,,,27104.879,,
191,HRV,Croatia,Europe,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,2631.4453,11321.8125,,,,,,,16000.685,,
191,HRV,Croatia,Europe,792,TUR,Turkey,Northern Africa and Western Asia,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,934.18494,5000,,,,,,,7066.309,,
191,HRV,Croatia,Europe,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,18621.133,81169.266,,,,,,,114713.42,,
191,HRV,Croatia,Europe,800,UGA,Uganda,Sub-Saharan Africa,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,209.63976,685.5,,,,,,,968.79095,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,646.09216,1846.9607,,,,,,,2610.239,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,514.48425,2580.549,,,,,,,3646.9915,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,8.62909,49.5,,,,,,,69.95646,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,9.070461,49.5,,,,,,,69.95646,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,37.25364,154.34615,,,,,,,218.1315,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,9.67465,23.375,,,,,,,48.906807,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,405.1333,2246.73,,,,,,,3175.2175,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1369.7832,4627.508,,,,,,,6539.88,,
191,HRV,Croatia,Europe,834,TZA,Tanzania,Sub-Saharan Africa,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,1406.9371,6735.2393,,,,,,,9518.656,,
191,HRV,Croatia,Europe,8,ALB,Albania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,41.125,110,,,,,,,155.4588,,
191,HRV,Croatia,Europe,8,ALB,Albania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,749.516,3100,,,,,,,4381.1113,,
191,HRV,Croatia,Europe,36,AUS,Australia,Australia and New Zealand,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,493.404,1556,,,,,,,2199.0354,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,357.40308,949.2804,,,,,,,1341.5817,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,114.607445,607.1019,,,,,,,857.99396,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,48.86972,215.011,,,,,,,303.86682,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2018,149.01385,913.82,,,,,,,1291.4669,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,20575.36,71896.79,,,,,,,101608.984,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,2265.647,5783.17,,,,,,,8173.133,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,3917.8877,17988.041,,,,,,,25421.81,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,2.4377124,7.6087403,,,,,,,10.753141,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,0.012,0.05,,,,,,,0.07066309,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2018,41.263,120,,,,,,,169.59142,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,32.916,54.374,,,,,,,76.844696,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,4016.8428,13113.035,,,,,,,18532.15,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,1166.9288,3114.375,,,,,,,4401.4272,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,584.98,3716.75,,,,,,,5252.7407,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,295.68402,1413.88,,,,,,,1998.1826,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,565.4553,2116,,,,,,,2990.462,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,433.63034,1298.7168,,,,,,,1835.4268,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,613.83093,1626.8275,,,,,,,2299.133,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,43.15683,198.56001,,,,,,,280.61728,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,43.656727,132.61021,,,,,,,187.41295,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,72.958,198,,,,,,,279.82584,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,0.075,0.13928,,,,,,,0.19683911,,
191,HRV,Croatia,Europe,288,GHA,Ghana,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,2.564268,1.03,,,,,,,1.4556596,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,1652.6626,4581.0283,,,,,,,6474.1924,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,399.68506,1983.5356,,,,,,,2803.2551,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,29.30846,82.5,,,,,,,116.59409,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,658.33215,2307.4053,,,,,,,3260.9678,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,160.40059,459.2197,,,,,,,648.9976,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,4343.457,29941.096,,,,,,,42314.605,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,1712.0059,9815.944,,,,,,,13872.499,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,472.1914,2916.9792,,,,,,,4122.455,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2018,5.711,148.005,,,,,,,209.16982,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,1342.1494,5230.9785,,,,,,,7392.742,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,1442.1173,4654.7104,,,,,,,6578.324,,
191,HRV,Croatia,Europe,372,IRL,Ireland,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,1155.0691,6570.7227,,,,,,,9286.151,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,121.76981,444.4,,,,,,,628.0535,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,4514.4263,21283.555,,,,,,,30079.234,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,3609.3818,17715.5,,,,,,,25036.639,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,959.6546,4235.1997,,,,,,,5985.446,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,6.917,25.2,,,,,,,35.614197,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,96.936745,476.05438,,,,,,,672.7895,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,23142.459,83715.22,,,,,,,118311.516,,
