# File: OTAQ_trn_data_DECARB_high_elec.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn
# Source: 2021.10.05 Vehicle tables.xlsx workbook. BEV 3-wheeler data from UCD_trn_data_CORE file of CMP 316
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
China,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,256.9122333,259.4914667,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707
Eastern Europe,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,121.216,124.3548,127.4936,130.6324,132.9753333,135.3182667,137.6612,139.0572667,140.4533333,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494
Eastern Europe,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,224.489,230.3019667,236.1149334,241.9279,246.2669667,250.6060333,254.9451,257.5305333,260.1159667,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014
Former Soviet Union,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,121.216,124.3548,127.4936,130.6324,132.9753333,135.3182667,137.6612,139.0572667,140.4533333,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494
Former Soviet Union,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,224.489,230.3019667,236.1149334,241.9279,246.2669667,250.6060333,254.9451,257.5305333,260.1159667,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014
India,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,140.3294333,141.7382667,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471
India,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,256.9122333,259.4914667,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707
Japan,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,140.3294333,141.7382667,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471
Japan,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,256.9122333,259.4914667,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707
Korea,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,140.3294333,141.7382667,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471,143.1471
Korea,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,256.9122333,259.4914667,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707,262.0707
Latin America,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,113.6955,116.6395667,119.5836334,122.5277,124.7252667,126.9228333,129.1204,130.4298333,131.7392667,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487
Latin America,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,204.0667,209.3508333,214.6349667,219.9191,223.8634333,227.8077667,231.7521,234.1023333,236.4525667,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028
Middle East,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,138.0638,141.6388667,145.2139334,148.789,151.4575667,154.1261333,156.7947,158.3848,159.9749,161.565,161.565,161.565,161.565,161.565,161.565,161.565,161.565,161.565,161.565,161.565
Middle East,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,226.2536,232.1122667,237.9709334,243.8296,248.2027667,252.5759333,256.9491,259.5548667,262.1606333,264.7664,264.7664,264.7664,264.7664,264.7664,264.7664,264.7664,264.7664,264.7664,264.7664,264.7664
Southeast Asia,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,113.6955,116.6395667,119.5836334,122.5277,124.7252667,126.9228333,129.1204,130.4298333,131.7392667,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487,133.0487
Southeast Asia,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,204.0667,209.3508333,214.6349667,219.9191,223.8634333,227.8077667,231.7521,234.1023333,236.4525667,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028,238.8028
USA,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,125.4272,128.6750667,131.9229334,135.1708,137.5951333,140.0194667,142.4438,143.8883333,145.3328667,146.7774,146.7774,146.7774,146.7774,146.7774,146.7774,146.7774,146.7774,146.7774,146.7774,146.7774
USA,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,233.1916,239.2299,245.2682,251.3065,255.8137667,260.3210333,264.8283,267.514,270.1997,272.8854,272.8854,272.8854,272.8854,272.8854,272.8854,272.8854,272.8854,272.8854,272.8854,272.8854
Western Europe,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,121.216,124.3548,127.4936,130.6324,132.9753333,135.3182667,137.6612,139.0572667,140.4533333,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494,141.8494
Western Europe,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,224.489,230.3019667,236.1149334,241.9279,246.2669667,250.6060333,254.9451,257.5305333,260.1159667,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014,262.7014
Brazil,Passenger,Air Domestic,All,BEV,Electricity,load factor,pers/veh,124.7278928,127.9576275,131.1873622,134.4170969,136.8279108,139.2387246,141.6495385,143.0860377,144.5225369,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361,145.9590361
Brazil,Passenger,Air International,All,BEV,Electricity,load factor,pers/veh,233,239.0333593,245.0667186,251.1000779,255.6036385,260.1071991,264.6107597,267.2942358,269.9777119,272.661188,272.661188,272.661188,272.661188,272.661188,272.661188,272.661188,272.661188,272.661188,272.661188,272.661188
Africa,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,5.0469,4.7492,4.6422,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
Africa,Passenger,Air Domestic,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,383.5,329.8324,296.8466,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259
Africa,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119
Africa,Passenger,Air Domestic,All,BEV,Electricity,CAPEX,2005$/vkt,35.36145391,35.36145391,35.36145391,35.36145391,35.36145391,7.072290783,6.885865582,6.484172902,6.082480223,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543
Africa,Passenger,Air Domestic,All,BEV,Electricity,intensity,MJ/vkm,148.4233,148.4233,148.4233,148.4233,148.4233,148.4233,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295
Africa,Passenger,Air Domestic,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.11641229,9.877756261,9.639100227,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194
Africa,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,9.3831,8.8296,8.6307,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Africa,Passenger,Air International,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,430,369.8251,332.8397,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189
Africa,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482
Africa,Passenger,Air International,All,BEV,Electricity,CAPEX,2005$/vkt,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,46.13689374,40.16240058,34.18790741,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425
Africa,Passenger,Air International,All,BEV,Electricity,intensity,MJ/vkm,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945
Africa,Passenger,Air International,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.28851467,10.04579857,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474
Australia_NZ,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,5.0469,4.7492,4.6422,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
Australia_NZ,Passenger,Air Domestic,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,383.5,329.8324,296.8466,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259
Australia_NZ,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119
Australia_NZ,Passenger,Air Domestic,All,BEV,Electricity,CAPEX,2005$/vkt,35.36145391,35.36145391,35.36145391,35.36145391,35.36145391,7.072290783,6.885865582,6.484172902,6.082480223,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543
Australia_NZ,Passenger,Air Domestic,All,BEV,Electricity,intensity,MJ/vkm,148.4233,148.4233,148.4233,148.4233,148.4233,148.4233,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295
Australia_NZ,Passenger,Air Domestic,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.11641229,9.877756261,9.639100227,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194
Australia_NZ,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,9.3831,8.8296,8.6307,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Australia_NZ,Passenger,Air International,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,430,369.8251,332.8397,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189
Australia_NZ,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482
Australia_NZ,Passenger,Air International,All,BEV,Electricity,CAPEX,2005$/vkt,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,46.13689374,40.16240058,34.18790741,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425
Australia_NZ,Passenger,Air International,All,BEV,Electricity,intensity,MJ/vkm,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945
Australia_NZ,Passenger,Air International,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.28851467,10.04579857,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474
Brazil,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,5.0469,4.7492,4.6422,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
Brazil,Passenger,Air Domestic,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,383.5,329.8324,296.8466,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259
Brazil,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119
Brazil,Passenger,Air Domestic,All,BEV,Electricity,CAPEX,2005$/vkt,35.36145391,35.36145391,35.36145391,35.36145391,35.36145391,7.072290783,6.885865582,6.484172902,6.082480223,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543
Brazil,Passenger,Air Domestic,All,BEV,Electricity,intensity,MJ/vkm,148.4233,148.4233,148.4233,148.4233,148.4233,148.4233,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295
Brazil,Passenger,Air Domestic,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.11641229,9.877756261,9.639100227,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194
Brazil,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,9.3831,8.8296,8.6307,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Brazil,Passenger,Air International,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,430,369.8251,332.8397,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189
Brazil,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482
Brazil,Passenger,Air International,All,BEV,Electricity,CAPEX,2005$/vkt,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,46.13689374,40.16240058,34.18790741,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425
Brazil,Passenger,Air International,All,BEV,Electricity,intensity,MJ/vkm,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945
Brazil,Passenger,Air International,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.28851467,10.04579857,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474
Canada,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,5.0469,4.7492,4.6422,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
Canada,Passenger,Air Domestic,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,383.5,329.8324,296.8466,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259
Canada,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119
Canada,Passenger,Air Domestic,All,BEV,Electricity,CAPEX,2005$/vkt,35.36145391,35.36145391,35.36145391,35.36145391,35.36145391,7.072290783,6.885865582,6.484172902,6.082480223,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543
Canada,Passenger,Air Domestic,All,BEV,Electricity,intensity,MJ/vkm,148.4233,148.4233,148.4233,148.4233,148.4233,148.4233,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295
Canada,Passenger,Air Domestic,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.11641229,9.877756261,9.639100227,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194
Canada,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,9.3831,8.8296,8.6307,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Canada,Passenger,Air International,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,430,369.8251,332.8397,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189
Canada,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482
Canada,Passenger,Air International,All,BEV,Electricity,CAPEX,2005$/vkt,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,46.13689374,40.16240058,34.18790741,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425
Canada,Passenger,Air International,All,BEV,Electricity,intensity,MJ/vkm,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945
Canada,Passenger,Air International,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.28851467,10.04579857,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474
China,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,5.0469,4.7492,4.6422,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
China,Passenger,Air Domestic,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,383.5,329.8324,296.8466,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259
China,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119
China,Passenger,Air Domestic,All,BEV,Electricity,CAPEX,2005$/vkt,35.36145391,35.36145391,35.36145391,35.36145391,35.36145391,7.072290783,6.885865582,6.484172902,6.082480223,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543
China,Passenger,Air Domestic,All,BEV,Electricity,intensity,MJ/vkm,148.4233,148.4233,148.4233,148.4233,148.4233,148.4233,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295
China,Passenger,Air Domestic,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.11641229,9.877756261,9.639100227,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194
China,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,9.3831,8.8296,8.6307,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
China,Passenger,Air International,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,430,369.8251,332.8397,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189
China,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482
China,Passenger,Air International,All,BEV,Electricity,CAPEX,2005$/vkt,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,46.13689374,40.16240058,34.18790741,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425
China,Passenger,Air International,All,BEV,Electricity,intensity,MJ/vkm,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945
China,Passenger,Air International,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.28851467,10.04579857,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,5.0469,4.7492,4.6422,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,383.5,329.8324,296.8466,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259,279.5259
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.4531,7.9545,7.7754,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119,8.0119
Eastern Europe,Passenger,Air Domestic,All,BEV,Electricity,CAPEX,2005$/vkt,35.36145391,35.36145391,35.36145391,35.36145391,35.36145391,7.072290783,6.885865582,6.484172902,6.082480223,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543,5.680787543
Eastern Europe,Passenger,Air Domestic,All,BEV,Electricity,intensity,MJ/vkm,148.4233,148.4233,148.4233,148.4233,148.4233,148.4233,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295,139.76295
Eastern Europe,Passenger,Air Domestic,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.0494013,10.11641229,9.877756261,9.639100227,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194,9.400444194
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,NA,NA,NA,9.3831,8.8296,8.6307,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,intensity,MJ/vkm,NA,NA,NA,430,369.8251,332.8397,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189,313.4189
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,non-fuel OPEX,2005$/vkt,NA,NA,NA,8.5969,8.0898,7.9076,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482,8.1482
Eastern Europe,Passenger,Air International,All,BEV,Electricity,CAPEX,2005$/vkt,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,230.6844687,46.13689374,40.16240058,34.18790741,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425,28.21341425
Eastern Europe,Passenger,Air International,All,BEV,Electricity,intensity,MJ/vkm,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945,156.70945
Eastern Europe,Passenger,Air International,All,BEV,Electricity,non-fuel OPEX,2005$/vkt,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.53123076,10.28851467,10.04579857,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474,9.803082474
