# File: OTAQ_trn_data_EMF37.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnn
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095
Brazil,Freight,Truck,Truck (>15t),BEV,Electricity,load factor,tonnes/veh,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Canada,Freight,Truck,Truck (0-4.5t),BEV,Electricity,load factor,tonnes/veh,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
Canada,Freight,Truck,Truck (4.5-15t),BEV,Electricity,load factor,tonnes/veh,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875
Canada,Freight,Truck,Truck (>15t),BEV,Electricity,load factor,tonnes/veh,10,10,10,10,10,10,10,10,10,10,10,10,10
China,Freight,Truck,Truck (0-6t),BEV,Electricity,load factor,tonnes/veh,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525
China,Freight,Truck,Truck (6-14t),BEV,Electricity,load factor,tonnes/veh,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
China,Freight,Truck,Truck (>14t),BEV,Electricity,load factor,tonnes/veh,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448
Eastern Europe,Freight,Truck,Truck (0-3.5t),BEV,Electricity,load factor,tonnes/veh,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eastern Europe,Freight,Truck,Truck (3.5-16t),BEV,Electricity,load factor,tonnes/veh,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141
Eastern Europe,Freight,Truck,Truck (16-32t),BEV,Electricity,load factor,tonnes/veh,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247
Eastern Europe,Freight,Truck,Truck (>32t),BEV,Electricity,load factor,tonnes/veh,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597
Former Soviet Union,Freight,Truck,Truck (0-3.5t),BEV,Electricity,load factor,tonnes/veh,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
Former Soviet Union,Freight,Truck,Truck (3.5-16t),BEV,Electricity,load factor,tonnes/veh,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906
Former Soviet Union,Freight,Truck,Truck (16-32t),BEV,Electricity,load factor,tonnes/veh,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566
Former Soviet Union,Freight,Truck,Truck (>32t),BEV,Electricity,load factor,tonnes/veh,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844
India,Freight,Truck,Truck (0-2t),BEV,Electricity,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
India,Freight,Truck,Truck (2-5t),BEV,Electricity,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
India,Freight,Truck,Truck (5-9t),BEV,Electricity,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
India,Freight,Truck,Truck (9-16t),BEV,Electricity,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6
Japan,Freight,Truck,Truck (0-1t),BEV,Electricity,load factor,tonnes/veh,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
Japan,Freight,Truck,Truck (1-6t),BEV,Electricity,load factor,tonnes/veh,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817
Korea,Freight,Truck,Truck,BEV,Electricity,load factor,tonnes/veh,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
Latin America,Freight,Truck,Truck (0-1t),BEV,Electricity,load factor,tonnes/veh,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225
Latin America,Freight,Truck,Truck (6-15t),BEV,Electricity,load factor,tonnes/veh,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725
Latin America,Freight,Truck,Truck (>15t),BEV,Electricity,load factor,tonnes/veh,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Middle East,Freight,Truck,Truck (0-2t),BEV,Electricity,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Middle East,Freight,Truck,Truck (2-5t),BEV,Electricity,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
Middle East,Freight,Truck,Truck (5-9t),BEV,Electricity,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
Middle East,Freight,Truck,Truck (9-16t),BEV,Electricity,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6
Southeast Asia,Freight,Truck,Truck (0-2t),BEV,Electricity,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Southeast Asia,Freight,Truck,Truck (2-5t),BEV,Electricity,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
Southeast Asia,Freight,Truck,Truck (5-9t),BEV,Electricity,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
Southeast Asia,Freight,Truck,Truck (9-16t),BEV,Electricity,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6
Western Europe,Freight,Truck,Truck (0-3.5t),BEV,Electricity,load factor,tonnes/veh,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799
Western Europe,Freight,Truck,Truck (3.5-16t),BEV,Electricity,load factor,tonnes/veh,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242
Western Europe,Freight,Truck,Truck (16-32t),BEV,Electricity,load factor,tonnes/veh,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43
Western Europe,Freight,Truck,Truck (>32t),BEV,Electricity,load factor,tonnes/veh,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287
Africa,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.333876885,0.326441746,0.319006607,0.311571467,0.289362722,0.267874318,0.261198653,0.252617703,0.244135378,0.235751676,0.227876016,0.220000356,0.212228322
Africa,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.596401744,0.583158728,0.569915713,0.556672697,0.529476222,0.513995669,0.498642336,0.483453505,0.468391522,0.453456386,0.438396541,0.423225961,0.408166115
Africa,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.624304915,0.610414459,0.596524003,0.582633546,0.552992989,0.536642903,0.520436648,0.504339347,0.488386256,0.472577375,0.456845495,0.441113616,0.425381737
Africa,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.772273918,0.755149659,0.7380254,0.720901139,0.650934302,0.625231148,0.600019274,0.575298683,0.551069374,0.527331347,0.509772041,0.4921023,0.474542994
Australia_NZ,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.199796681,1.199796681,1.199796681,1.199796681,1.141368976,1.082941271,1.082941271,1.07498387,1.06702647,1.059069069,1.059069069,1.059069069,1.059069069
Australia_NZ,Freight,Truck,Truck (1-6t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.437702193,1.437702193,1.437702193,1.437702193,1.400886918,1.394001442,1.387115966,1.38023049,1.373345014,1.366459538,1.366459538,1.366459538,1.366459538
Australia_NZ,Freight,Truck,Truck (6-30t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.782130764,1.782130764,1.782130764,1.782130764,1.648421798,1.622922038,1.597422277,1.571922517,1.546422756,1.520922996,1.520922996,1.520922996,1.520922996
Brazil,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.480761287,0.470077703,0.459394119,0.448710534,0.416695911,0.385721827,0.376078781,0.363743183,0.351549298,0.339497127,0.328180556,0.316863986,0.305547414
Brazil,Freight,Truck,Truck (6-15t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.499424443,0.488326121,0.477227801,0.46612948,0.442401704,0.429306971,0.416327462,0.403463174,0.390714109,0.378080266,0.36547759,0.352874915,0.340272238
Brazil,Freight,Truck,Truck (>15t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.617865507,0.604135163,0.590404818,0.576674474,0.520707791,0.500149131,0.479983395,0.460210583,0.440830694,0.421843729,0.407782271,0.393720814,0.379659356
Canada,Freight,Truck,Truck (0-4.5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.286009465,1.286009465,1.286009465,1.286009465,1.25307859,1.246919604,1.240760619,1.234601633,1.228442647,1.222283662,1.222283662,1.222283662,1.222283662
Canada,Freight,Truck,Truck (4.5-15t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.372858321,1.372858321,1.372858321,1.372858321,1.334754439,1.327627958,1.320501477,1.313374996,1.306248515,1.299122034,1.299122034,1.299122034,1.299122034
Canada,Freight,Truck,Truck (>15t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.701901235,1.701901235,1.701901235,1.701901235,1.574211697,1.549859907,1.525508117,1.501156327,1.476804537,1.452452748,1.452452748,1.452452748,1.452452748
China,Freight,Truck,Truck (0-6t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.477098094,0.477098094,0.477098094,0.477098094,0.464881032,0.462596103,0.460311174,0.458026245,0.455741315,0.453456386,0.453456386,0.453456386,0.453456386
China,Freight,Truck,Truck (6-14t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.499400183,0.499400183,0.499400183,0.499400183,0.485539258,0.482946881,0.480354505,0.477762128,0.475169751,0.472577375,0.472577375,0.472577375,0.472577375
China,Freight,Truck,Truck (>14t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.617896776,0.617896776,0.617896776,0.617896776,0.571537474,0.562696248,0.553855023,0.545013797,0.536172572,0.527331347,0.527331347,0.527331347,0.527331347
Eastern Europe,Freight,Truck,Truck (0-3.5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.612459813,0.612459813,0.612459813,0.612459813,0.582634241,0.55280867,0.55280867,0.548746659,0.544684647,0.540622635,0.540622635,0.540622635,0.540622635
Eastern Europe,Freight,Truck,Truck (16-32t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.743675973,0.743675973,0.743675973,0.743675973,0.687879761,0.677238814,0.666597867,0.65595692,0.645315973,0.634675026,0.634675026,0.634675026,0.634675026
Eastern Europe,Freight,Truck,Truck (3.5-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.569399332,0.569399332,0.569399332,0.569399332,0.553595571,0.55063983,0.547684089,0.544728348,0.541772607,0.538816866,0.538816866,0.538816866,0.538816866
Eastern Europe,Freight,Truck,Truck (>32t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.746264023,0.746264023,0.746264023,0.746264023,0.690273636,0.679595657,0.668917679,0.6582397,0.647561722,0.636883744,0.636883744,0.636883744,0.636883744
Former Soviet Union,Freight,Truck,Truck (0-3.5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.612459813,0.612459813,0.612459813,0.612459813,0.582634241,0.55280867,0.55280867,0.548746659,0.544684647,0.540622635,0.540622635,0.540622635,0.540622635
Former Soviet Union,Freight,Truck,Truck (16-32t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.743675973,0.743675973,0.743675973,0.743675973,0.687879761,0.677238814,0.666597867,0.65595692,0.645315973,0.634675026,0.634675026,0.634675026,0.634675026
Former Soviet Union,Freight,Truck,Truck (3.5-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.569399332,0.569399332,0.569399332,0.569399332,0.553595571,0.55063983,0.547684089,0.544728348,0.541772607,0.538816866,0.538816866,0.538816866,0.538816866
Former Soviet Union,Freight,Truck,Truck (>32t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.746264023,0.746264023,0.746264023,0.746264023,0.690273636,0.679595657,0.668917679,0.6582397,0.647561722,0.636883744,0.636883744,0.636883744,0.636883744
India,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.133597713,0.133597713,0.133597713,0.133597713,0.127091771,0.120585828,0.120585828,0.11969977,0.118813711,0.117927652,0.117927652,0.117927652,0.117927652
India,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.238607301,0.238607301,0.238607301,0.238607301,0.232497278,0.231354534,0.230211791,0.229069047,0.227926304,0.22678356,0.22678356,0.22678356,0.22678356
India,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.249700091,0.249700091,0.249700091,0.249700091,0.242769629,0.241473441,0.240177252,0.238881064,0.237584876,0.236288687,0.236288687,0.236288687,0.236288687
India,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.308883687,0.308883687,0.308883687,0.308883687,0.28570889,0.281289203,0.276869516,0.272449829,0.268030142,0.263610455,0.263610455,0.263610455,0.263610455
Japan,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.219519366,1.219519366,1.219519366,1.219519366,1.160131206,1.100743045,1.100743045,1.092654838,1.084566631,1.076478424,1.076478424,1.076478424,1.076478424
Japan,Freight,Truck,Truck (1-6t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.439333297,1.439333297,1.439333297,1.439333297,1.402476255,1.395582967,1.388689679,1.381796392,1.374903104,1.368009817,1.368009817,1.368009817,1.368009817
Korea,Freight,Truck,Truck,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.287873585,1.287873585,1.287873585,1.287873585,1.254894975,1.248727062,1.242559148,1.236391235,1.230223321,1.224055408,1.224055408,1.224055408,1.224055408
Latin America,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.480740451,0.47005733,0.459374209,0.448691088,0.416677852,0.38570511,0.376062482,0.363727419,0.351534063,0.339482414,0.328187059,0.316891704,0.305596349
Latin America,Freight,Truck,Truck (6-15t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.499400183,0.488316984,0.477233786,0.466150587,0.44240148,0.429286117,0.416286197,0.403436599,0.390702067,0.378082599,0.365455696,0.352828793,0.340305389
Latin America,Freight,Truck,Truck (>15t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.617896776,0.604136981,0.590377186,0.576617389,0.520667646,0.500122069,0.479969023,0.460208509,0.440840527,0.421865077,0.407729284,0.393703927,0.37967857
Middle East,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.267078028,0.261129917,0.255181806,0.249233694,0.231475287,0.21429239,0.208958922,0.202094163,0.195308302,0.188601341,0.182280087,0.176062461,0.169741207
Middle East,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.477098094,0.466495914,0.455893734,0.445291554,0.423558273,0.411196536,0.39893635,0.386777718,0.374720637,0.362765109,0.350695086,0.338625062,0.326555039
Middle East,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.499400183,0.488316984,0.477233786,0.466150587,0.44240148,0.429286117,0.416286197,0.403436599,0.390702067,0.378082599,0.365455696,0.352828793,0.340305389
Middle East,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.617896776,0.604136981,0.590377186,0.576617389,0.520667646,0.500122069,0.479969023,0.460208509,0.440840527,0.421865077,0.407729284,0.393703927,0.37967857
Southeast Asia,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.200279172,0.19585722,0.19143527,0.187013318,0.173662305,0.160745784,0.156719192,0.151570622,0.146481227,0.141451006,0.136787786,0.132020939,0.127357719
Southeast Asia,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.357794444,0.349871936,0.341949427,0.334026919,0.317716007,0.308435057,0.299230365,0.29010193,0.281049752,0.272073832,0.262993631,0.25391343,0.244833228
Southeast Asia,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.374604824,0.366255967,0.357907111,0.349558253,0.331774526,0.321964588,0.312240948,0.302603608,0.293052567,0.283587824,0.274065897,0.26464747,0.255229042
Southeast Asia,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,0.463390231,0.453081168,0.442772106,0.432463042,0.390520684,0.375130832,0.360034762,0.345194428,0.33064911,0.316398808,0.305796963,0.295305554,0.284703709
Western Europe,Freight,Truck,Truck (0-3.5t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.310149801,1.310149801,1.310149801,1.310149801,1.246348119,1.182546437,1.182546437,1.173857142,1.165167848,1.156478553,1.156478553,1.156478553,1.156478553
Western Europe,Freight,Truck,Truck (16-32t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.544289032,1.544289032,1.544289032,1.544289032,1.428424756,1.406328173,1.38423159,1.362135007,1.340038424,1.317941841,1.317941841,1.317941841,1.317941841
Western Europe,Freight,Truck,Truck (3.5-16t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.459044774,1.459044774,1.459044774,1.459044774,1.418548774,1.410974901,1.403401028,1.395827154,1.388253281,1.380679408,1.380679408,1.380679408,1.380679408
Western Europe,Freight,Truck,Truck (>32t),FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.756767881,1.756767881,1.756767881,1.756767881,1.624961831,1.599824977,1.574688123,1.54955127,1.524414416,1.499277562,1.499277562,1.499277562,1.499277562
Africa,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Africa,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Africa,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Africa,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Australia_NZ,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Australia_NZ,Freight,Truck,Truck (1-6t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Australia_NZ,Freight,Truck,Truck (6-30t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Brazil,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Brazil,Freight,Truck,Truck (6-15t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Brazil,Freight,Truck,Truck (>15t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Canada,Freight,Truck,Truck (0-4.5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Canada,Freight,Truck,Truck (4.5-15t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Canada,Freight,Truck,Truck (>15t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
China,Freight,Truck,Truck (0-6t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
China,Freight,Truck,Truck (6-14t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
China,Freight,Truck,Truck (>14t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Eastern Europe,Freight,Truck,Truck (0-3.5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Eastern Europe,Freight,Truck,Truck (3.5-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Eastern Europe,Freight,Truck,Truck (16-32t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Eastern Europe,Freight,Truck,Truck (>32t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Former Soviet Union,Freight,Truck,Truck (0-3.5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Former Soviet Union,Freight,Truck,Truck (3.5-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Former Soviet Union,Freight,Truck,Truck (16-32t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Former Soviet Union,Freight,Truck,Truck (>32t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
India,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
India,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
India,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
India,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Japan,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Japan,Freight,Truck,Truck (1-6t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Korea,Freight,Truck,Truck,FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Latin America,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Latin America,Freight,Truck,Truck (6-15t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Latin America,Freight,Truck,Truck (>15t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Middle East,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Middle East,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Middle East,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Middle East,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Southeast Asia,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Southeast Asia,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Southeast Asia,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Southeast Asia,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Western Europe,Freight,Truck,Truck (0-3.5t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Western Europe,Freight,Truck,Truck (3.5-16t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Western Europe,Freight,Truck,Truck (16-32t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Western Europe,Freight,Truck,Truck (>32t),FCEV,Hydrogen,energy,PJ/yr,0,,,,,,,,,,,,
Africa,Freight,Truck,Truck (0-2t),FCEV,Hydrogen,intensity,MJ/vkm,1.812775919,1.790504672,1.768233425,1.745962178,1.948569299,1.900422368,1.840404644,1.783335063,1.727300377,1.672292502,1.610674846,1.551315117,1.494153897
Africa,Freight,Truck,Truck (2-5t),FCEV,Hydrogen,intensity,MJ/vkm,2.811200628,2.776671157,2.742141686,2.707612216,2.789687452,2.782607982,2.764663322,2.741367265,2.713177159,2.680937827,2.58218246,2.486997197,2.395382037
Africa,Freight,Truck,Truck (5-9t),FCEV,Hydrogen,intensity,MJ/vkm,3.67214843,3.649398456,3.626648482,3.603898507,3.761682243,3.828781283,3.886772061,3.937278684,3.980822535,4.018220301,3.94353985,3.87025,3.798299248
Africa,Freight,Truck,Truck (9-16t),FCEV,Hydrogen,intensity,MJ/vkm,7.7952,7.746915609,7.698631226,7.650346835,7.510751646,7.469722553,7.427548479,7.385393781,7.342587833,7.299272727,7.163563636,7.030472727,6.899781818
Australia_NZ,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,intensity,MJ/vkm,2.662708857,2.630002159,2.597295461,2.564588763,2.862196197,2.791478809,2.7033246,2.619496069,2.537187687,2.45638758,2.365892218,2.278664908,2.194705652
Australia_NZ,Freight,Truck,Truck (1-6t),FCEV,Hydrogen,intensity,MJ/vkm,5.316554747,5.251250433,5.185946124,5.12064181,5.275884025,5.262517111,5.22860211,5.184551946,5.131246069,5.070282188,4.883429264,4.703454039,4.530146508
Australia_NZ,Freight,Truck,Truck (6-30t),FCEV,Hydrogen,intensity,MJ/vkm,15.45942278,15.36363713,15.26785148,15.17206582,14.89523297,14.81387508,14.73024651,14.64664681,14.56175556,14.47585455,14.20683636,13.94276364,13.68363636
Brazil,Freight,Truck,Truck (0-1t),FCEV,Hydrogen,intensity,MJ/vkm,3.504278243,3.503694313,3.503110383,3.502526454,3.956924193,3.907099311,3.831324553,3.758069857,3.685218405,3.612767047,3.610961025,3.609155905,3.607351688
Brazil,Freight,Truck,Truck (6-15t),FCEV,Hydrogen,intensity,MJ/vkm,4.963520183,4.962693096,4.961866008,4.961038921,5.209663556,5.334976286,5.449070941,5.553375405,5.649084336,5.737205932,5.734337904,5.731471308,5.728606144
Brazil,Freight,Truck,Truck (>15t),FCEV,Hydrogen,intensity,MJ/vkm,7.965248497,7.964584793,7.96392109,7.963257386,7.866040982,7.871496904,7.875814888,7.879285646,7.882108397,7.884424524,7.882453615,7.880483193,7.878513273
Canada,Freight,Truck,Truck (0-4.5t),FCEV,Hydrogen,intensity,MJ/vkm,2.055585629,2.030336158,2.005086688,1.979837217,2.039845215,2.034662138,2.021534253,2.00451357,1.983914396,1.960354408,1.888112311,1.81849529,1.751503345
