UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2050,2065,2080,2095
Former Soviet Union,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Midsize Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_2W,Moped,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_2W,Moped,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_2W,Scooter,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_2W,Scooter,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
India,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Mini Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Multipurpose Vehicle,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Multipurpose Vehicle,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Multipurpose Vehicle,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Multipurpose Vehicle,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
India,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Japan,Passenger,LDV_2W,Moped,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137
Japan,Passenger,LDV_2W,Moped,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137
Japan,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137
Japan,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137
Japan,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Mini Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Japan,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548,0.0548
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Large Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Large Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Large Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Large Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Korea,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Latin America,Passenger,LDV_2W,Moped,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_2W,Moped,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Mini Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Latin America,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.002,0.002,0.002,0.002
Middle East,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Middle East,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Middle East,Passenger,LDV_4W,Mini Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Mini Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Mini Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Compact Car,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Compact Car,NG,Natural Gas,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Compact Car,BEV,Electricity,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
Middle East,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,Operating costs (tolls),2005$/veh/yr,0.0001,0.0001,0.0001,0.0001,0.000133333,0.000166667,0.0002,0.0002,0.0002,0.0002,0.0002
